experiment_ID, 					ID, 					instance_ID, 					instance_digit,					instance_noise_type, 					acc_instance_before_last_model, 					acc_instance_last_model,					acc_on_task_first_model,					acc_on_task_before_last_model, 					acc_on_task_last_model					
0,0,0,0,0,37.20,66.00,98.98,98.98,99.59
0,1,0,0,0,66.00,61.20,98.98,99.59,99.49
0,1,1,4,0,29.20,66.40,97.56,95.21,98.37
0,2,0,0,0,61.20,58.00,98.98,99.49,99.49
0,2,1,4,0,66.40,52.00,97.56,98.37,98.17
0,2,2,1,2,48.40,80.40,99.30,98.68,99.56
0,3,0,0,0,58.00,56.00,98.98,99.49,99.49
0,3,1,4,0,52.00,48.80,97.56,98.17,97.86
0,3,2,1,2,80.40,80.40,99.30,99.56,99.65
0,3,3,5,2,20.00,46.40,92.83,88.34,93.72
0,4,0,0,0,56.00,54.00,98.98,99.49,99.49
0,4,1,4,0,48.80,48.00,97.56,97.86,97.25
0,4,2,1,2,80.40,82.00,99.30,99.65,99.38
0,4,3,5,2,46.40,42.80,92.83,93.72,94.06
0,4,4,3,0,28.80,41.60,95.64,94.65,97.92
0,5,0,0,0,54.00,51.60,98.98,99.49,99.39
0,5,1,4,0,48.00,46.00,97.56,97.25,97.25
0,5,2,1,2,82.00,79.20,99.30,99.38,99.47
0,5,3,5,2,42.80,41.60,92.83,94.06,93.61
0,5,4,3,0,41.60,39.20,95.64,97.92,97.62
0,5,5,6,2,24.80,40.40,95.62,91.34,94.57
0,6,0,0,0,51.60,51.20,98.98,99.39,99.39
0,6,1,4,0,46.00,49.60,97.56,97.25,96.23
0,6,2,1,2,79.20,74.80,99.30,99.47,99.03
0,6,3,5,2,41.60,41.60,92.83,93.61,93.50
0,6,4,3,0,39.20,38.80,95.64,97.62,97.62
0,6,5,6,2,40.40,38.40,95.62,94.57,94.05
0,6,6,9,1,16.40,35.60,76.11,78.00,89.59
0,7,0,0,0,51.20,57.60,98.98,99.39,99.49
0,7,1,4,0,49.60,47.20,97.56,96.23,96.03
0,7,2,1,2,74.80,69.20,99.30,99.03,98.77
0,7,3,5,2,41.60,40.00,92.83,93.50,93.39
0,7,4,3,0,38.80,38.00,95.64,97.62,97.72
0,7,5,6,2,38.40,32.00,95.62,94.05,92.69
0,7,6,9,1,35.60,34.40,76.11,89.59,88.90
0,7,7,0,2,31.20,39.60,98.57,99.08,99.49
0,8,0,0,0,57.60,56.40,98.98,99.49,99.39
0,8,1,4,0,47.20,46.00,97.56,96.03,96.03
0,8,2,1,2,69.20,72.40,99.30,98.77,98.85
0,8,3,5,2,40.00,38.00,92.83,93.39,93.16
0,8,4,3,0,38.00,37.20,95.64,97.72,97.72
0,8,5,6,2,32.00,31.20,95.62,92.69,92.28
0,8,6,9,1,34.40,27.60,76.11,88.90,84.74
0,8,7,0,2,39.60,38.00,98.57,99.49,99.39
0,8,8,7,0,48.00,60.00,98.25,96.79,97.76
0,9,0,0,0,56.40,55.60,98.98,99.39,99.49
0,9,1,4,0,46.00,43.20,97.56,96.03,95.82
0,9,2,1,2,72.40,72.40,99.30,98.85,98.77
0,9,3,5,2,38.00,34.80,92.83,93.16,92.15
0,9,4,3,0,37.20,36.00,95.64,97.72,97.43
0,9,5,6,2,31.20,30.40,95.62,92.28,92.80
0,9,6,9,1,27.60,25.60,76.11,84.74,82.46
0,9,7,0,2,38.00,38.40,98.57,99.39,99.49
0,9,8,7,0,60.00,58.00,98.25,97.76,97.47
0,9,9,2,1,40.80,52.80,90.79,88.37,91.86
