experiment_ID, ID ,noise type, Initial training dataset size, Oversampling Size per new instance, accumilated_retraining_dataset_size, lr, ewc_lambda, 					first_model_acc_on_original_training_data, first_model_acc_on_original_testing_data,					first_model_acc_on_oversampled_new_instance_training_data, first_model_acc_on_oversampled_new_instance_testing_data,					first_model_acc_on_accumilated_oversampled_new_instances_training_data, first_model_acc_on_accumilated_oversampled_new_instances_testing_data,					before_last_model_acc_on_original_training_data, before_last_model_acc_on_original_testing_data,					before_last_model_acc_on_oversampled_new_instance_training_data, before_last_model_acc_on_oversampled_new_instance_testing_data,					before_last_model_acc_on_accumilated_oversampled_new_instances_training_data, before_last_model_acc_on_accumilated_oversampled_new_instances_testing_data,					last_model_acc_on_original_training_data, last_model_acc_on_original_testing_data,					last_model_acc_on_oversampled_new_instance_training_data, last_model_acc_on_oversampled_new_instance_testing_data,					last_model_acc_on_accumilated_oversampled_new_instances_training_data, last_model_acc_on_accumilated_oversampled_new_instances_testing_data,					acc_instance_test_first_model, acc_instance_test_before_last_model, acc_instance_test_last_model,					acc_accumilated_instances_test_first_model, acc_accumilated_instances_test_before_last_model, acc_accumilated_instances_test_last_model
10,6,2,60000,1000,7000,0.002000,60.00,98.66,98.68,10.90,11.20,29.81,30.46,94.85,95.12,0.00,0.00,61.19,62.06,94.97,95.47,66.90,60.80,76.77,75.03,11.20,0.00,60.80,30.46,62.06,75.03
10,7,2,60000,1000,8000,0.003000,40.00,98.66,98.68,31.10,28.40,29.96,30.20,94.97,95.47,11.60,12.00,68.62,67.15,95.11,95.55,60.10,54.80,76.64,74.85,28.40,12.00,54.80,30.20,67.15,74.85
10,8,0,60000,1000,9000,0.004000,30.00,98.66,98.68,41.40,47.60,31.24,32.13,95.11,95.55,11.20,12.00,69.37,67.87,94.84,95.19,91.00,91.20,81.38,79.42,47.60,12.00,91.20,32.13,67.87,79.42
10,9,0,60000,1000,10000,0.004000,30.00,98.66,98.68,36.70,39.60,31.79,32.88,94.84,95.19,22.70,25.60,75.51,74.04,95.20,95.59,90.30,90.40,77.63,76.40,39.60,25.60,90.40,32.88,74.04,76.40
11,0,2,60000,1000,1000,0.000300,80.00,98.63,98.61,37.30,37.60,37.30,37.60,98.63,98.61,37.30,37.60,37.30,37.60,94.65,95.05,93.10,94.00,93.10,94.00,37.60,37.60,94.00,37.60,37.60,94.00
11,1,1,60000,1000,2000,0.000300,100.00,98.63,98.61,44.00,43.20,40.65,40.40,94.65,95.05,18.30,20.80,55.70,57.40,95.36,95.11,85.60,84.00,81.90,80.60,43.20,20.80,84.00,40.40,57.40,80.60
11,2,2,60000,1000,3000,0.000400,50.00,98.63,98.61,40.60,39.60,40.63,40.13,95.36,95.11,20.20,17.20,61.33,59.47,95.24,95.06,78.10,77.60,75.43,74.67,39.60,17.20,77.60,40.13,59.47,74.67
11,3,0,60000,1000,4000,0.000500,40.00,98.63,98.61,11.90,10.00,33.45,32.60,95.24,95.06,0.30,0.40,56.65,56.10,95.37,95.21,87.90,87.20,71.35,70.50,10.00,0.40,87.20,32.60,56.10,70.50
11,4,2,60000,1000,5000,0.000600,40.00,98.63,98.61,9.50,9.20,28.66,27.92,95.37,95.21,1.70,1.60,57.42,56.72,95.40,95.43,31.00,28.40,61.80,61.28,9.20,1.60,28.40,27.92,56.72,61.28
11,5,1,60000,1000,6000,0.000500,90.00,98.63,98.61,32.30,30.80,29.27,28.40,95.40,95.43,43.80,44.00,58.80,58.40,95.17,95.05,66.10,67.60,54.83,54.40,30.80,44.00,67.60,28.40,58.40,54.40
11,6,2,60000,1000,7000,0.000600,70.00,98.63,98.61,35.40,36.00,30.14,29.49,95.17,95.05,12.90,14.80,48.86,48.74,95.04,95.00,65.90,67.60,57.61,56.80,36.00,14.80,67.60,29.49,48.74,56.80
11,7,1,60000,1000,8000,0.000400,80.00,98.63,98.61,33.80,36.00,30.60,30.30,95.04,95.00,47.20,47.60,56.31,55.65,95.15,95.04,65.20,68.80,52.89,53.45,36.00,47.60,68.80,30.30,55.65,53.45
11,8,2,60000,1000,9000,0.000400,90.00,98.63,98.61,23.70,26.80,29.83,29.91,95.15,95.04,36.50,46.00,51.07,52.62,95.25,95.11,47.80,56.00,50.87,51.42,26.80,46.00,56.00,29.91,52.62,51.42
11,9,0,60000,1000,10000,0.000200,60.00,98.63,98.61,30.90,34.00,29.94,30.32,95.25,95.11,46.30,49.60,50.41,51.24,95.13,95.07,65.30,67.60,48.90,49.56,34.00,49.60,67.60,30.32,51.24,49.56
12,0,1,60000,1000,1000,0.000500,80.00,98.72,98.73,47.50,46.80,47.50,46.80,98.72,98.73,47.50,46.80,47.50,46.80,94.83,95.00,98.30,98.80,98.30,98.80,46.80,46.80,98.80,46.80,46.80,98.80
12,1,0,60000,1000,2000,0.000200,90.00,98.72,98.73,37.20,42.00,42.35,44.40,94.83,95.00,35.20,33.20,66.75,66.00,94.68,95.07,88.00,92.40,87.30,90.20,42.00,33.20,92.40,44.40,66.00,90.20
12,2,0,60000,1000,3000,0.000400,100.00,98.72,98.73,40.40,45.20,41.70,44.67,94.68,95.07,12.10,15.20,62.23,65.20,94.88,95.09,83.20,89.60,83.33,87.33,45.20,15.20,89.60,44.67,65.20,87.33
12,3,2,60000,1000,4000,0.000800,100.00,98.72,98.73,36.10,40.00,40.30,43.50,94.88,95.09,1.30,2.80,62.83,66.20,94.83,95.07,90.20,86.80,84.75,85.40,40.00,2.80,86.80,43.50,66.20,85.40
12,4,1,60000,1000,5000,0.000300,80.00,98.72,98.73,20.60,16.40,36.36,38.08,94.83,95.07,39.70,32.40,75.74,74.80,95.01,95.32,79.10,74.80,77.30,77.84,16.40,32.40,74.80,38.08,74.80,77.84
12,5,1,60000,1000,6000,0.000600,100.00,98.72,98.73,32.20,37.60,35.67,38.00,95.01,95.32,20.60,21.20,67.85,68.40,95.16,95.31,38.80,41.60,72.43,72.27,37.60,21.20,41.60,38.00,68.40,72.27
12,6,0,60000,1000,7000,0.000600,100.00,98.72,98.73,46.50,42.00,37.21,38.57,95.16,95.31,48.00,44.40,68.94,68.29,94.83,95.07,89.60,91.20,71.16,71.49,42.00,44.40,91.20,38.57,68.29,71.49
12,7,2,60000,1000,8000,0.000800,100.00,98.72,98.73,25.20,22.00,35.71,36.50,94.83,95.07,3.00,2.80,62.64,62.90,95.10,95.13,32.90,34.40,66.06,66.15,22.00,2.80,34.40,36.50,62.90,66.15
12,8,2,60000,1000,9000,0.000800,40.00,98.72,98.73,35.60,36.40,35.70,36.49,95.10,95.13,11.90,13.20,60.04,60.27,95.28,95.17,61.40,62.80,69.34,69.96,36.40,13.20,62.80,36.49,60.27,69.96
12,9,1,60000,1000,10000,0.000900,30.00,98.72,98.73,48.90,47.20,37.02,37.56,95.28,95.17,22.60,28.40,64.67,65.80,95.36,95.34,74.60,73.20,72.41,72.48,47.20,28.40,73.20,37.56,65.80,72.48
13,0,2,60000,1000,1000,0.000300,20.00,98.63,98.49,26.50,29.20,26.50,29.20,98.63,98.49,26.50,29.20,26.50,29.20,95.39,95.14,94.30,93.20,94.30,93.20,29.20,29.20,93.20,29.20,29.20,93.20
13,1,0,60000,1000,2000,0.000300,70.00,98.63,98.49,30.20,28.40,28.35,28.80,95.39,95.14,25.20,25.20,59.75,59.20,95.39,95.33,73.70,68.80,75.55,73.60,28.40,25.20,68.80,28.80,59.20,73.60
13,2,0,60000,1000,3000,0.000100,0.00,98.63,98.49,8.60,8.40,21.77,22.00,95.39,95.33,0.10,0.00,50.40,49.07,95.47,95.60,78.00,79.20,71.10,70.93,8.40,0.00,79.20,22.00,49.07,70.93
13,3,2,60000,1000,4000,0.000300,10.00,98.63,98.49,58.10,55.60,30.85,30.40,95.47,95.60,18.20,12.80,57.88,56.40,94.88,95.17,62.70,57.60,66.33,65.30,55.60,12.80,57.60,30.40,56.40,65.30
13,4,2,60000,1000,5000,0.000900,50.00,98.63,98.49,47.80,42.80,34.24,32.88,94.88,95.17,5.80,4.00,54.22,53.04,95.12,95.33,60.20,56.80,66.18,66.08,42.80,4.00,56.80,32.88,53.04,66.08
13,5,1,60000,1000,6000,0.000800,60.00,98.63,98.49,31.90,32.80,33.85,32.87,95.12,95.33,32.60,35.20,60.58,60.93,94.63,95.06,69.50,72.80,59.58,59.60,32.80,35.20,72.80,32.87,60.93,59.60
13,6,0,60000,1000,7000,0.000800,30.00,98.63,98.49,27.90,35.60,33.00,33.26,94.63,95.06,10.90,14.40,52.63,53.14,95.24,95.36,43.10,51.20,55.53,56.63,35.60,14.40,51.20,33.26,53.14,56.63
13,7,0,60000,1000,8000,0.000600,10.00,98.63,98.49,48.20,50.40,34.90,35.40,95.24,95.36,23.90,24.00,51.58,52.55,95.07,95.28,62.80,62.80,59.00,59.80,50.40,24.00,62.80,35.40,52.55,59.80
13,8,2,60000,1000,9000,0.001000,30.00,98.63,98.49,38.10,38.80,35.26,35.78,95.07,95.28,47.90,48.00,57.77,58.49,95.24,95.32,73.70,74.80,57.57,58.13,38.80,48.00,74.80,35.78,58.49,58.13
13,9,2,60000,1000,10000,0.001000,30.00,98.63,98.49,21.70,21.20,33.90,34.32,95.24,95.32,28.40,29.60,54.65,55.28,94.75,95.00,54.20,54.00,58.99,59.32,21.20,29.60,54.00,34.32,55.28,59.32
14,0,1,60000,1000,1000,0.000200,100.00,98.78,98.76,29.10,32.80,29.10,32.80,98.78,98.76,29.10,32.80,29.10,32.80,95.23,95.07,90.90,93.60,90.90,93.60,32.80,32.80,93.60,32.80,32.80,93.60
14,1,2,60000,1000,2000,0.000200,70.00,98.78,98.76,24.20,22.80,26.65,27.80,95.23,95.07,13.60,14.40,52.25,54.00,95.28,95.29,47.50,49.20,66.65,69.40,22.80,14.40,49.20,27.80,54.00,69.40
14,2,0,60000,1000,3000,0.000800,90.00,98.78,98.76,42.50,36.80,31.93,30.80,95.28,95.29,16.20,13.20,49.83,50.67,95.19,95.08,83.00,80.80,75.90,75.60,36.80,13.20,80.80,30.80,50.67,75.60
14,3,1,60000,1000,4000,0.000700,50.00,98.78,98.76,29.80,25.60,31.40,29.50,95.19,95.08,14.30,13.20,60.50,60.00,95.16,95.10,79.10,76.40,73.80,72.80,25.60,13.20,76.40,29.50,60.00,72.80
14,4,0,60000,1000,5000,0.001000,50.00,98.78,98.76,41.30,43.20,33.38,32.24,95.16,95.10,10.60,12.40,61.16,60.72,95.02,95.15,86.70,86.40,74.24,73.20,43.20,12.40,86.40,32.24,60.72,73.20
14,5,2,60000,1000,6000,0.002000,70.00,98.78,98.76,37.50,43.20,34.07,34.07,95.02,95.15,13.00,15.20,64.03,63.53,95.06,95.25,85.80,89.60,76.50,76.13,43.20,15.20,89.60,34.07,63.53,76.13
14,6,2,60000,1000,7000,0.002000,60.00,98.78,98.76,27.40,26.40,33.11,32.97,95.06,95.25,24.80,23.20,69.11,68.57,94.75,95.03,80.10,75.20,76.09,74.57,26.40,23.20,75.20,32.97,68.57,74.57
14,7,0,60000,1000,8000,0.000900,20.00,98.78,98.76,48.80,44.80,35.08,34.45,94.75,95.03,18.30,18.40,68.86,67.55,95.21,95.10,84.00,83.60,71.95,70.90,44.80,18.40,83.60,34.45,67.55,70.90
14,8,1,60000,1000,9000,0.000600,30.00,98.78,98.76,32.50,30.80,34.79,34.04,95.21,95.10,12.90,12.80,65.39,64.44,95.39,95.15,69.10,67.60,62.98,61.64,30.80,12.80,67.60,34.04,64.44,61.64
14,9,2,60000,1000,10000,0.000700,40.00,98.78,98.76,42.70,44.80,35.58,35.12,95.39,95.15,30.40,29.20,59.72,58.40,95.26,95.04,59.90,65.20,61.81,60.60,44.80,29.20,65.20,35.12,58.40,60.60
15,0,0,60000,1000,1000,0.000100,0.00,98.80,98.88,27.60,34.80,27.60,34.80,98.80,98.88,27.60,34.80,27.60,34.80,94.98,95.14,96.30,94.40,96.30,94.40,34.80,34.80,94.40,34.80,34.80,94.40
15,1,1,60000,1000,2000,0.000100,10.00,98.80,98.88,35.20,40.80,31.40,37.80,94.98,95.14,30.70,36.40,63.50,65.40,95.40,95.35,79.00,85.20,79.55,84.20,40.80,36.40,85.20,37.80,65.40,84.20
15,2,0,60000,1000,3000,0.000200,80.00,98.80,98.88,18.70,22.40,27.17,32.67,95.40,95.35,10.30,14.40,56.47,60.93,94.99,95.07,41.20,42.40,64.97,68.00,22.40,14.40,42.40,32.67,60.93,68.00
15,3,1,60000,1000,4000,0.000300,90.00,98.80,98.88,38.80,38.40,30.07,34.10,94.99,95.07,22.20,19.20,54.27,55.80,95.27,95.19,63.20,62.00,58.00,58.90,38.40,19.20,62.00,34.10,55.80,58.90
15,4,0,60000,1000,5000,0.000700,100.00,98.80,98.88,42.60,41.60,32.58,35.60,95.27,95.19,21.30,22.80,50.66,51.68,95.06,95.03,90.60,88.40,68.70,68.80,41.60,22.80,88.40,35.60,51.68,68.80
15,5,1,60000,1000,6000,0.000200,70.00,98.80,98.88,17.40,17.60,30.05,32.60,95.06,95.03,30.30,33.60,62.30,62.93,95.20,95.09,62.80,66.00,54.82,57.47,17.60,33.60,66.00,32.60,62.93,57.47
15,6,0,60000,1000,7000,0.000300,80.00,98.80,98.88,43.90,44.80,32.03,34.34,95.20,95.09,22.00,20.80,50.13,52.23,95.35,95.30,55.00,53.60,55.99,57.26,44.80,20.80,53.60,34.34,52.23,57.26
15,7,1,60000,1000,8000,0.000600,90.00,98.80,98.88,49.20,50.40,34.17,36.35,95.35,95.30,30.70,29.20,52.83,53.75,94.91,95.07,60.50,63.20,59.96,60.55,50.40,29.20,63.20,36.35,53.75,60.55
15,8,2,60000,1000,9000,0.001000,90.00,98.80,98.88,39.10,41.20,34.72,36.89,94.91,95.07,14.20,11.20,54.88,55.07,95.00,95.02,42.00,42.40,60.30,60.40,41.20,11.20,42.40,36.89,55.07,60.40
15,9,0,60000,1000,10000,0.001000,80.00,98.80,98.88,45.90,40.80,35.84,37.28,95.00,95.02,19.70,17.60,56.24,56.12,95.24,95.26,61.10,59.60,58.18,58.32,40.80,17.60,59.60,37.28,56.12,58.32
16,0,2,60000,1000,1000,0.000300,70.00,98.67,98.72,26.60,20.40,26.60,20.40,98.67,98.72,26.60,20.40,26.60,20.40,95.12,95.35,97.90,98.40,97.90,98.40,20.40,20.40,98.40,20.40,20.40,98.40
16,1,0,60000,1000,2000,0.000300,60.00,98.67,98.72,34.00,39.20,30.30,29.80,95.12,95.35,14.60,16.00,56.25,57.20,95.09,95.33,93.20,94.80,89.40,89.00,39.20,16.00,94.80,29.80,57.20,89.00
16,2,1,60000,1000,3000,0.000300,70.00,98.67,98.72,47.40,45.60,36.00,35.07,95.09,95.33,43.60,41.20,74.13,73.07,95.06,95.32,95.00,94.00,87.13,87.07,45.60,41.20,94.00,35.07,73.07,87.07
16,3,2,60000,1000,4000,0.000400,100.00,98.67,98.72,51.20,50.80,39.80,39.00,95.06,95.32,28.10,22.40,72.38,70.90,94.77,95.03,72.20,73.20,80.40,80.30,50.80,22.40,73.20,39.00,70.90,80.30
16,4,2,60000,1000,5000,0.000700,90.00,98.67,98.72,48.30,45.60,41.50,40.32,94.77,95.03,4.00,2.80,65.12,64.80,94.76,95.18,68.90,68.00,75.84,75.12,45.60,2.80,68.00,40.32,64.80,75.12
16,5,0,60000,1000,6000,0.000800,60.00,98.67,98.72,31.10,28.40,39.77,38.33,94.76,95.18,13.50,11.20,65.45,64.47,94.49,95.08,73.40,76.00,74.58,74.00,28.40,11.20,76.00,38.33,64.47,74.00
16,6,1,60000,1000,7000,0.003000,60.00,98.67,98.72,56.00,57.20,42.09,41.03,94.49,95.08,16.70,14.80,66.31,65.54,94.82,95.24,98.20,97.20,82.54,81.26,57.20,14.80,97.20,41.03,65.54,81.26
16,7,2,60000,1000,8000,0.003000,60.00,98.67,98.72,35.60,32.40,41.27,39.95,94.82,95.24,42.00,39.20,77.47,76.00,94.45,95.03,92.20,90.00,82.72,81.10,32.40,39.20,90.00,39.95,76.00,81.10
16,8,1,60000,1000,9000,0.003000,60.00,98.67,98.72,38.70,40.00,40.99,39.96,94.45,95.03,29.80,31.20,76.84,75.56,94.80,95.48,86.90,85.20,81.71,80.93,40.00,31.20,85.20,39.96,75.56,80.93
16,9,0,60000,1000,10000,0.002000,40.00,98.67,98.72,34.30,34.00,40.32,39.36,94.80,95.48,43.70,46.80,77.91,77.52,94.38,95.05,88.70,91.60,81.59,80.12,34.00,46.80,91.60,39.36,77.52,80.12
17,0,1,60000,1000,1000,0.000200,30.00,98.86,98.77,20.80,21.60,20.80,21.60,98.86,98.77,20.80,21.60,20.80,21.60,94.84,95.09,87.30,86.00,87.30,86.00,21.60,21.60,86.00,21.60,21.60,86.00
17,1,0,60000,1000,2000,0.000200,10.00,98.86,98.77,34.40,32.40,27.60,27.00,94.84,95.09,15.00,10.40,51.15,48.20,94.68,95.28,92.90,95.60,86.50,88.80,32.40,10.40,95.60,27.00,48.20,88.80
17,2,1,60000,1000,3000,0.000400,70.00,98.86,98.77,43.60,37.60,32.93,30.53,94.68,95.28,24.80,20.00,65.93,65.87,94.93,95.06,68.20,68.00,71.30,70.00,37.60,20.00,68.00,30.53,65.87,70.00
17,3,2,60000,1000,4000,0.000800,90.00,98.86,98.77,36.70,39.60,33.88,32.80,94.93,95.06,26.10,25.20,60.00,58.80,94.90,95.01,62.70,65.20,71.70,71.40,39.60,25.20,65.20,32.80,58.80,71.40
17,4,0,60000,1000,5000,0.000300,10.00,98.86,98.77,40.00,40.00,35.10,34.24,94.90,95.01,11.80,14.80,59.72,60.08,94.98,95.13,84.10,83.20,74.04,73.12,40.00,14.80,83.20,34.24,60.08,73.12
17,5,1,60000,1000,6000,0.000800,80.00,98.86,98.77,40.60,36.40,36.02,34.60,94.98,95.13,28.00,29.20,66.37,65.80,95.34,95.29,88.20,92.00,69.48,69.13,36.40,29.20,92.00,34.60,65.80,69.13
17,6,0,60000,1000,7000,0.000700,80.00,98.86,98.77,37.80,35.20,36.27,34.69,95.34,95.29,49.50,49.20,66.63,66.29,95.22,95.10,95.40,95.20,73.99,75.43,35.20,49.20,95.20,34.69,66.29,75.43
17,7,0,60000,1000,8000,0.000400,40.00,98.86,98.77,34.10,35.20,36.00,34.75,95.22,95.10,41.90,44.40,69.97,71.55,95.18,95.13,76.00,75.60,66.22,67.60,35.20,44.40,75.60,34.75,71.55,67.60
17,8,1,60000,1000,9000,0.000800,100.00,98.86,98.77,50.00,50.80,37.56,36.53,95.18,95.13,37.20,38.40,63.00,64.36,95.31,95.19,64.90,69.60,65.88,66.22,50.80,38.40,69.60,36.53,64.36,66.22
17,9,1,60000,1000,10000,0.000400,30.00,98.86,98.77,31.00,32.00,36.90,36.08,95.31,95.19,37.40,37.60,63.03,63.36,95.15,95.16,60.80,66.00,65.01,65.80,32.00,37.60,66.00,36.08,63.36,65.80
18,0,2,60000,1000,1000,0.000300,90.00,98.81,98.77,37.70,40.40,37.70,40.40,98.81,98.77,37.70,40.40,37.70,40.40,95.02,95.14,95.30,94.40,95.30,94.40,40.40,40.40,94.40,40.40,40.40,94.40
18,1,1,60000,1000,2000,0.000100,20.00,98.81,98.77,42.10,41.60,39.90,41.00,95.02,95.14,25.70,24.80,60.50,59.60,95.55,95.46,84.60,85.20,83.05,83.60,41.60,24.80,85.20,41.00,59.60,83.60
18,2,1,60000,1000,3000,0.000200,70.00,98.81,98.77,42.20,44.40,40.67,42.13,95.55,95.46,35.10,35.20,67.07,67.47,95.17,95.15,80.50,77.20,78.37,78.27,44.40,35.20,77.20,42.13,67.47,78.27
18,3,0,60000,1000,4000,0.000400,100.00,98.81,98.77,62.70,64.40,46.17,47.70,95.17,95.15,43.20,48.00,69.58,70.70,94.98,95.08,84.80,84.80,79.47,80.80,64.40,48.00,84.80,47.70,70.70,80.80
18,4,0,60000,1000,5000,0.000400,70.00,98.81,98.77,43.20,46.00,45.58,47.36,94.98,95.08,39.40,38.80,71.46,72.40,95.21,95.18,65.20,61.60,74.44,75.52,46.00,38.80,61.60,47.36,72.40,75.52
18,5,2,60000,1000,6000,0.000500,100.00,98.81,98.77,23.90,20.80,41.97,42.93,95.21,95.18,9.90,8.80,63.68,64.40,95.11,95.27,66.50,62.80,70.28,70.47,20.80,8.80,62.80,42.93,64.40,70.47
18,6,2,60000,1000,7000,0.000500,90.00,98.81,98.77,35.20,39.60,41.00,42.46,95.11,95.27,39.60,43.20,65.90,66.57,94.93,95.06,71.40,67.20,68.56,67.94,39.60,43.20,67.20,42.46,66.57,67.94
18,7,2,60000,1000,8000,0.000400,70.00,98.81,98.77,32.70,36.40,39.96,41.70,94.93,95.06,34.50,35.60,64.30,63.90,95.15,95.11,70.00,70.00,66.24,66.45,36.40,35.60,70.00,41.70,63.90,66.45
18,8,0,60000,1000,9000,0.001000,30.00,98.81,98.77,46.50,46.80,40.69,42.27,95.15,95.11,23.20,22.40,61.46,61.56,95.16,95.03,77.80,80.00,76.07,75.02,46.80,22.40,80.00,42.27,61.56,75.02
18,9,2,60000,1000,10000,0.001000,30.00,98.81,98.77,44.80,35.20,41.10,41.56,95.16,95.03,34.70,34.40,71.93,70.96,95.15,95.04,74.20,69.20,75.26,74.20,35.20,34.40,69.20,41.56,70.96,74.20
19,0,1,60000,1000,1000,0.000100,10.00,98.81,98.72,22.70,21.60,22.70,21.60,98.81,98.72,22.70,21.60,22.70,21.60,95.11,95.24,88.90,88.80,88.90,88.80,21.60,21.60,88.80,21.60,21.60,88.80
19,1,0,60000,1000,2000,0.000200,60.00,98.81,98.72,44.70,41.60,33.70,31.60,95.11,95.24,34.60,34.40,61.75,61.60,94.78,95.08,91.90,90.40,91.25,89.00,41.60,34.40,90.40,31.60,61.60,89.00
19,2,0,60000,1000,3000,0.000200,70.00,98.81,98.72,27.20,25.60,31.53,29.60,94.78,95.08,21.30,20.00,67.93,66.00,94.78,95.02,75.30,77.60,76.70,74.67,25.60,20.00,77.60,29.60,66.00,74.67
19,3,2,60000,1000,4000,0.000300,70.00,98.81,98.72,47.70,45.20,35.58,33.50,94.78,95.02,1.40,0.00,57.88,56.00,95.11,95.50,76.80,73.60,76.83,73.80,45.20,0.00,73.60,33.50,56.00,73.80
19,4,1,60000,1000,5000,0.000300,70.00,98.81,98.72,55.10,56.00,39.48,38.00,95.11,95.50,33.30,35.20,68.12,66.08,94.85,95.07,90.10,88.80,75.34,73.28,56.00,35.20,88.80,38.00,66.08,73.28
19,5,0,60000,1000,6000,0.000400,100.00,98.81,98.72,20.70,16.80,36.35,34.47,94.85,95.07,19.00,14.00,65.95,63.40,94.89,95.22,59.20,58.40,71.50,70.47,16.80,14.00,58.40,34.47,63.40,70.47
19,6,1,60000,1000,7000,0.000300,50.00,98.81,98.72,43.10,36.00,37.31,34.69,94.89,95.22,38.70,34.40,66.81,65.31,94.88,95.15,68.70,63.20,69.24,67.31,36.00,34.40,63.20,34.69,65.31,67.31
19,7,1,60000,1000,8000,0.000700,10.00,98.81,98.72,53.90,52.40,39.39,36.90,94.88,95.15,22.70,19.60,63.42,61.35,94.66,95.02,99.30,98.80,85.01,83.65,52.40,19.60,98.80,36.90,61.35,83.65
19,8,0,60000,1000,9000,0.003000,30.00,98.81,98.72,44.30,39.20,39.93,37.16,94.66,95.02,21.00,21.20,77.90,76.71,94.70,95.21,87.50,86.80,87.80,87.51,39.20,21.20,86.80,37.16,76.71,87.51
19,9,1,60000,1000,10000,0.002000,30.00,98.81,98.72,27.30,21.60,38.67,35.60,94.70,95.21,26.10,22.80,81.63,81.04,94.60,95.12,83.30,80.00,84.03,82.36,21.60,22.80,80.00,35.60,81.04,82.36
