experiment_ID, ID ,noise type, Initial training dataset size, Oversampling Size per new instance, accumilated_retraining_dataset_size, lr, ewc_lambda, 					first_model_acc_on_original_training_data, first_model_acc_on_original_testing_data,					first_model_acc_on_oversampled_new_instance_training_data, first_model_acc_on_oversampled_new_instance_testing_data,					first_model_acc_on_accumilated_oversampled_new_instances_training_data, first_model_acc_on_accumilated_oversampled_new_instances_testing_data,					before_last_model_acc_on_original_training_data, before_last_model_acc_on_original_testing_data,					before_last_model_acc_on_oversampled_new_instance_training_data, before_last_model_acc_on_oversampled_new_instance_testing_data,					before_last_model_acc_on_accumilated_oversampled_new_instances_training_data, before_last_model_acc_on_accumilated_oversampled_new_instances_testing_data,					last_model_acc_on_original_training_data, last_model_acc_on_original_testing_data,					last_model_acc_on_oversampled_new_instance_training_data, last_model_acc_on_oversampled_new_instance_testing_data,					last_model_acc_on_accumilated_oversampled_new_instances_training_data, last_model_acc_on_accumilated_oversampled_new_instances_testing_data,					acc_instance_test_first_model, acc_instance_test_before_last_model, acc_instance_test_last_model,					acc_accumilated_instances_test_first_model, acc_accumilated_instances_test_before_last_model, acc_accumilated_instances_test_last_model
1,9,0,60000,1000,10000,0.000500,10.00,98.76,98.69,18.50,16.80,31.44,30.92,94.74,95.10,19.40,20.00,71.62,70.32,95.05,95.45,65.90,60.40,59.49,58.72,16.80,20.00,60.40,30.92,70.32,58.72
2,0,0,60000,1000,1000,0.000200,20.00,98.81,98.76,39.90,34.80,39.90,34.80,98.81,98.76,39.90,34.80,39.90,34.80,95.25,95.31,97.90,97.60,97.90,97.60,34.80,34.80,97.60,34.80,34.80,97.60
2,1,2,60000,1000,2000,0.000300,70.00,98.81,98.76,33.50,30.80,36.70,32.80,95.25,95.31,6.00,4.80,51.95,51.20,94.96,95.32,85.90,88.40,88.30,89.00,30.80,4.80,88.40,32.80,51.20,89.00
2,2,0,60000,1000,3000,0.000400,60.00,98.81,98.76,40.40,41.20,37.93,35.60,94.96,95.32,17.30,18.80,64.63,65.60,94.46,95.02,84.50,86.40,83.17,83.20,41.20,18.80,86.40,35.60,65.60,83.20
2,3,1,60000,1000,4000,0.000600,90.00,98.81,98.76,48.50,50.00,40.58,39.20,94.46,95.02,22.80,22.40,68.08,68.00,95.37,95.37,92.40,90.80,82.90,80.90,50.00,22.40,90.80,39.20,68.00,80.90
2,4,0,60000,1000,5000,0.000600,90.00,98.81,98.76,31.20,28.00,38.70,36.96,95.37,95.37,37.80,30.80,73.88,70.88,95.01,95.03,92.20,89.60,85.04,82.80,28.00,30.80,89.60,36.96,70.88,82.80
2,5,1,60000,1000,6000,0.000500,100.00,98.81,98.76,35.70,42.80,38.20,37.93,95.01,95.03,20.90,17.60,74.35,71.93,95.11,95.31,64.40,69.20,77.32,76.13,42.80,17.60,69.20,37.93,71.93,76.13
2,6,1,60000,1000,7000,0.001000,80.00,98.81,98.76,50.20,47.20,39.91,39.26,95.11,95.31,21.80,22.00,69.39,68.40,94.66,95.05,96.00,93.20,83.33,82.86,47.20,22.00,93.20,39.26,68.40,82.86
2,7,2,60000,1000,8000,0.001000,30.00,98.81,98.76,46.70,44.40,40.76,39.90,94.66,95.05,0.00,0.00,72.91,72.50,94.57,95.06,68.40,69.20,83.36,83.40,44.40,0.00,69.20,39.90,72.50,83.40
2,8,2,60000,1000,9000,0.003000,100.00,98.81,98.76,37.90,39.20,40.44,39.82,94.57,95.06,4.00,3.20,74.54,74.49,94.79,95.07,59.50,63.20,79.77,79.96,39.20,3.20,63.20,39.82,74.49,79.96
2,9,1,60000,1000,10000,0.006000,50.00,98.81,98.76,30.30,35.20,39.43,39.36,94.79,95.07,5.20,2.80,72.31,72.24,94.82,95.20,98.30,98.40,86.83,87.20,35.20,2.80,98.40,39.36,72.24,87.20
3,0,2,60000,1000,1000,0.000100,10.00,98.67,98.71,34.30,34.80,34.30,34.80,98.67,98.71,34.30,34.80,34.30,34.80,95.25,95.34,91.30,90.80,91.30,90.80,34.80,34.80,90.80,34.80,34.80,90.80
3,1,2,60000,1000,2000,0.000200,80.00,98.67,98.71,32.60,36.40,33.45,35.60,95.25,95.34,14.80,16.80,53.05,53.80,94.85,95.12,73.20,77.20,78.30,81.80,36.40,16.80,77.20,35.60,53.80,81.80
3,2,1,60000,1000,3000,0.000400,70.00,98.67,98.71,55.60,56.40,40.83,42.53,94.85,95.12,45.70,41.20,67.43,68.27,94.64,95.07,99.80,98.40,87.57,89.87,56.40,41.20,98.40,42.53,68.27,89.87
3,3,1,60000,1000,4000,0.000300,30.00,98.67,98.71,49.80,47.60,43.08,43.80,94.64,95.07,15.80,19.20,69.62,72.20,94.59,95.03,83.40,77.60,85.60,86.80,47.60,19.20,77.60,43.80,72.20,86.80
3,4,0,60000,1000,5000,0.000300,60.00,98.67,98.71,20.70,20.80,38.60,39.20,94.59,95.03,8.30,8.40,70.14,71.12,94.47,95.16,62.00,60.80,75.52,75.60,20.80,8.40,60.80,39.20,71.12,75.60
3,5,2,60000,1000,6000,0.001000,100.00,98.67,98.71,37.10,35.60,38.35,38.60,94.47,95.16,33.10,28.80,68.45,67.80,94.55,95.14,66.80,64.40,78.85,78.53,35.60,28.80,64.40,38.60,67.80,78.53
3,6,0,60000,1000,7000,0.002000,50.00,98.67,98.71,36.10,36.40,38.03,38.29,94.55,95.14,0.00,0.00,67.59,67.31,94.75,95.15,77.60,77.20,79.49,79.43,36.40,0.00,77.20,38.29,67.31,79.43
3,7,1,60000,1000,8000,0.001000,40.00,98.67,98.71,37.50,37.20,37.96,38.15,94.75,95.15,47.80,50.40,75.53,75.80,95.25,95.30,90.00,89.20,77.75,77.50,37.20,50.40,89.20,38.15,75.80,77.50
3,8,2,60000,1000,9000,0.000900,40.00,98.67,98.71,27.30,31.60,36.78,37.42,95.25,95.30,39.40,42.00,73.49,73.56,95.15,95.04,75.30,76.00,76.13,74.80,31.60,42.00,76.00,37.42,73.56,74.80
3,9,0,60000,1000,10000,0.002000,50.00,98.67,98.71,33.40,35.20,36.44,37.20,95.15,95.04,9.80,12.40,69.50,68.56,95.52,95.42,43.30,47.60,73.72,73.56,35.20,12.40,47.60,37.20,68.56,73.56
4,0,2,60000,1000,1000,0.000200,80.00,98.85,98.72,11.10,10.00,11.10,10.00,98.85,98.72,11.10,10.00,11.10,10.00,94.97,95.01,95.90,95.60,95.90,95.60,10.00,10.00,95.60,10.00,10.00,95.60
4,1,2,60000,1000,2000,0.000200,70.00,98.85,98.72,33.40,31.20,22.25,20.60,94.97,95.01,11.70,10.00,53.80,52.80,94.84,95.13,75.60,72.00,76.45,74.20,31.20,10.00,72.00,20.60,52.80,74.20
4,2,1,60000,1000,3000,0.000800,90.00,98.85,98.72,22.50,26.00,22.33,22.40,94.84,95.13,2.80,3.60,51.90,50.67,94.84,95.11,89.40,86.00,84.20,82.80,26.00,3.60,86.00,22.40,50.67,82.80
4,3,1,60000,1000,4000,0.001000,70.00,98.85,98.72,55.60,58.00,30.65,31.30,94.84,95.11,24.30,26.00,69.22,68.60,94.83,95.00,82.20,82.40,80.20,80.10,58.00,26.00,82.40,31.30,68.60,80.10
4,4,2,60000,1000,5000,0.001000,90.00,98.85,98.72,22.00,27.60,28.92,30.56,94.83,95.00,11.20,15.60,66.40,67.20,94.63,95.12,76.60,78.40,72.46,73.12,27.60,15.60,78.40,30.56,67.20,73.12
4,5,0,60000,1000,6000,0.000500,40.00,98.85,98.72,16.20,17.60,26.80,28.40,94.63,95.12,1.10,0.00,60.57,60.93,94.70,95.17,43.40,46.80,62.78,65.00,17.60,0.00,46.80,28.40,60.93,65.00
4,6,2,60000,1000,7000,0.000600,80.00,98.85,98.72,30.80,30.00,27.37,28.63,94.70,95.17,17.30,17.60,56.29,58.23,95.25,95.35,67.70,69.60,57.07,59.20,30.00,17.60,69.60,28.63,58.23,59.20
4,7,0,60000,1000,8000,0.000400,80.00,98.85,98.72,20.90,22.80,26.56,27.90,95.25,95.35,35.00,35.20,54.31,56.20,94.89,95.18,60.50,59.60,52.12,52.40,22.80,35.20,59.60,27.90,56.20,52.40
4,8,2,60000,1000,9000,0.000700,90.00,98.85,98.72,21.70,28.40,26.02,27.96,94.89,95.18,1.00,0.40,46.44,46.62,94.79,95.07,32.80,30.80,52.29,52.84,28.40,0.40,30.80,27.96,46.62,52.84
4,9,2,60000,1000,10000,0.000300,10.00,98.85,98.72,25.90,23.20,26.01,27.48,94.79,95.07,33.40,36.80,50.40,51.24,94.92,95.05,77.80,78.40,56.01,56.56,23.20,36.80,78.40,27.48,51.24,56.56
5,0,2,60000,1000,1000,0.000300,70.00,98.74,98.69,23.00,22.00,23.00,22.00,98.74,98.69,23.00,22.00,23.00,22.00,95.09,95.17,82.60,80.80,82.60,80.80,22.00,22.00,80.80,22.00,22.00,80.80
5,1,1,60000,1000,2000,0.000200,70.00,98.74,98.69,55.60,54.40,39.30,38.20,95.09,95.17,35.80,35.60,59.20,58.20,94.95,95.24,91.90,89.20,67.35,67.80,54.40,35.60,89.20,38.20,58.20,67.80
5,2,2,60000,1000,3000,0.000200,10.00,98.74,98.69,21.90,21.60,33.50,32.67,94.95,95.24,11.90,10.00,48.87,48.53,94.92,95.09,65.70,61.60,68.20,66.13,21.60,10.00,61.60,32.67,48.53,66.13
5,3,0,60000,1000,4000,0.000800,10.00,98.74,98.69,46.50,43.20,36.75,35.30,94.92,95.09,15.50,13.60,55.02,53.00,94.71,95.29,93.90,92.40,84.30,83.70,43.20,13.60,92.40,35.30,53.00,83.70
5,4,0,60000,1000,5000,0.001000,10.00,98.74,98.69,40.60,38.80,37.52,36.00,94.71,95.29,24.80,21.60,72.40,71.28,94.34,95.14,91.00,90.00,83.44,81.84,38.80,21.60,90.00,36.00,71.28,81.84
5,5,1,60000,1000,6000,0.000700,10.00,98.74,98.69,41.30,40.40,38.15,36.73,94.34,95.14,21.50,22.80,73.12,72.00,94.64,95.30,87.50,89.60,79.43,77.33,40.40,22.80,89.60,36.73,72.00,77.33
5,6,2,60000,1000,7000,0.001000,20.00,98.74,98.69,35.30,34.40,37.74,36.40,94.64,95.30,30.70,28.00,72.47,70.29,94.31,95.34,79.00,80.40,77.80,76.57,34.40,28.00,80.40,36.40,70.29,76.57
5,7,1,60000,1000,8000,0.000500,40.00,98.74,98.69,14.70,11.60,34.86,33.30,94.31,95.34,25.80,24.40,71.30,70.05,94.55,95.06,75.70,74.80,66.54,65.85,11.60,24.40,74.80,33.30,70.05,65.85
5,8,1,60000,1000,9000,0.000900,40.00,98.74,98.69,29.50,23.60,34.27,32.22,94.55,95.06,3.90,2.80,59.58,58.84,94.52,95.16,51.70,46.80,68.24,66.04,23.60,2.80,46.80,32.22,58.84,66.04
5,9,0,60000,1000,10000,0.001000,50.00,98.74,98.69,20.10,22.40,32.85,31.24,94.52,95.16,10.00,14.00,62.42,60.84,94.97,95.21,53.90,54.80,63.55,62.84,22.40,14.00,54.80,31.24,60.84,62.84
6,0,0,60000,1000,1000,0.000100,40.00,98.73,98.64,29.90,30.40,29.90,30.40,98.73,98.64,29.90,30.40,29.90,30.40,95.23,95.20,92.50,87.20,92.50,87.20,30.40,30.40,87.20,30.40,30.40,87.20
6,1,1,60000,1000,2000,0.000200,40.00,98.73,98.64,39.90,46.40,34.90,38.40,95.23,95.20,30.20,34.80,61.35,61.00,95.25,95.24,91.20,88.40,91.20,88.00,46.40,34.80,88.40,38.40,61.00,88.00
6,2,2,60000,1000,3000,0.000700,100.00,98.73,98.64,36.00,37.20,35.27,38.00,95.25,95.24,6.80,5.60,63.07,60.53,95.00,95.06,66.50,66.80,81.97,80.67,37.20,5.60,66.80,38.00,60.53,80.67
6,3,0,60000,1000,4000,0.000500,90.00,98.73,98.64,30.10,40.00,33.98,38.50,95.00,95.06,23.90,32.00,67.45,68.50,94.74,95.08,61.90,71.20,71.80,71.10,40.00,32.00,71.20,38.50,68.50,71.10
6,4,2,60000,1000,5000,0.000300,50.00,98.73,98.64,9.20,9.60,29.02,32.72,94.74,95.08,7.10,5.60,58.86,58.00,94.94,95.10,37.60,34.40,60.88,60.32,9.60,5.60,34.40,32.72,58.00,60.32
6,5,0,60000,1000,6000,0.000500,70.00,98.73,98.64,29.90,37.60,29.17,33.53,94.94,95.10,17.90,19.20,53.72,53.47,94.70,95.02,71.80,74.80,58.67,58.80,37.60,19.20,74.80,33.53,53.47,58.80
6,6,0,60000,1000,7000,0.000300,40.00,98.73,98.64,15.90,12.00,27.27,30.46,94.70,95.02,32.70,29.60,54.96,54.63,94.84,95.11,67.00,62.80,58.00,57.20,12.00,29.60,62.80,30.46,54.63,57.20
6,7,0,60000,1000,8000,0.000600,30.00,98.73,98.64,40.50,39.60,28.93,31.60,94.84,95.11,18.80,18.00,53.10,52.30,94.44,95.11,64.40,64.40,65.22,65.05,39.60,18.00,64.40,31.60,52.30,65.05
6,8,0,60000,1000,9000,0.000800,50.00,98.73,98.64,25.70,26.00,28.57,30.98,94.44,95.11,35.00,36.80,61.87,61.91,94.61,95.00,61.90,55.20,61.16,60.71,26.00,36.80,55.20,30.98,61.91,60.71
6,9,0,60000,1000,10000,0.000600,20.00,98.73,98.64,51.80,42.80,30.89,32.16,94.61,95.00,39.10,27.60,58.95,57.40,94.54,95.03,76.70,67.20,64.89,63.84,42.80,27.60,67.20,32.16,57.40,63.84
7,0,1,60000,1000,1000,0.000300,70.00,98.73,98.66,28.40,26.40,28.40,26.40,98.73,98.66,28.40,26.40,28.40,26.40,95.11,95.04,92.60,92.40,92.60,92.40,26.40,26.40,92.40,26.40,26.40,92.40
7,1,2,60000,1000,2000,0.000300,100.00,98.73,98.66,45.10,46.80,36.75,36.60,95.11,95.04,21.90,30.00,57.25,61.20,95.22,95.13,95.60,94.80,87.90,88.20,46.80,30.00,94.80,36.60,61.20,88.20
7,2,2,60000,1000,3000,0.000900,100.00,98.73,98.66,47.70,50.00,40.40,41.07,95.22,95.13,0.60,0.00,58.80,58.80,95.06,95.05,82.90,78.40,85.97,85.47,50.00,0.00,78.40,41.07,58.80,85.47
7,3,0,60000,1000,4000,0.000700,90.00,98.73,98.66,33.60,34.40,38.70,39.40,95.06,95.05,22.30,26.40,70.05,70.70,95.01,95.14,85.00,82.00,78.83,76.60,34.40,26.40,82.00,39.40,70.70,76.60
7,4,1,60000,1000,5000,0.000800,90.00,98.73,98.66,50.10,48.40,40.98,41.20,95.01,95.14,34.00,33.60,69.86,68.00,95.08,95.13,78.50,76.00,78.44,76.32,48.40,33.60,76.00,41.20,68.00,76.32
7,5,0,60000,1000,6000,0.000900,50.00,98.73,98.66,49.80,55.60,42.45,43.60,95.08,95.13,25.30,29.60,69.58,68.53,95.13,95.33,84.60,84.00,79.37,77.60,55.60,29.60,84.00,43.60,68.53,77.60
7,6,0,60000,1000,7000,0.001000,60.00,98.73,98.66,32.80,36.00,41.07,42.51,95.13,95.33,48.30,47.60,74.93,73.31,95.17,95.25,91.50,91.20,75.20,74.51,36.00,47.60,91.20,42.51,73.31,74.51
7,7,1,60000,1000,8000,0.001000,10.00,98.73,98.66,55.40,55.60,42.86,44.15,95.17,95.25,10.80,12.40,67.15,66.75,94.95,95.04,99.10,98.80,83.59,82.45,55.60,12.40,98.80,44.15,66.75,82.45
7,8,0,60000,1000,9000,0.000900,10.00,98.73,98.66,26.60,22.80,41.06,41.78,94.95,95.04,37.00,36.80,78.41,77.38,94.95,95.13,94.10,93.60,84.36,82.89,22.80,36.80,93.60,41.78,77.38,82.89
7,9,0,60000,1000,10000,0.002000,60.00,98.73,98.66,37.60,37.60,40.71,41.36,94.95,95.13,34.90,35.60,79.41,78.16,94.76,95.02,74.90,75.20,81.64,80.80,37.60,35.60,75.20,41.36,78.16,80.80
8,0,2,60000,1000,1000,0.000200,50.00,98.78,98.64,45.80,46.00,45.80,46.00,98.78,98.64,45.80,46.00,45.80,46.00,94.91,95.24,97.60,97.20,97.60,97.20,46.00,46.00,97.20,46.00,46.00,97.20
8,1,2,60000,1000,2000,0.000300,100.00,98.78,98.64,13.80,11.20,29.80,28.60,94.91,95.24,0.00,0.00,48.80,48.60,95.20,95.15,79.00,80.00,80.20,78.00,11.20,0.00,80.00,28.60,48.60,78.00
8,2,1,60000,1000,3000,0.000200,60.00,98.78,98.64,46.40,46.40,35.33,34.53,95.20,95.15,29.20,32.00,63.20,62.67,95.48,95.57,87.30,84.00,68.03,67.07,46.40,32.00,84.00,34.53,62.67,67.07
8,3,2,60000,1000,4000,0.000700,90.00,98.78,98.64,38.00,32.40,36.00,34.00,95.48,95.57,33.60,25.60,59.42,56.70,94.90,95.40,81.00,75.60,77.38,73.40,32.40,25.60,75.60,34.00,56.70,73.40
8,4,0,60000,1000,5000,0.000600,100.00,98.78,98.64,13.60,13.20,31.52,29.84,94.90,95.40,28.10,23.20,67.52,63.36,94.76,95.03,85.70,88.40,74.10,71.68,13.20,23.20,88.40,29.84,63.36,71.68
8,5,1,60000,1000,6000,0.000600,60.00,98.78,98.64,32.60,36.00,31.70,30.87,94.76,95.03,5.10,9.20,62.60,61.27,94.81,95.10,74.20,77.20,75.28,73.67,36.00,9.20,77.20,30.87,61.27,73.67
8,6,0,60000,1000,7000,0.000500,60.00,98.78,98.64,32.50,33.20,31.81,31.20,94.81,95.10,38.40,38.40,70.01,68.63,94.80,95.15,77.20,73.20,73.44,70.51,33.20,38.40,73.20,31.20,68.63,70.51
8,7,1,60000,1000,8000,0.000600,100.00,98.78,98.64,27.70,28.80,31.30,30.90,94.80,95.15,21.50,24.00,66.95,64.70,95.17,95.13,52.50,55.20,66.51,65.15,28.80,24.00,55.20,30.90,64.70,65.15
8,8,1,60000,1000,9000,0.000300,100.00,98.78,98.64,50.40,54.00,33.42,33.47,95.17,95.13,41.40,42.80,63.72,62.67,95.55,95.29,77.70,83.60,54.88,55.73,54.00,42.80,83.60,33.47,62.67,55.73
8,9,1,60000,1000,10000,0.000200,70.00,98.78,98.64,43.00,49.20,34.38,35.04,95.55,95.29,48.00,56.00,54.19,55.76,95.62,95.44,77.30,76.40,54.44,54.32,49.20,56.00,76.40,35.04,55.76,54.32
9,0,0,60000,1000,1000,0.000300,70.00,98.85,98.72,40.50,38.00,40.50,38.00,98.85,98.72,40.50,38.00,40.50,38.00,94.50,95.19,93.40,96.00,93.40,96.00,38.00,38.00,96.00,38.00,38.00,96.00
9,1,0,60000,1000,2000,0.000200,80.00,98.85,98.72,29.90,26.80,35.20,32.40,94.50,95.19,2.30,1.60,47.85,48.80,94.91,95.24,87.60,87.60,83.00,81.80,26.80,1.60,87.60,32.40,48.80,81.80
9,2,1,60000,1000,3000,0.000100,40.00,98.85,98.72,35.90,40.00,35.43,34.93,94.91,95.24,30.90,36.80,65.63,66.80,94.91,95.52,67.00,69.20,71.83,71.20,40.00,36.80,69.20,34.93,66.80,71.20
9,3,0,60000,1000,4000,0.000100,70.00,98.85,98.72,25.50,20.00,32.95,31.20,94.91,95.52,35.70,29.20,62.77,60.70,94.17,95.03,63.80,60.00,66.70,64.20,20.00,29.20,60.00,31.20,60.70,64.20
9,4,2,60000,1000,5000,0.000200,100.00,98.85,98.72,28.10,30.00,31.98,30.96,94.17,95.03,9.60,10.80,55.30,53.52,94.40,95.03,44.50,44.80,62.98,63.52,30.00,10.80,44.80,30.96,53.52,63.52
9,5,2,60000,1000,6000,0.000300,100.00,98.85,98.72,23.70,24.80,30.60,29.93,94.40,95.03,8.30,11.60,53.87,54.87,94.64,95.11,49.20,53.60,58.97,60.00,24.80,11.60,53.60,29.93,54.87,60.00
9,6,1,60000,1000,7000,0.000200,90.00,98.85,98.72,37.00,36.00,31.51,30.80,94.64,95.11,41.30,38.80,56.44,56.97,94.93,95.43,73.60,74.00,54.71,54.57,36.00,38.80,74.00,30.80,56.97,54.57
9,7,0,60000,1000,8000,0.000100,50.00,98.85,98.72,9.50,8.00,28.76,27.95,94.93,95.43,35.50,29.60,52.31,51.45,94.66,95.26,46.90,41.20,53.29,51.90,8.00,29.60,41.20,27.95,51.45,51.90
9,8,0,60000,1000,9000,0.000200,90.00,98.85,98.72,46.10,42.40,30.69,29.56,94.66,95.26,24.90,24.40,50.13,48.84,94.82,95.23,49.00,46.40,51.02,50.44,42.40,24.40,46.40,29.56,48.84,50.44
9,9,1,60000,1000,10000,0.000100,60.00,98.85,98.72,12.80,10.80,28.90,27.68,94.82,95.23,37.70,36.00,49.69,49.00,94.25,95.06,57.50,56.00,50.30,48.16,10.80,36.00,56.00,27.68,49.00,48.16
10,0,1,60000,1000,1000,0.000100,30.00,98.66,98.68,29.20,28.00,29.20,28.00,98.66,98.68,29.20,28.00,29.20,28.00,95.42,95.31,89.60,88.40,89.60,88.40,28.00,28.00,88.40,28.00,28.00,88.40
10,1,1,60000,1000,2000,0.000100,40.00,98.66,98.68,42.30,39.20,35.75,33.60,95.42,95.31,30.80,31.20,60.20,59.80,95.68,95.49,66.20,62.00,74.15,70.00,39.20,31.20,62.00,33.60,59.80,70.00
10,2,0,60000,1000,3000,0.000300,100.00,98.66,98.68,32.30,36.80,34.60,34.67,95.68,95.49,8.30,10.80,52.20,50.27,94.94,95.27,76.50,80.40,71.73,70.53,36.80,10.80,80.40,34.67,50.27,70.53
10,3,0,60000,1000,4000,0.000500,100.00,98.66,98.68,40.10,43.20,35.95,36.80,94.94,95.27,6.40,7.60,55.40,54.80,94.80,95.07,69.50,70.40,67.92,66.60,43.20,7.60,70.40,36.80,54.80,66.60
10,4,0,60000,1000,5000,0.000800,70.00,98.66,98.68,48.10,46.40,38.40,38.72,94.80,95.07,9.10,10.80,56.16,55.44,94.85,95.02,83.30,86.00,67.80,67.76,46.40,10.80,86.00,38.72,55.44,67.76
10,5,2,60000,1000,6000,0.001000,90.00,98.66,98.68,5.80,8.40,32.97,33.67,94.85,95.02,11.90,14.40,58.48,58.87,94.85,95.12,74.90,77.60,71.38,72.40,8.40,14.40,77.60,33.67,58.87,72.40
