experiment_ID, ID ,noise type, Initial training dataset size, Oversampling Size per new instance, accumilated_retraining_dataset_size, lr, ewc_lambda, 					first_model_acc_on_original_training_data, first_model_acc_on_original_testing_data,					first_model_acc_on_oversampled_new_instance_training_data, first_model_acc_on_oversampled_new_instance_testing_data,					first_model_acc_on_accumilated_oversampled_new_instances_training_data, first_model_acc_on_accumilated_oversampled_new_instances_testing_data,					before_last_model_acc_on_original_training_data, before_last_model_acc_on_original_testing_data,					before_last_model_acc_on_oversampled_new_instance_training_data, before_last_model_acc_on_oversampled_new_instance_testing_data,					before_last_model_acc_on_accumilated_oversampled_new_instances_training_data, before_last_model_acc_on_accumilated_oversampled_new_instances_testing_data,					last_model_acc_on_original_training_data, last_model_acc_on_original_testing_data,					last_model_acc_on_oversampled_new_instance_training_data, last_model_acc_on_oversampled_new_instance_testing_data,					last_model_acc_on_accumilated_oversampled_new_instances_training_data, last_model_acc_on_accumilated_oversampled_new_instances_testing_data,					acc_instance_test_first_model, acc_instance_test_before_last_model, acc_instance_test_last_model,					acc_accumilated_instances_test_first_model, acc_accumilated_instances_test_before_last_model, acc_accumilated_instances_test_last_model
0,0,0,60000,1000,1000,0.000297,91.58,98.66,98.60,29.70,30.40,29.70,30.40,98.66,98.60,29.70,30.40,29.70,30.40,96.13,96.22,80.80,82.00,80.80,82.00,30.40,30.40,82.00,30.40,30.40,82.00
0,1,1,60000,1000,2000,0.000106,57.00,98.66,98.60,54.80,51.20,42.25,40.80,96.13,96.22,46.20,43.20,63.50,62.60,97.78,97.87,66.60,63.60,61.15,56.40,51.20,43.20,63.60,40.80,62.60,56.40
0,2,2,60000,1000,3000,0.000153,99.15,98.66,98.60,48.60,52.40,44.37,44.67,97.78,97.87,44.80,49.60,55.70,54.13,97.75,97.90,65.60,72.80,61.90,61.60,52.40,49.60,72.80,44.67,54.13,61.60
0,3,1,60000,1000,4000,0.000102,58.00,98.66,98.60,25.20,24.00,39.58,39.50,97.75,97.90,25.00,26.80,52.67,52.90,97.56,97.66,58.20,60.80,56.85,57.60,24.00,26.80,60.80,39.50,52.90,57.60
0,4,1,60000,1000,5000,0.000106,72.65,98.66,98.60,21.40,20.80,35.94,35.76,97.56,97.66,31.40,32.80,51.76,52.64,96.85,96.99,59.70,60.80,56.74,56.64,20.80,32.80,60.80,35.76,52.64,56.64
0,5,2,60000,1000,6000,0.000106,99.68,98.66,98.60,22.20,21.60,33.65,33.40,96.85,96.99,17.70,21.20,50.23,50.73,97.23,97.19,58.80,63.60,53.75,55.20,21.60,21.20,63.60,33.40,50.73,55.20
0,6,0,60000,1000,7000,0.000131,99.69,98.66,98.60,16.30,16.00,31.17,30.91,97.23,97.19,16.00,16.80,48.36,49.71,96.78,96.89,32.30,32.00,51.99,54.29,16.00,16.80,32.00,30.91,49.71,54.29
0,7,1,60000,1000,8000,0.000108,81.75,98.66,98.60,4.20,6.80,27.80,27.90,96.78,96.89,15.90,19.60,47.48,49.95,96.32,96.36,37.90,38.80,51.86,52.70,6.80,19.60,38.80,27.90,49.95,52.70
0,8,1,60000,1000,9000,0.000119,81.67,98.66,98.60,23.30,22.80,27.30,27.33,96.32,96.36,19.60,18.40,48.28,48.89,95.86,96.09,31.50,31.20,48.67,50.22,22.80,18.40,31.20,27.33,48.89,50.22
0,9,1,60000,1000,10000,0.000101,99.66,98.66,98.60,26.50,28.40,27.22,27.44,95.86,96.09,43.00,40.80,48.10,49.28,96.43,96.54,75.60,75.20,49.13,50.16,28.40,40.80,75.20,27.44,49.28,50.16
