experiment_ID, ID ,noise type, Initial training dataset size, Oversampling Size per new instance, accumilated_retraining_dataset_size, lr, ewc_lambda, 					first_model_acc_on_original_training_data, first_model_acc_on_original_testing_data,					first_model_acc_on_oversampled_new_instance_training_data, first_model_acc_on_oversampled_new_instance_testing_data,					first_model_acc_on_accumilated_oversampled_new_instances_training_data, first_model_acc_on_accumilated_oversampled_new_instances_testing_data,					before_last_model_acc_on_original_training_data, before_last_model_acc_on_original_testing_data,					before_last_model_acc_on_oversampled_new_instance_training_data, before_last_model_acc_on_oversampled_new_instance_testing_data,					before_last_model_acc_on_accumilated_oversampled_new_instances_training_data, before_last_model_acc_on_accumilated_oversampled_new_instances_testing_data,					last_model_acc_on_original_training_data, last_model_acc_on_original_testing_data,					last_model_acc_on_oversampled_new_instance_training_data, last_model_acc_on_oversampled_new_instance_testing_data,					last_model_acc_on_accumilated_oversampled_new_instances_training_data, last_model_acc_on_accumilated_oversampled_new_instances_testing_data,					acc_instance_test_first_model, acc_instance_test_before_last_model, acc_instance_test_last_model,					acc_accumilated_instances_test_first_model, acc_accumilated_instances_test_before_last_model, acc_accumilated_instances_test_last_model
0,0,1,60000,1000,1000,0.008208,27.23,98.58,98.56,17.30,14.80,17.30,14.80,98.58,98.56,17.30,14.80,17.30,14.80,9.91,10.09,100.00,100.00,100.00,100.00,14.80,14.80,100.00,14.80,14.80,100.00
0,1,1,60000,1000,2000,0.003150,98.73,98.58,98.56,41.50,39.20,29.40,27.00,9.91,10.09,0.00,0.00,50.00,50.00,19.38,19.30,100.00,100.00,100.00,100.00,39.20,0.00,100.00,27.00,50.00,100.00
0,2,2,60000,1000,3000,0.007530,55.08,98.58,98.56,64.90,63.60,41.23,39.20,19.38,19.30,0.00,0.00,66.67,66.67,18.59,18.64,100.00,100.00,100.00,100.00,63.60,0.00,100.00,39.20,66.67,100.00
0,3,0,60000,1000,4000,0.006336,60.79,98.58,98.56,44.80,40.80,42.12,39.60,18.59,18.64,0.00,0.00,75.00,75.00,26.31,26.29,100.00,100.00,100.00,100.00,40.80,0.00,100.00,39.60,75.00,100.00
0,4,2,60000,1000,5000,0.008045,59.42,98.58,98.56,26.60,25.60,39.02,36.80,26.31,26.29,0.00,0.00,80.00,80.00,31.83,31.55,100.00,100.00,99.98,100.00,25.60,0.00,100.00,36.80,80.00,100.00
0,5,2,60000,1000,6000,0.005347,6.06,98.58,98.56,32.40,28.80,37.92,35.47,31.83,31.55,28.30,28.00,88.03,88.00,32.06,32.03,99.90,100.00,99.93,99.87,28.80,28.00,100.00,35.47,88.00,99.87
0,6,2,60000,1000,7000,0.008830,6.62,98.58,98.56,46.20,48.00,39.10,37.26,32.06,32.03,0.00,0.00,85.66,85.60,39.56,39.75,99.60,100.00,99.90,99.94,48.00,0.00,100.00,37.26,85.60,99.94
0,7,1,60000,1000,8000,0.003001,71.58,98.58,98.56,40.20,42.40,39.24,37.90,39.56,39.75,0.00,0.00,87.41,87.45,41.52,41.53,100.00,100.00,99.95,99.95,42.40,0.00,100.00,37.90,87.45,99.95
0,8,0,60000,1000,9000,0.002539,30.19,98.58,98.56,39.30,46.40,39.24,38.84,41.52,41.53,21.60,21.20,91.24,91.20,46.35,46.80,100.00,100.00,99.98,99.91,46.40,21.20,100.00,38.84,91.20,99.91
0,9,2,60000,1000,10000,0.004147,98.88,98.58,98.56,14.00,18.40,36.72,36.80,46.35,46.80,12.00,15.60,91.18,91.48,48.28,49.10,99.80,99.20,99.97,99.88,18.40,15.60,99.20,36.80,91.48,99.88
