experiment_ID, ID ,noise type, Initial training dataset size, Oversampling Size per new instance, accumilated_retraining_dataset_size, lr, ewc_lambda, 					first_model_acc_on_original_training_data, first_model_acc_on_original_testing_data,					first_model_acc_on_oversampled_new_instance_training_data, first_model_acc_on_oversampled_new_instance_testing_data,					first_model_acc_on_accumilated_oversampled_new_instances_training_data, first_model_acc_on_accumilated_oversampled_new_instances_testing_data,					before_last_model_acc_on_original_training_data, before_last_model_acc_on_original_testing_data,					before_last_model_acc_on_oversampled_new_instance_training_data, before_last_model_acc_on_oversampled_new_instance_testing_data,					before_last_model_acc_on_accumilated_oversampled_new_instances_training_data, before_last_model_acc_on_accumilated_oversampled_new_instances_testing_data,					last_model_acc_on_original_training_data, last_model_acc_on_original_testing_data,					last_model_acc_on_oversampled_new_instance_training_data, last_model_acc_on_oversampled_new_instance_testing_data,					last_model_acc_on_accumilated_oversampled_new_instances_training_data, last_model_acc_on_accumilated_oversampled_new_instances_testing_data,					acc_instance_test_first_model, acc_instance_test_before_last_model, acc_instance_test_last_model,					acc_accumilated_instances_test_first_model, acc_accumilated_instances_test_before_last_model, acc_accumilated_instances_test_last_model
0,0,2,60000,1000,1000,0.000410,66.37,98.64,98.63,44.80,50.80,44.80,50.80,98.64,98.63,44.80,50.80,44.80,50.80,94.87,94.96,99.10,98.80,99.10,98.80,50.80,50.80,98.80,50.80,50.80,98.80
0,1,1,60000,1000,2000,0.000415,98.99,98.64,98.63,24.90,27.20,34.85,39.00,94.87,94.96,9.50,10.40,54.30,54.60,94.79,95.15,83.60,82.40,79.55,78.00,27.20,10.40,82.40,39.00,54.60,78.00
0,2,2,60000,1000,3000,0.000699,52.25,98.64,98.63,35.50,40.00,35.07,39.33,94.79,95.15,0.20,0.00,53.10,52.00,94.17,94.47,86.10,86.80,79.63,79.73,40.00,0.00,86.80,39.33,52.00,79.73
0,3,2,60000,1000,4000,0.000647,65.06,98.64,98.63,24.90,27.20,32.52,36.30,94.17,94.47,13.70,14.40,63.15,63.40,94.91,95.17,72.20,70.80,69.50,70.30,27.20,14.40,70.80,36.30,63.40,70.30
0,4,0,60000,1000,5000,0.001809,31.99,98.64,98.63,40.70,42.80,34.16,37.60,94.91,95.17,7.60,9.60,57.12,58.16,95.03,95.15,92.00,92.80,78.50,78.08,42.80,9.60,92.80,37.60,58.16,78.08
0,5,1,60000,1000,6000,0.003624,18.79,98.64,98.63,46.60,45.20,36.23,38.87,95.03,95.15,11.40,13.60,67.32,67.33,93.65,94.03,91.50,89.20,87.90,87.27,45.20,13.60,89.20,38.87,67.33,87.27
0,6,0,60000,1000,7000,0.003700,19.80,98.64,98.63,35.90,35.20,36.19,38.34,93.65,94.03,32.60,32.80,80.00,79.49,93.49,93.82,96.70,97.20,86.50,87.37,35.20,32.80,97.20,38.34,79.49,87.37
0,7,2,60000,1000,8000,0.002374,18.73,98.64,98.63,34.50,34.40,35.98,37.85,93.49,93.82,32.70,31.60,79.78,80.40,94.21,94.57,71.20,69.20,78.44,79.55,34.40,31.60,69.20,37.85,80.40,79.55
0,8,1,60000,1000,9000,0.002911,20.47,98.64,98.63,43.00,38.40,36.76,37.91,94.21,94.57,45.50,43.60,74.78,75.56,93.47,93.85,91.70,92.40,79.57,79.42,38.40,43.60,92.40,37.91,75.56,79.42
0,9,1,60000,1000,10000,0.001451,16.81,98.64,98.63,14.80,14.40,34.56,35.56,93.47,93.85,3.00,4.00,71.91,71.88,94.89,95.09,62.80,64.40,69.67,70.16,14.40,4.00,64.40,35.56,71.88,70.16
