experiment_ID, ID ,noise type, Initial training dataset size, Oversampling Size per new instance, accumilated_retraining_dataset_size, lr, ewc_lambda, 					first_model_acc_on_original_training_data, first_model_acc_on_original_testing_data,					first_model_acc_on_oversampled_new_instance_training_data, first_model_acc_on_oversampled_new_instance_testing_data,					first_model_acc_on_accumilated_oversampled_new_instances_training_data, first_model_acc_on_accumilated_oversampled_new_instances_testing_data,					before_last_model_acc_on_original_training_data, before_last_model_acc_on_original_testing_data,					before_last_model_acc_on_oversampled_new_instance_training_data, before_last_model_acc_on_oversampled_new_instance_testing_data,					before_last_model_acc_on_accumilated_oversampled_new_instances_training_data, before_last_model_acc_on_accumilated_oversampled_new_instances_testing_data,					last_model_acc_on_original_training_data, last_model_acc_on_original_testing_data,					last_model_acc_on_oversampled_new_instance_training_data, last_model_acc_on_oversampled_new_instance_testing_data,					last_model_acc_on_accumilated_oversampled_new_instances_training_data, last_model_acc_on_accumilated_oversampled_new_instances_testing_data,					acc_instance_test_first_model, acc_instance_test_before_last_model, acc_instance_test_last_model,					acc_accumilated_instances_test_first_model, acc_accumilated_instances_test_before_last_model, acc_accumilated_instances_test_last_model
0,0,1,60000,1000,1000,0.001227,55.74,98.65,98.71,41.70,44.40,41.70,44.40,98.65,98.71,41.70,44.40,41.70,44.40,78.43,80.00,99.00,99.20,99.00,99.20,44.40,44.40,99.20,44.40,44.40,99.20
0,1,0,60000,1000,2000,0.000773,54.33,98.65,98.71,26.30,26.80,34.00,35.60,78.43,80.00,0.00,0.00,49.50,49.60,77.80,79.96,87.00,85.60,84.10,84.20,26.80,0.00,85.60,35.60,49.60,84.20
0,2,1,60000,1000,3000,0.000983,99.99,98.65,98.71,19.80,18.80,29.27,30.00,77.80,79.96,1.10,1.20,56.43,56.53,76.00,77.21,81.70,79.60,81.40,81.47,18.80,1.20,79.60,30.00,56.53,81.47
0,3,2,60000,1000,4000,0.003296,22.12,98.65,98.71,42.60,43.20,32.60,33.30,76.00,77.21,0.90,1.20,61.27,61.40,64.89,66.82,94.50,92.40,92.67,92.40,43.20,1.20,92.40,33.30,61.40,92.40
0,4,2,60000,1000,5000,0.001271,48.44,98.65,98.71,31.50,32.80,32.38,33.20,64.89,66.82,48.20,46.80,83.78,83.28,78.00,79.64,85.20,82.80,77.02,75.60,32.80,46.80,82.80,33.20,83.28,75.60
0,5,1,60000,1000,6000,0.003818,11.11,98.65,98.71,42.60,44.80,34.08,35.13,78.00,79.64,8.50,8.80,65.60,64.47,63.23,64.81,94.60,91.60,93.72,92.73,44.80,8.80,91.60,35.13,64.47,92.73
0,6,2,60000,1000,7000,0.006252,8.79,98.65,98.71,2.10,2.80,29.51,30.51,63.23,64.81,1.10,2.00,80.49,79.77,61.88,63.95,98.70,99.20,96.20,95.54,2.80,2.00,99.20,30.51,79.77,95.54
0,7,1,60000,1000,8000,0.007276,9.13,98.65,98.71,23.20,27.20,28.73,30.10,61.88,63.95,32.70,33.60,88.26,87.80,58.08,59.86,99.40,99.60,94.51,93.80,27.20,33.60,99.60,30.10,87.80,93.80
0,8,2,60000,1000,9000,0.007611,12.05,98.65,98.71,18.30,18.40,27.57,28.80,58.08,59.86,12.10,14.00,85.36,84.93,53.74,55.03,95.10,94.40,93.31,92.18,18.40,14.00,94.40,28.80,84.93,92.18
0,9,1,60000,1000,10000,0.006941,9.30,98.65,98.71,4.30,4.00,25.24,26.32,53.74,55.03,0.10,0.00,83.99,82.96,58.28,59.77,68.80,70.40,88.89,88.84,4.00,0.00,70.40,26.32,82.96,88.84
