experiment_ID, 					ID, 					instance_ID, 					instance_digit,					instance_noise_type, 					acc_instance_before_last_model, 					acc_instance_last_model,					acc_on_task_first_model,					acc_on_task_before_last_model, 					acc_on_task_last_model					
0,0,0,0,2,28.40,72.40,98.67,98.67,99.80
0,1,0,0,2,72.40,63.20,98.67,99.80,99.69
0,1,1,9,1,12.40,78.00,78.39,68.38,97.32
0,2,0,0,2,63.20,66.00,98.67,99.69,99.49
0,2,1,9,1,78.00,74.00,78.39,97.32,94.95
0,2,2,7,2,11.60,72.00,94.16,90.47,98.15
0,3,0,0,2,66.00,90.80,98.67,99.49,99.90
0,3,1,9,1,74.00,73.20,78.39,94.95,95.14
0,3,2,7,2,72.00,44.80,94.16,98.15,94.16
0,3,3,0,0,48.80,83.20,99.08,99.49,100.00
0,4,0,0,2,90.80,84.40,98.67,99.90,99.59
0,4,1,9,1,73.20,48.80,78.39,95.14,88.80
0,4,2,7,2,44.80,74.40,94.16,94.16,97.76
0,4,3,0,0,83.20,70.00,99.08,100.00,99.49
0,4,4,7,0,40.00,78.80,97.96,97.57,98.93
0,5,0,0,2,84.40,83.60,98.67,99.59,99.49
0,5,1,9,1,48.80,43.20,78.39,88.80,84.44
0,5,2,7,2,74.40,72.40,94.16,97.76,98.15
0,5,3,0,0,70.00,70.00,99.08,99.49,99.49
0,5,4,7,0,78.80,74.80,97.96,98.93,99.22
0,5,5,5,0,49.20,77.20,97.53,94.51,98.77
0,6,0,0,2,83.60,78.40,98.67,99.49,99.29
0,6,1,9,1,43.20,67.60,78.39,84.44,95.14
0,6,2,7,2,72.40,64.40,94.16,98.15,97.47
0,6,3,0,0,70.00,68.00,99.08,99.49,99.59
0,6,4,7,0,74.80,74.00,97.96,99.22,99.03
0,6,5,5,0,77.20,75.20,97.53,98.77,98.43
0,6,6,9,0,33.60,65.60,92.96,94.35,98.02
0,7,0,0,2,78.40,85.20,98.67,99.29,98.88
0,7,1,9,1,67.60,74.80,78.39,95.14,97.22
0,7,2,7,2,64.40,66.80,94.16,97.47,95.62
0,7,3,0,0,68.00,78.40,99.08,99.59,99.39
0,7,4,7,0,74.00,73.20,97.96,99.03,98.44
0,7,5,5,0,75.20,81.60,97.53,98.43,98.99
0,7,6,9,0,65.60,72.00,92.96,98.02,97.13
0,7,7,2,2,0.80,29.20,93.70,72.19,88.37
0,8,0,0,2,85.20,79.60,98.67,98.88,99.18
0,8,1,9,1,74.80,78.80,78.39,97.22,97.03
0,8,2,7,2,66.80,72.80,94.16,95.62,95.53
0,8,3,0,0,78.40,76.40,99.08,99.39,99.49
0,8,4,7,0,73.20,82.40,97.96,98.44,98.54
0,8,5,5,0,81.60,80.00,97.53,98.99,98.32
0,8,6,9,0,72.00,71.60,92.96,97.13,96.73
0,8,7,2,2,29.20,30.40,93.70,88.37,92.34
0,8,8,1,0,2.00,63.20,99.74,22.11,94.80
0,9,0,0,2,79.60,80.40,98.67,99.18,99.08
0,9,1,9,1,78.80,75.20,78.39,97.03,96.43
0,9,2,7,2,72.80,68.40,94.16,95.53,95.33
0,9,3,0,0,76.40,76.00,99.08,99.49,99.39
0,9,4,7,0,82.40,76.40,97.96,98.54,98.35
0,9,5,5,0,80.00,79.60,97.53,98.32,95.29
0,9,6,9,0,71.60,68.40,92.96,96.73,96.43
0,9,7,2,2,30.40,26.40,93.70,92.34,83.72
0,9,8,1,0,63.20,62.80,99.74,94.80,94.45
0,9,9,3,1,16.80,87.20,88.22,77.62,87.82
0,10,0,0,2,80.40,84.80,98.67,99.08,97.35
0,10,1,9,1,75.20,76.00,78.39,96.43,96.83
0,10,2,7,2,68.40,56.00,94.16,95.33,93.19
0,10,3,0,0,76.00,81.60,99.08,99.39,98.47
0,10,4,7,0,76.40,81.20,97.96,98.35,97.96
0,10,5,5,0,79.60,82.00,97.53,95.29,91.26
0,10,6,9,0,68.40,71.60,92.96,96.43,96.13
0,10,7,2,2,26.40,22.00,93.70,83.72,63.47
0,10,8,1,0,62.80,67.60,99.74,94.45,92.51
0,10,9,3,1,87.20,93.60,88.22,87.82,93.56
0,10,10,3,0,28.00,60.40,96.04,98.02,99.41
0,11,0,0,2,84.80,83.20,98.67,97.35,95.31
0,11,1,9,1,76.00,89.60,78.39,96.83,98.02
0,11,2,7,2,56.00,64.00,94.16,93.19,88.91
0,11,3,0,0,81.60,83.60,99.08,98.47,98.57
0,11,4,7,0,81.20,78.40,97.96,97.96,95.72
0,11,5,5,0,82.00,84.00,97.53,91.26,88.34
0,11,6,9,0,71.60,86.80,92.96,96.13,97.72
0,11,7,2,2,22.00,26.00,93.70,63.47,60.95
0,11,8,1,0,67.60,73.60,99.74,92.51,83.00
0,11,9,3,1,93.60,94.00,88.22,93.56,93.56
0,11,10,3,0,60.40,67.60,96.04,99.41,99.41
0,11,11,9,0,40.40,70.80,92.96,96.13,97.72
0,12,0,0,2,83.20,79.60,98.67,95.31,96.02
0,12,1,9,1,89.60,90.00,78.39,98.02,98.02
0,12,2,7,2,64.00,66.80,94.16,88.91,88.91
0,12,3,0,0,83.60,81.60,99.08,98.57,98.88
0,12,4,7,0,78.40,78.80,97.96,95.72,94.75
0,12,5,5,0,84.00,84.80,97.53,88.34,90.25
0,12,6,9,0,86.80,80.80,92.96,97.72,97.52
0,12,7,2,2,26.00,26.40,93.70,60.95,61.24
0,12,8,1,0,73.60,71.20,99.74,83.00,83.79
0,12,9,3,1,94.00,92.80,88.22,93.56,93.17
0,12,10,3,0,67.60,66.80,96.04,99.41,98.91
0,12,11,9,0,70.80,66.80,92.96,97.72,97.52
0,12,12,8,1,25.20,70.80,85.93,55.24,93.84
0,13,0,0,2,79.60,74.80,98.67,96.02,94.59
0,13,1,9,1,90.00,83.20,78.39,98.02,96.73
0,13,2,7,2,66.80,69.20,94.16,88.91,89.79
0,13,3,0,0,81.60,78.00,99.08,98.88,98.57
0,13,4,7,0,78.80,79.20,97.96,94.75,95.14
0,13,5,5,0,84.80,86.00,97.53,90.25,90.58
0,13,6,9,0,80.80,78.80,92.96,97.52,96.43
0,13,7,2,2,26.40,21.20,93.70,61.24,52.52
0,13,8,1,0,71.20,67.20,99.74,83.79,83.44
0,13,9,3,1,92.80,94.00,88.22,93.17,90.99
0,13,10,3,0,66.80,68.80,96.04,98.91,98.81
0,13,11,9,0,66.80,58.80,92.96,97.52,96.43
0,13,12,8,1,70.80,66.40,85.93,93.84,93.02
0,13,13,4,1,1.60,84.40,97.45,44.60,95.52
0,14,0,0,2,74.80,70.40,98.67,94.59,95.20
0,14,1,9,1,83.20,78.40,78.39,96.73,95.94
0,14,2,7,2,69.20,68.80,94.16,89.79,87.06
0,14,3,0,0,78.00,74.80,99.08,98.57,98.67
0,14,4,7,0,79.20,80.00,97.96,95.14,93.29
0,14,5,5,0,86.00,85.60,97.53,90.58,88.79
0,14,6,9,0,78.80,76.00,92.96,96.43,95.64
0,14,7,2,2,21.20,22.80,93.70,52.52,48.55
0,14,8,1,0,67.20,67.60,99.74,83.44,82.29
0,14,9,3,1,94.00,91.20,88.22,90.99,91.68
0,14,10,3,0,68.80,68.40,96.04,98.81,99.01
0,14,11,9,0,58.80,60.00,92.96,96.43,95.64
0,14,12,8,1,66.40,58.80,85.93,93.02,92.61
0,14,13,4,1,84.40,82.80,97.45,95.52,96.23
0,14,14,6,1,10.00,74.80,97.18,81.52,99.37
0,15,0,0,2,70.40,70.00,98.67,95.20,94.18
0,15,1,9,1,78.40,79.60,78.39,95.94,97.13
0,15,2,7,2,68.80,66.00,94.16,87.06,83.46
0,15,3,0,0,74.80,74.40,99.08,98.67,98.16
0,15,4,7,0,80.00,79.20,97.96,93.29,92.32
0,15,5,5,0,85.60,83.20,97.53,88.79,91.82
0,15,6,9,0,76.00,78.80,92.96,95.64,95.74
0,15,7,2,2,22.80,29.60,93.70,48.55,57.95
0,15,8,1,0,67.60,58.80,99.74,82.29,83.96
0,15,9,3,1,91.20,91.20,88.22,91.68,92.77
0,15,10,3,0,68.40,68.00,96.04,99.01,98.81
0,15,11,9,0,60.00,58.00,92.96,95.64,95.74
0,15,12,8,1,58.80,57.20,85.93,92.61,89.94
0,15,13,4,1,82.80,80.80,97.45,96.23,95.32
0,15,14,6,1,74.80,82.00,97.18,99.37,99.27
0,15,15,6,2,23.20,74.40,95.20,44.57,90.08
0,16,0,0,2,70.00,69.20,98.67,94.18,94.80
0,16,1,9,1,79.60,73.60,78.39,97.13,95.84
0,16,2,7,2,66.00,63.60,94.16,83.46,86.09
0,16,3,0,0,74.40,77.60,99.08,98.16,97.96
0,16,4,7,0,79.20,82.40,97.96,92.32,94.07
0,16,5,5,0,83.20,85.60,97.53,91.82,91.03
0,16,6,9,0,78.80,84.00,92.96,95.74,96.13
0,16,7,2,2,29.60,26.40,93.70,57.95,61.14
0,16,8,1,0,58.80,78.40,99.74,83.96,95.42
0,16,9,3,1,91.20,91.60,88.22,92.77,91.39
0,16,10,3,0,68.00,66.40,96.04,98.81,98.71
0,16,11,9,0,58.00,60.40,92.96,95.74,96.13
0,16,12,8,1,57.20,54.80,85.93,89.94,89.12
0,16,13,4,1,80.80,80.80,97.45,95.32,95.82
0,16,14,6,1,82.00,79.60,97.18,99.27,99.37
0,16,15,6,2,74.40,75.60,95.20,90.08,90.71
0,16,16,1,0,22.40,74.40,99.74,83.96,95.42
0,17,0,0,2,69.20,68.80,98.67,94.80,94.69
0,17,1,9,1,73.60,75.20,78.39,95.84,96.53
0,17,2,7,2,63.60,74.40,94.16,86.09,89.59
0,17,3,0,0,77.60,76.00,99.08,97.96,97.65
0,17,4,7,0,82.40,88.80,97.96,94.07,96.60
0,17,5,5,0,85.60,85.60,97.53,91.03,92.04
0,17,6,9,0,84.00,75.20,92.96,96.13,95.04
0,17,7,2,2,26.40,22.00,93.70,61.14,59.50
0,17,8,1,0,78.40,76.40,99.74,95.42,94.01
0,17,9,3,1,91.60,89.60,88.22,91.39,90.50
0,17,10,3,0,66.40,66.40,96.04,98.71,98.91
0,17,11,9,0,60.40,50.80,92.96,96.13,95.04
0,17,12,8,1,54.80,57.20,85.93,89.12,88.50
0,17,13,4,1,80.80,81.60,97.45,95.82,95.52
0,17,14,6,1,79.60,79.60,97.18,99.37,99.69
0,17,15,6,2,75.60,72.40,95.20,90.71,89.77
0,17,16,1,0,74.40,71.60,99.74,95.42,94.01
0,17,17,7,0,23.20,85.60,97.96,94.07,96.60
0,18,0,0,2,68.80,72.80,98.67,94.69,91.73
0,18,1,9,1,75.20,84.40,78.39,96.53,95.14
0,18,2,7,2,74.40,78.00,94.16,89.59,88.33
0,18,3,0,0,76.00,80.00,99.08,97.65,94.18
0,18,4,7,0,88.80,94.80,97.96,96.60,95.14
0,18,5,5,0,85.60,90.80,97.53,92.04,91.70
0,18,6,9,0,75.20,77.20,92.96,95.04,92.27
0,18,7,2,2,22.00,19.20,93.70,59.50,58.24
0,18,8,1,0,76.40,82.00,99.74,94.01,94.71
0,18,9,3,1,89.60,92.00,88.22,90.50,82.67
0,18,10,3,0,66.40,70.00,96.04,98.91,97.23
0,18,11,9,0,50.80,56.80,92.96,95.04,92.27
0,18,12,8,1,57.20,69.60,85.93,88.50,90.55
0,18,13,4,1,81.60,81.60,97.45,95.52,96.23
0,18,14,6,1,79.60,84.00,97.18,99.69,99.58
0,18,15,6,2,72.40,74.00,95.20,89.77,87.89
0,18,16,1,0,71.60,84.00,99.74,94.01,94.71
0,18,17,7,0,85.60,90.40,97.96,96.60,95.14
0,18,18,8,0,15.20,49.20,97.02,81.72,92.30
0,19,0,0,2,72.80,88.00,98.67,91.73,94.18
0,19,1,9,1,84.40,74.80,78.39,95.14,94.85
0,19,2,7,2,78.00,82.00,94.16,88.33,90.27
0,19,3,0,0,80.00,92.00,99.08,94.18,97.86
0,19,4,7,0,94.80,91.20,97.96,95.14,96.01
