experiment_ID, ID ,noise type, Initial training dataset size, Oversampling Size per new instance, accumilated_retraining_dataset_size, lr, ewc_lambda, 					first_model_acc_on_original_training_data, first_model_acc_on_original_testing_data,					first_model_acc_on_oversampled_new_instance_training_data, first_model_acc_on_oversampled_new_instance_testing_data,					first_model_acc_on_accumilated_oversampled_new_instances_training_data, first_model_acc_on_accumilated_oversampled_new_instances_testing_data,					before_last_model_acc_on_original_training_data, before_last_model_acc_on_original_testing_data,					before_last_model_acc_on_oversampled_new_instance_training_data, before_last_model_acc_on_oversampled_new_instance_testing_data,					before_last_model_acc_on_accumilated_oversampled_new_instances_training_data, before_last_model_acc_on_accumilated_oversampled_new_instances_testing_data,					last_model_acc_on_original_training_data, last_model_acc_on_original_testing_data,					last_model_acc_on_oversampled_new_instance_training_data, last_model_acc_on_oversampled_new_instance_testing_data,					last_model_acc_on_accumilated_oversampled_new_instances_training_data, last_model_acc_on_accumilated_oversampled_new_instances_testing_data,					acc_instance_test_first_model, acc_instance_test_before_last_model, acc_instance_test_last_model,					acc_accumilated_instances_test_first_model, acc_accumilated_instances_test_before_last_model, acc_accumilated_instances_test_last_model
0,0,1,60000,1000,1000,0.000100,100.00,98.62,98.60,39.00,41.60,39.00,41.60,98.62,98.60,39.00,41.60,39.00,41.60,97.96,98.09,85.40,85.60,85.40,85.60,41.60,41.60,85.60,41.60,41.60,85.60
0,1,2,60000,1000,2000,0.000100,100.00,98.62,98.60,34.60,33.60,36.80,37.60,97.96,98.09,36.90,35.60,61.15,60.60,97.86,98.05,64.30,66.80,71.15,71.60,33.60,35.60,66.80,37.60,60.60,71.60
0,2,2,60000,1000,3000,0.000200,70.00,98.62,98.60,59.40,60.00,44.33,45.07,97.86,98.05,46.60,42.80,62.97,62.00,97.44,97.64,74.30,72.40,71.23,70.00,60.00,42.80,72.40,45.07,62.00,70.00
0,3,2,60000,1000,4000,0.000200,70.00,98.62,98.60,34.00,38.00,41.75,43.30,97.44,97.64,45.90,53.60,64.90,65.90,96.93,96.99,80.90,82.40,72.38,70.50,38.00,53.60,82.40,43.30,65.90,70.50
0,4,2,60000,1000,5000,0.000200,60.00,98.62,98.60,13.00,12.40,36.00,37.12,96.93,96.99,16.30,14.00,61.16,59.20,96.55,96.83,63.40,62.40,71.18,70.56,12.40,14.00,62.40,37.12,59.20,70.56
0,5,1,60000,1000,6000,0.000300,60.00,98.62,98.60,45.60,43.60,37.60,38.20,96.55,96.83,25.80,22.00,63.62,62.47,94.76,95.06,64.50,59.20,71.83,70.40,43.60,22.00,59.20,38.20,62.47,70.40
0,6,0,60000,1000,7000,0.000500,30.00,98.62,98.60,28.20,27.60,36.26,36.69,94.76,95.06,13.50,11.20,63.50,61.94,92.33,92.94,57.80,58.40,72.11,70.00,27.60,11.20,58.40,36.69,61.94,70.00
0,7,0,60000,1000,8000,0.000800,30.00,98.62,98.60,28.00,28.00,35.23,35.60,92.33,92.94,18.90,21.20,65.46,63.90,89.43,90.39,63.60,69.20,71.06,70.50,28.00,21.20,69.20,35.60,63.90,70.50
0,8,2,60000,1000,9000,0.000600,10.00,98.62,98.60,33.80,32.40,35.07,35.24,89.43,90.39,16.80,12.40,65.03,64.04,90.31,91.17,65.10,59.20,71.82,70.44,32.40,12.40,59.20,35.24,64.04,70.44
0,9,1,60000,1000,10000,0.002000,30.00,98.62,98.60,25.90,27.60,34.15,34.48,90.31,91.17,11.20,12.40,65.76,64.64,90.75,91.89,64.20,60.40,73.24,71.76,27.60,12.40,60.40,34.48,64.64,71.76
0,10,1,60000,1000,11000,0.002000,30.00,98.62,98.60,60.50,63.60,36.55,37.13,90.75,91.89,10.10,10.80,67.50,66.22,95.90,96.41,93.30,94.80,71.52,70.47,63.60,10.80,94.80,37.13,66.22,70.47
