experiment_ID, 					ID, 					instance_ID, 					instance_digit,					instance_noise_type, 					acc_instance_before_last_model, 					acc_instance_last_model,					acc_on_task_first_model,					acc_on_task_before_last_model, 					acc_on_task_last_model					
0,0,0,0,0,31.20,74.00,99.29,99.29,99.90
0,1,0,0,0,74.00,70.00,99.29,99.90,99.69
0,1,1,8,1,10.40,46.00,89.12,85.52,95.17
0,2,0,0,0,70.00,61.60,99.29,99.69,99.59
0,2,1,8,1,46.00,38.40,89.12,95.17,95.59
0,2,2,5,1,13.60,38.00,87.67,83.41,93.27
0,3,0,0,0,61.60,62.00,99.29,99.59,99.39
0,3,1,8,1,38.40,49.60,89.12,95.59,97.23
0,3,2,5,1,38.00,30.40,87.67,93.27,91.82
0,3,3,8,0,44.40,63.20,97.13,98.05,99.08
0,4,0,0,0,62.00,52.00,99.29,99.39,99.39
0,4,1,8,1,49.60,39.20,89.12,97.23,96.61
0,4,2,5,1,30.40,30.00,87.67,91.82,91.26
0,4,3,8,0,63.20,56.80,97.13,99.08,98.87
0,4,4,4,0,14.00,44.40,97.56,83.10,94.09
0,5,0,0,0,52.00,48.80,99.29,99.39,99.39
0,5,1,8,1,39.20,34.40,89.12,96.61,96.00
0,5,2,5,1,30.00,28.00,87.67,91.26,90.92
0,5,3,8,0,56.80,53.20,97.13,98.87,98.97
0,5,4,4,0,44.40,43.20,97.56,94.09,94.30
0,5,5,1,2,41.20,60.00,99.12,84.23,95.95
0,6,0,0,0,48.80,48.40,99.29,99.39,99.39
0,6,1,8,1,34.40,32.40,89.12,96.00,95.59
0,6,2,5,1,28.00,26.00,87.67,90.92,90.81
0,6,3,8,0,53.20,50.80,97.13,98.97,98.56
0,6,4,4,0,43.20,44.00,97.56,94.30,95.21
0,6,5,1,2,60.00,62.80,99.12,95.95,96.21
0,6,6,7,0,35.20,48.00,98.25,96.79,98.64
0,7,0,0,0,48.40,46.40,99.29,99.39,99.29
0,7,1,8,1,32.40,29.60,89.12,95.59,95.59
0,7,2,5,1,26.00,27.20,87.67,90.81,91.26
0,7,3,8,0,50.80,49.60,97.13,98.56,98.46
0,7,4,4,0,44.00,44.40,97.56,95.21,92.97
0,7,5,1,2,62.80,60.80,99.12,96.21,95.77
0,7,6,7,0,48.00,47.20,98.25,98.64,98.25
0,7,7,9,2,15.20,25.20,78.49,76.31,85.63
0,8,0,0,0,46.40,42.80,99.29,99.29,99.18
0,8,1,8,1,29.60,26.40,89.12,95.59,95.38
0,8,2,5,1,27.20,35.20,87.67,91.26,94.51
0,8,3,8,0,49.60,45.60,97.13,98.46,97.84
0,8,4,4,0,44.40,42.80,97.56,92.97,93.79
0,8,5,1,2,60.80,58.80,99.12,95.77,95.77
0,8,6,7,0,47.20,46.80,98.25,98.25,98.25
0,8,7,9,2,25.20,24.40,78.49,85.63,85.63
0,8,8,5,1,50.40,56.80,87.67,91.26,94.51
0,9,0,0,0,42.80,38.00,99.29,99.18,99.18
0,9,1,8,1,26.40,19.20,89.12,95.38,94.97
0,9,2,5,1,35.20,35.20,87.67,94.51,94.28
0,9,3,8,0,45.60,41.60,97.13,97.84,97.64
0,9,4,4,0,42.80,39.20,97.56,93.79,93.18
0,9,5,1,2,58.80,74.80,99.12,95.77,97.71
0,9,6,7,0,46.80,44.40,98.25,98.25,98.25
0,9,7,9,2,24.40,21.60,78.49,85.63,85.53
0,9,8,5,1,56.80,56.40,87.67,94.51,94.28
0,9,9,1,1,41.20,72.00,100.00,99.47,99.74
