experiment_ID, 					ID, 					latest_new_instance_digit, 					noise type, 					Initial training dataset size, 					Oversampling Size per new instance, 					accumilated_retraining_dataset_size, 					lr, 					ewc_lambda, 										acc_digit_0_original, 					acc_digit_1_original, 					acc_digit_2_original, 					acc_digit_3_original, 					acc_digit_4_original, 					acc_digit_5_original, 					acc_digit_6_original, 					acc_digit_7_original, 					acc_digit_8_original, 					acc_digit_9_original, 					acc_digit_0_noise_0, 										digit_0_noise_0_counter,					acc_digit_1_noise_0, 					digit_1_noise_0_counter,					acc_digit_2_noise_0, 					digit_2_noise_0_counter,					acc_digit_3_noise_0, 					digit_3_noise_0_counter,					acc_digit_4_noise_0, 					digit_4_noise_0_counter,					acc_digit_5_noise_0, 					digit_5_noise_0_counter,					acc_digit_6_noise_0, 					digit_6_noise_0_counter,					acc_digit_7_noise_0, 					digit_7_noise_0_counter,					acc_digit_8_noise_0, 					digit_8_noise_0_counter,					acc_digit_9_noise_0, 					digit_9_noise_0_counter,										acc_digit_0_noise_1, 					digit_0_noise_1_counter,					acc_digit_1_noise_1, 					digit_1_noise_1_counter,					acc_digit_2_noise_1, 					digit_2_noise_1_counter,					acc_digit_3_noise_1, 					digit_3_noise_1_counter,					acc_digit_4_noise_1, 					digit_4_noise_1_counter,					acc_digit_5_noise_1, 					digit_5_noise_1_counter,					acc_digit_6_noise_1, 					digit_6_noise_1_counter,					acc_digit_7_noise_1, 					digit_7_noise_1_counter,					acc_digit_8_noise_1, 					digit_8_noise_1_counter,					acc_digit_9_noise_1, 					digit_9_noise_1_counter,										acc_digit_0_noise_2, 					digit_0_noise_2_counter,					acc_digit_1_noise_2, 					digit_1_noise_2_counter,					acc_digit_2_noise_2, 					digit_2_noise_2_counter,					acc_digit_3_noise_2, 					digit_3_noise_2_counter,					acc_digit_4_noise_2, 					digit_4_noise_2_counter,					acc_digit_5_noise_2, 					digit_5_noise_2_counter,					acc_digit_6_noise_2, 					digit_6_noise_2_counter,					acc_digit_7_noise_2, 					digit_7_noise_2_counter,					acc_digit_8_noise_2, 					digit_8_noise_2_counter,					acc_digit_9_noise_2, 					digit_9_noise_2_counter,										acc_overall_old_tasks_original_model,					acc_overall_old_tasks_before_last_model,					acc_overall_old_tasks_latest_model,					acc_overall_latest_new_tasks_original_model,					acc_overall_latest_new_tasks_before_last_model,					acc_overall_latest_new_tasks_latest_model					
0,0,9,1,						60000,1000,1000,0.000100,0.00,						96.53,62.82,98.06,98.71,72.40,97.65,93.74,89.20,90.86,100.00,						94.59,0.00,70.04,0.00,96.22,0.00,98.22,0.00,66.29,0.00,95.18,0.00,89.77,0.00,88.52,0.00,86.24,0.00,99.50,0.00,						96.43,0.00,60.88,0.00,95.45,0.00,93.86,0.00,65.89,0.00,85.54,0.00,94.78,0.00,68.87,0.00,87.78,0.00,99.80,1.00,						89.80,0.00,57.00,0.00,91.86,0.00,96.24,0.00,57.23,0.00,90.02,0.00,80.17,0.00,78.60,0.00,73.92,0.00,98.41,0.00,						98.68,98.68,89.59,98.98,98.98,94.59
0,1,8,0,						60000,1000,2000,0.000100,0.00,						94.18,45.20,94.67,97.33,68.43,93.83,92.38,83.85,99.69,100.00,						85.71,0.00,7.84,0.00,87.11,0.00,94.95,0.00,49.69,0.00,85.31,0.00,82.05,0.00,72.57,0.00,99.79,1.00,96.04,0.00,						96.43,0.00,50.93,0.00,88.47,0.00,88.71,0.00,66.29,0.00,75.45,0.00,92.17,0.00,53.89,0.00,99.69,0.00,99.41,1.00,						65.82,0.00,5.02,0.00,75.58,0.00,89.60,0.00,33.50,0.00,73.32,0.00,60.75,0.00,46.01,0.00,99.18,0.00,83.15,0.00,						98.68,89.59,86.32,99.39,81.42,43.92
0,2,3,2,						60000,1000,3000,0.000100,0.00,						83.67,35.07,82.75,99.60,62.02,88.68,81.84,73.64,99.08,99.70,						54.59,0.00,1.15,0.00,65.21,0.00,99.31,0.00,31.47,0.00,74.22,0.00,54.70,0.00,31.03,0.00,98.36,1.00,93.46,0.00,						91.63,0.00,45.99,0.00,70.93,0.00,97.72,0.00,66.29,0.00,67.49,0.00,86.01,0.00,37.26,0.00,99.08,0.00,99.21,1.00,						20.51,0.00,0.18,0.00,47.67,0.00,99.60,1.00,8.45,0.00,57.96,0.00,22.03,0.00,4.86,0.00,88.81,0.00,68.48,0.00,						98.68,86.32,79.90,98.57,58.09,38.80
0,3,7,1,						60000,1000,4000,0.000100,0.00,						89.90,51.10,78.97,98.91,69.04,89.69,85.39,98.74,98.87,99.31,						69.90,0.00,5.02,0.00,66.09,0.00,99.01,0.00,46.13,0.00,75.56,0.00,61.90,0.00,96.01,0.00,98.25,1.00,93.26,0.00,						94.08,0.00,58.77,0.00,63.66,0.00,97.03,0.00,67.11,0.00,67.71,0.00,86.53,0.00,97.47,1.00,98.15,0.00,98.61,1.00,						35.20,0.00,2.03,0.00,46.71,0.00,99.21,1.00,20.06,0.00,58.86,0.00,24.11,0.00,83.85,0.00,90.86,0.00,66.30,0.00,						98.68,79.90,85.51,98.08,53.50,58.31
0,4,1,1,						60000,1000,5000,0.000100,0.00,						91.63,88.46,83.04,99.21,75.05,90.47,88.73,98.25,98.97,99.31,						71.02,0.00,38.59,0.00,72.29,0.00,99.01,0.00,51.63,0.00,78.14,0.00,69.10,0.00,95.14,0.00,98.15,1.00,92.27,0.00,						94.49,0.00,92.60,1.00,72.97,0.00,97.23,0.00,75.15,0.00,71.19,0.00,89.98,0.00,96.79,1.00,98.97,0.00,98.22,1.00,						36.22,0.00,25.20,0.00,54.26,0.00,99.31,1.00,26.58,0.00,63.57,0.00,32.67,0.00,79.86,0.00,90.35,0.00,67.10,0.00,						98.68,85.51,91.31,97.96,55.98,65.91
0,5,2,0,						60000,1000,6000,0.000100,0.00,						90.20,88.02,97.87,99.31,74.85,88.90,89.35,96.98,98.67,99.11,						65.31,0.00,33.22,0.00,96.22,1.00,99.21,0.00,46.33,0.00,74.33,0.00,65.03,0.00,90.95,0.00,96.30,1.00,90.39,0.00,						94.59,0.00,92.16,1.00,97.00,0.00,96.93,0.00,75.87,0.00,70.40,0.00,93.01,0.00,95.53,1.00,98.46,0.00,98.32,1.00,						30.10,0.00,20.26,0.00,91.86,0.00,99.41,1.00,20.47,0.00,55.16,0.00,24.53,0.00,72.37,0.00,84.60,0.00,54.11,0.00,						98.68,91.31,92.38,97.96,67.72,68.48
0,6,7,2,						60000,1000,7000,0.000300,0.00,						58.37,87.31,93.41,98.32,52.44,55.04,66.39,97.08,97.84,98.61,						9.69,0.00,9.16,0.00,90.41,1.00,98.51,0.00,13.75,0.00,24.22,0.00,8.66,0.00,94.07,0.00,95.48,1.00,85.93,0.00,						68.57,0.00,91.89,1.00,89.15,0.00,92.97,0.00,52.55,0.00,34.64,0.00,70.04,0.00,96.01,1.00,98.05,0.00,98.51,1.00,						0.20,0.00,0.44,0.00,80.04,0.00,99.01,1.00,0.92,0.00,5.38,0.00,0.21,0.00,90.47,1.00,75.46,0.00,33.00,0.00,						98.68,92.38,81.08,97.87,68.01,36.64
0,7,3,0,						60000,1000,8000,0.000300,0.00,						57.96,90.57,87.60,99.70,52.65,41.48,68.79,95.82,96.30,98.32,						12.76,0.00,20.88,0.00,81.78,1.00,99.80,1.00,14.97,0.00,14.80,0.00,12.84,0.00,86.48,0.00,93.53,1.00,83.45,0.00,						67.04,0.00,94.63,1.00,82.95,0.00,94.26,0.00,51.63,0.00,27.58,0.00,75.57,0.00,95.62,1.00,97.54,0.00,98.22,1.00,						0.61,0.00,2.11,0.00,64.63,0.00,99.90,1.00,1.12,0.00,2.35,0.00,0.42,0.00,57.98,1.00,67.56,0.00,28.94,0.00,						98.68,81.08,79.68,97.93,44.01,43.72
0,8,0,2,						60000,1000,9000,0.000300,0.00,						98.06,89.96,89.73,99.90,53.56,50.00,68.16,96.21,96.71,98.61,						93.98,0.00,44.85,0.00,83.82,1.00,99.80,1.00,23.01,0.00,30.27,0.00,19.73,0.00,88.72,0.00,94.35,1.00,89.89,0.00,						96.94,0.00,93.48,1.00,84.69,0.00,95.45,0.00,51.22,0.00,31.61,0.00,77.45,0.00,96.79,1.00,96.10,0.00,97.82,1.00,						85.31,1.00,24.49,0.00,69.67,0.00,99.80,1.00,7.64,0.00,13.79,0.00,1.36,0.00,75.39,1.00,78.75,0.00,58.37,0.00,						98.68,79.68,84.68,97.89,49.12,64.72
0,9,9,2,						60000,1000,10000,0.000300,0.00,						95.92,85.99,90.99,99.80,42.57,34.98,60.65,95.14,94.25,99.31,						89.08,0.00,43.00,0.00,83.53,1.00,99.80,1.00,13.44,0.00,16.48,0.00,12.32,0.00,88.13,0.00,92.81,1.00,97.92,0.00,						93.47,0.00,91.63,1.00,83.62,0.00,93.56,0.00,41.96,0.00,17.83,0.00,66.08,0.00,94.84,1.00,93.12,0.00,98.41,1.00,						82.65,1.00,31.98,0.00,70.06,0.00,99.70,1.00,6.11,0.00,8.07,0.00,1.57,0.00,77.53,1.00,77.52,0.00,93.66,1.00,						98.68,84.68,80.72,97.38,67.26,64.26
