experiment_ID, 					ID, 					instance_ID, 					instance_digit,					instance_noise_type, 					acc_instance_before_last_model, 					acc_instance_last_model,					acc_on_task_first_model,					acc_on_task_before_last_model, 					acc_on_task_last_model					
0,0,0,9,0,26.80,94.40,92.57,92.57,99.21
0,1,0,9,0,94.40,75.20,92.57,99.21,96.73
0,1,1,3,1,8.80,70.00,86.24,73.76,98.91
0,2,0,9,0,75.20,60.80,92.57,96.73,96.63
0,2,1,3,1,70.00,62.80,86.24,98.91,98.02
0,2,2,2,1,26.80,72.40,90.70,88.37,99.22
0,3,0,9,0,60.80,75.60,92.57,96.63,98.12
0,3,1,3,1,62.80,39.60,86.24,98.02,94.06
0,3,2,2,1,72.40,66.40,90.70,99.22,96.80
0,3,3,9,1,38.40,57.20,75.02,97.62,96.53
0,4,0,9,0,75.60,65.60,92.57,98.12,96.53
0,4,1,3,1,39.60,39.60,86.24,94.06,95.15
0,4,2,2,1,66.40,53.60,90.70,96.80,96.22
0,4,3,9,1,57.20,49.60,75.02,96.53,89.69
0,4,4,5,1,8.40,59.60,87.78,78.36,94.84
0,5,0,9,0,65.60,74.00,92.57,96.53,98.32
0,5,1,3,1,39.60,34.40,86.24,95.15,94.16
0,5,2,2,1,53.60,51.60,90.70,96.22,94.86
0,5,3,9,1,49.60,53.20,75.02,89.69,97.62
0,5,4,5,1,59.60,48.00,87.78,94.84,92.60
0,5,5,9,1,27.20,67.60,75.02,89.69,97.62
0,6,0,9,0,74.00,70.00,92.57,98.32,97.42
0,6,1,3,1,34.40,34.40,86.24,94.16,94.36
0,6,2,2,1,51.60,50.00,90.70,94.86,95.16
0,6,3,9,1,53.20,54.40,75.02,97.62,96.53
0,6,4,5,1,48.00,51.60,87.78,92.60,93.72
0,6,5,9,1,67.60,71.60,75.02,97.62,96.53
0,6,6,8,1,13.60,46.40,84.50,79.67,92.81
0,7,0,9,0,70.00,64.00,92.57,97.42,97.22
0,7,1,3,1,34.40,32.40,86.24,94.36,93.56
0,7,2,2,1,50.00,54.80,90.70,95.16,97.58
0,7,3,9,1,54.40,47.20,75.02,96.53,95.84
0,7,4,5,1,51.60,49.60,87.78,93.72,93.83
0,7,5,9,1,71.60,56.80,75.02,96.53,95.84
0,7,6,8,1,46.40,44.80,84.50,92.81,92.09
0,7,7,2,2,46.40,61.60,92.15,93.51,97.67
0,8,0,9,0,64.00,61.20,92.57,97.22,96.23
0,8,1,3,1,32.40,43.60,86.24,93.56,96.14
0,8,2,2,1,54.80,54.80,90.70,97.58,97.67
0,8,3,9,1,47.20,48.40,75.02,95.84,94.55
0,8,4,5,1,49.60,37.60,87.78,93.83,92.83
0,8,5,9,1,56.80,52.00,75.02,95.84,94.55
0,8,6,8,1,44.80,40.80,84.50,92.09,90.04
0,8,7,2,2,61.60,56.80,92.15,97.67,95.83
0,8,8,3,1,31.60,49.20,86.24,93.56,96.14
0,9,0,9,0,61.20,64.40,92.57,96.23,97.03
0,9,1,3,1,43.60,36.00,86.24,96.14,95.35
0,9,2,2,1,54.80,52.80,90.70,97.67,97.00
0,9,3,9,1,48.40,48.80,75.02,94.55,93.76
0,9,4,5,1,37.60,38.40,87.78,92.83,91.59
0,9,5,9,1,52.00,44.40,75.02,94.55,93.76
0,9,6,8,1,40.80,36.80,84.50,90.04,88.60
0,9,7,2,2,56.80,54.80,92.15,95.83,96.71
0,9,8,3,1,49.20,42.40,86.24,96.14,95.35
0,9,9,9,0,47.60,50.40,92.57,96.23,97.03
