experiment_ID, 					ID, 					instance_ID, 					instance_digit,					instance_noise_type, 					acc_instance_before_last_model, 					acc_instance_last_model,					acc_on_task_first_model,					acc_on_task_before_last_model, 					acc_on_task_last_model					
0,0,0,3,1,24.40,93.20,88.22,88.22,99.60
0,1,0,3,1,93.20,56.40,88.22,99.60,98.12
0,1,1,9,2,5.20,29.20,78.59,22.70,92.27
0,2,0,3,1,56.40,51.60,88.22,98.12,97.62
0,2,1,9,2,29.20,21.60,78.59,92.27,84.14
0,2,2,2,2,22.00,53.20,93.22,85.37,97.29
0,3,0,3,1,51.60,37.20,88.22,97.62,94.46
0,3,1,9,2,21.60,46.00,78.59,84.14,95.04
0,3,2,2,2,53.20,42.00,93.22,97.29,96.51
0,3,3,9,0,22.40,48.80,93.06,95.24,98.22
0,4,0,3,1,37.20,45.20,88.22,94.46,96.34
0,4,1,9,2,46.00,30.80,78.59,95.04,91.48
0,4,2,2,2,42.00,43.20,93.22,96.51,96.12
0,4,3,9,0,48.80,34.80,93.06,98.22,97.03
0,4,4,3,1,32.00,52.00,88.22,94.46,96.34
0,5,0,3,1,45.20,46.00,88.22,96.34,95.45
0,5,1,9,2,30.80,18.00,78.59,91.48,81.57
0,5,2,2,2,43.20,56.80,93.22,96.12,98.45
0,5,3,9,0,34.80,25.20,93.06,97.03,94.95
0,5,4,3,1,52.00,48.80,88.22,96.34,95.45
0,5,5,2,1,28.00,53.20,91.38,97.00,99.32
0,6,0,3,1,46.00,47.60,88.22,95.45,95.74
0,6,1,9,2,18.00,17.20,78.59,81.57,78.30
0,6,2,2,2,56.80,54.40,93.22,98.45,97.29
0,6,3,9,0,25.20,19.20,93.06,94.95,93.76
0,6,4,3,1,48.80,56.40,88.22,95.45,95.74
0,6,5,2,1,53.20,50.40,91.38,99.32,99.22
0,6,6,5,1,32.00,55.20,88.00,92.04,97.09
0,7,0,3,1,47.60,45.60,88.22,95.74,95.54
0,7,1,9,2,17.20,29.20,78.59,78.30,86.03
0,7,2,2,2,54.40,53.60,93.22,97.29,97.00
0,7,3,9,0,19.20,29.20,93.06,93.76,96.33
0,7,4,3,1,56.40,51.20,88.22,95.74,95.54
0,7,5,2,1,50.40,46.40,91.38,99.22,98.93
0,7,6,5,1,55.20,50.80,88.00,97.09,96.86
0,7,7,9,1,15.20,40.80,80.28,91.58,94.95
0,8,0,3,1,45.60,46.00,88.22,95.54,94.75
0,8,1,9,2,29.20,20.00,78.59,86.03,83.15
0,8,2,2,2,53.60,58.00,93.22,97.00,98.35
0,8,3,9,0,29.20,29.60,93.06,96.33,96.04
0,8,4,3,1,51.20,41.60,88.22,95.54,94.75
0,8,5,2,1,46.40,62.40,91.38,98.93,99.52
0,8,6,5,1,50.80,45.60,88.00,96.86,95.85
0,8,7,9,1,40.80,38.40,80.28,94.95,95.84
0,8,8,2,1,48.80,81.60,91.38,98.93,99.52
0,9,0,3,1,46.00,40.00,88.22,94.75,92.67
0,9,1,9,2,20.00,36.00,78.59,83.15,92.57
0,9,2,2,2,58.00,58.00,93.22,98.35,97.97
0,9,3,9,0,29.60,51.20,93.06,96.04,98.32
0,9,4,3,1,41.60,31.20,88.22,94.75,92.67
0,9,5,2,1,62.40,62.80,91.38,99.52,99.32
0,9,6,5,1,45.60,37.60,88.00,95.85,95.29
