experiment_ID, ID ,noise type, Initial training dataset size, Oversampling Size per new instance, accumilated_retraining_dataset_size, lr, ewc_lambda, 					first_model_acc_on_original_training_data, first_model_acc_on_original_testing_data,					first_model_acc_on_oversampled_new_instance_training_data, first_model_acc_on_oversampled_new_instance_testing_data,					first_model_acc_on_accumilated_oversampled_new_instances_training_data, first_model_acc_on_accumilated_oversampled_new_instances_testing_data,					before_last_model_acc_on_original_training_data, before_last_model_acc_on_original_testing_data,					before_last_model_acc_on_oversampled_new_instance_training_data, before_last_model_acc_on_oversampled_new_instance_testing_data,					before_last_model_acc_on_accumilated_oversampled_new_instances_training_data, before_last_model_acc_on_accumilated_oversampled_new_instances_testing_data,					last_model_acc_on_original_training_data, last_model_acc_on_original_testing_data,					last_model_acc_on_oversampled_new_instance_training_data, last_model_acc_on_oversampled_new_instance_testing_data,					last_model_acc_on_accumilated_oversampled_new_instances_training_data, last_model_acc_on_accumilated_oversampled_new_instances_testing_data,					acc_instance_test_first_model, acc_instance_test_before_last_model, acc_instance_test_last_model,					acc_accumilated_instances_test_first_model, acc_accumilated_instances_test_before_last_model, acc_accumilated_instances_test_last_model
0,0,2,60000,1000,1000,0.000542,90.13,98.67,98.64,33.20,31.20,33.20,31.20,98.67,98.64,33.20,31.20,33.20,31.20,94.30,94.58,87.90,88.80,87.90,88.80,31.20,31.20,88.80,31.20,31.20,88.80
0,1,1,60000,1000,2000,0.000159,43.47,98.67,98.64,25.50,25.60,29.35,28.40,94.30,94.58,16.70,18.40,52.30,53.60,95.88,96.18,73.70,71.60,63.00,61.60,25.60,18.40,71.60,28.40,53.60,61.60
0,2,2,60000,1000,3000,0.000176,80.45,98.67,98.64,19.40,20.40,26.03,25.73,95.88,96.18,37.80,40.40,54.60,54.53,94.48,94.84,73.50,76.40,69.27,68.93,20.40,40.40,76.40,25.73,54.53,68.93
0,3,1,60000,1000,4000,0.000196,97.73,98.67,98.64,53.10,55.60,32.80,33.20,94.48,94.84,46.20,46.40,63.50,63.30,93.85,94.04,69.30,66.40,61.65,60.80,55.60,46.40,66.40,33.20,63.30,60.80
0,4,1,60000,1000,5000,0.000180,71.03,98.67,98.64,19.80,23.20,30.20,31.20,93.85,94.04,14.00,14.00,52.12,51.44,95.84,96.03,47.10,51.20,53.44,53.68,23.20,14.00,51.20,31.20,51.44,53.68
0,5,0,60000,1000,6000,0.000124,52.64,98.67,98.64,9.90,10.40,26.82,27.73,95.84,96.03,35.20,38.80,50.40,51.20,93.95,94.05,54.90,59.60,56.57,57.53,10.40,38.80,59.60,27.73,51.20,57.53
0,6,1,60000,1000,7000,0.000104,85.00,98.67,98.64,21.90,25.20,26.10,27.37,93.95,94.05,42.50,49.60,54.56,56.40,95.12,95.26,57.30,62.80,50.30,52.46,25.20,49.60,62.80,27.37,56.40,52.46
0,7,1,60000,1000,8000,0.000105,75.65,98.67,98.64,20.30,22.40,25.39,26.75,95.12,95.26,47.20,50.40,49.91,52.20,93.26,93.33,55.90,55.60,51.05,52.00,22.40,50.40,55.60,26.75,52.20,52.00
0,8,2,60000,1000,9000,0.000102,85.43,98.67,98.64,12.10,11.20,23.91,25.02,93.26,93.33,26.90,26.40,48.37,49.16,93.13,93.43,37.70,37.60,50.22,51.87,11.20,26.40,37.60,25.02,49.16,51.87
0,9,2,60000,1000,10000,0.000115,91.32,98.67,98.64,38.50,33.60,25.37,25.88,93.13,93.43,26.10,20.80,47.81,48.76,93.81,93.99,43.60,37.60,48.75,49.32,33.60,20.80,37.60,25.88,48.76,49.32
