experiment_ID, 					ID, 					instance_ID, 					instance_digit,					instance_noise_type, 					acc_instance_before_last_model, 					acc_instance_last_model,					acc_on_task_first_model,					acc_on_task_before_last_model, 					acc_on_task_last_model					
0,0,0,9,2,4.80,98.40,77.40,77.40,99.80
0,1,0,9,2,98.40,93.60,77.40,99.80,96.63
0,1,1,3,1,17.20,95.60,88.32,65.15,97.82
0,2,0,9,2,93.60,93.60,77.40,96.63,94.15
0,2,1,3,1,95.60,79.20,88.32,97.82,95.45
0,2,2,2,2,0.00,94.80,93.60,28.39,99.13
0,3,0,9,2,93.60,99.20,77.40,94.15,98.61
0,3,1,3,1,79.20,61.60,88.32,95.45,90.20
0,3,2,2,2,94.80,89.20,93.60,99.13,97.87
0,3,3,9,0,49.20,78.40,93.36,97.92,100.00
0,4,0,9,2,99.20,84.80,77.40,98.61,95.84
0,4,1,3,1,61.60,56.80,88.32,90.20,93.07
0,4,2,2,2,89.20,82.80,93.60,97.87,97.00
0,4,3,9,0,78.40,68.80,93.36,100.00,98.71
0,4,4,7,1,38.40,88.40,94.75,90.27,98.74
0,5,0,9,2,84.80,67.20,77.40,95.84,93.16
0,5,1,3,1,56.80,75.60,88.32,93.07,96.53
0,5,2,2,2,82.80,55.20,93.60,97.00,89.83
0,5,3,9,0,68.80,61.60,93.36,98.71,97.82
0,5,4,7,1,88.40,88.40,94.75,98.74,98.74
0,5,5,3,2,22.40,84.40,94.46,95.84,99.41
0,6,0,9,2,67.20,92.00,77.40,93.16,92.47
0,6,1,3,1,75.60,98.40,88.32,96.53,92.67
0,6,2,2,2,55.20,90.40,93.60,89.83,75.58
0,6,3,9,0,61.60,91.60,93.36,97.82,98.91
0,6,4,7,1,88.40,96.00,94.75,98.74,97.28
0,6,5,3,2,84.40,95.20,94.46,99.41,99.21
0,6,6,8,2,0.00,67.20,92.71,10.37,78.03
0,7,0,9,2,92.00,93.60,77.40,92.47,91.97
0,7,1,3,1,98.40,98.00,88.32,92.67,88.51
0,7,2,2,2,90.40,90.00,93.60,75.58,76.36
0,7,3,9,0,91.60,95.20,93.36,98.91,99.21
0,7,4,7,1,96.00,98.40,94.75,97.28,96.60
0,7,5,3,2,95.20,93.60,94.46,99.21,98.51
0,7,6,8,2,67.20,66.40,92.71,78.03,81.42
0,7,7,5,1,4.40,97.60,88.12,46.75,94.28
0,8,0,9,2,93.60,70.00,77.40,91.97,88.70
0,8,1,3,1,98.00,92.00,88.32,88.51,89.41
0,8,2,2,2,90.00,76.80,93.60,76.36,70.35
0,8,3,9,0,95.20,81.20,93.36,99.21,98.41
0,8,4,7,1,98.40,92.40,94.75,96.60,96.98
0,8,5,3,2,93.60,76.80,94.46,98.51,97.52
0,8,6,8,2,66.40,73.20,92.71,81.42,95.17
0,8,7,5,1,97.60,86.00,88.12,94.28,94.17
0,8,8,8,2,15.20,55.20,92.71,81.42,95.17
0,9,0,9,2,70.00,83.20,77.40,88.70,86.62
0,9,1,3,1,92.00,87.20,88.32,89.41,80.30
0,9,2,2,2,76.80,93.60,93.60,70.35,77.71
0,9,3,9,0,81.20,95.20,93.36,98.41,97.42
0,9,4,7,1,92.40,96.80,94.75,96.98,95.82
0,9,5,3,2,76.80,80.80,94.46,97.52,89.31
0,9,6,8,2,73.20,86.80,92.71,95.17,96.61
0,9,7,5,1,86.00,96.80,88.12,94.17,92.38
0,9,8,8,2,55.20,73.20,92.71,95.17,96.61
0,9,9,2,1,32.80,93.60,91.47,56.69,89.44
