experiment_ID, ID ,noise type, Initial training dataset size, Oversampling Size per new instance, accumilated_retraining_dataset_size, lr, ewc_lambda, 					first_model_acc_on_original_training_data, first_model_acc_on_original_testing_data,					first_model_acc_on_oversampled_new_instance_training_data, first_model_acc_on_oversampled_new_instance_testing_data,					first_model_acc_on_accumilated_oversampled_new_instances_training_data, first_model_acc_on_accumilated_oversampled_new_instances_testing_data,					before_last_model_acc_on_original_training_data, before_last_model_acc_on_original_testing_data,					before_last_model_acc_on_oversampled_new_instance_training_data, before_last_model_acc_on_oversampled_new_instance_testing_data,					before_last_model_acc_on_accumilated_oversampled_new_instances_training_data, before_last_model_acc_on_accumilated_oversampled_new_instances_testing_data,					last_model_acc_on_original_training_data, last_model_acc_on_original_testing_data,					last_model_acc_on_oversampled_new_instance_training_data, last_model_acc_on_oversampled_new_instance_testing_data,					last_model_acc_on_accumilated_oversampled_new_instances_training_data, last_model_acc_on_accumilated_oversampled_new_instances_testing_data,					acc_instance_test_first_model, acc_instance_test_before_last_model, acc_instance_test_last_model,					acc_accumilated_instances_test_first_model, acc_accumilated_instances_test_before_last_model, acc_accumilated_instances_test_last_model
0,0,0,60000,1000,1000,0.000100,90.00,98.57,98.60,36.10,37.20,36.10,37.20,98.57,98.60,36.10,37.20,36.10,37.20,97.91,97.94,66.40,66.00,66.40,66.00,37.20,37.20,66.00,37.20,37.20,66.00
0,1,0,60000,1000,2000,0.000100,100.00,98.57,98.60,46.20,40.00,41.15,38.60,97.91,97.94,35.10,29.20,50.75,47.60,97.95,97.96,66.00,66.40,63.60,63.80,40.00,29.20,66.40,38.60,47.60,63.80
0,2,2,60000,1000,3000,0.000100,100.00,98.57,98.60,68.90,68.00,50.40,48.40,97.95,97.96,48.30,48.40,58.50,58.67,98.22,98.20,81.60,80.40,64.70,63.47,68.00,48.40,80.40,48.40,58.67,63.47
0,3,2,60000,1000,4000,0.000100,100.00,98.57,98.60,26.40,24.80,44.40,42.50,98.22,98.20,21.10,20.00,53.80,52.60,98.24,98.33,47.40,46.40,59.38,57.90,24.80,20.00,46.40,42.50,52.60,57.90
0,4,0,60000,1000,5000,0.000100,100.00,98.57,98.60,33.80,32.80,42.28,40.56,98.24,98.33,29.90,28.80,53.48,52.08,98.27,98.31,41.70,41.60,53.86,53.68,32.80,28.80,41.60,40.56,52.08,53.68
0,5,2,60000,1000,6000,0.000100,100.00,98.57,98.60,33.40,34.00,40.80,39.47,98.27,98.31,21.80,24.80,48.52,48.87,98.31,98.39,38.90,40.40,49.50,49.67,34.00,24.80,40.40,39.47,48.87,49.67
0,6,1,60000,1000,7000,0.000100,100.00,98.57,98.60,14.70,12.80,37.07,35.66,98.31,98.39,17.70,16.40,44.96,44.91,98.18,98.23,34.20,35.60,47.04,47.14,12.80,16.40,35.60,35.66,44.91,47.14
0,7,2,60000,1000,8000,0.000100,100.00,98.57,98.60,26.60,25.60,35.76,34.40,98.18,98.23,35.10,31.20,45.55,45.15,98.05,98.12,43.60,39.60,45.30,44.75,25.60,31.20,39.60,34.40,45.15,44.75
0,8,0,60000,1000,9000,0.000100,100.00,98.57,98.60,51.10,50.80,37.47,36.22,98.05,98.12,44.00,48.00,45.16,45.11,98.12,98.16,60.50,60.00,45.99,45.20,50.80,48.00,60.00,36.22,45.11,45.20
0,9,1,60000,1000,10000,0.000100,100.00,98.57,98.60,45.00,41.20,38.22,36.72,98.12,98.16,42.50,40.80,45.64,44.76,98.16,98.20,53.60,52.80,45.75,44.72,41.20,40.80,52.80,36.72,44.76,44.72
