experiment_ID, 					ID, 					instance_ID, 					instance_digit,					instance_noise_type, 					acc_instance_before_last_model, 					acc_instance_last_model,					acc_on_task_first_model,					acc_on_task_before_last_model, 					acc_on_task_last_model					
0,0,0,5,1,27.60,73.20,87.89,87.89,99.55
0,1,0,5,1,73.20,70.00,87.89,99.55,99.44
0,1,1,9,2,0.40,61.60,77.30,31.02,94.45
0,2,0,5,1,70.00,71.20,87.89,99.44,97.42
0,2,1,9,2,61.60,46.80,77.30,94.45,88.50
0,2,2,3,1,30.00,81.20,88.61,85.25,98.51
0,3,0,5,1,71.20,60.00,87.89,97.42,95.52
0,3,1,9,2,46.80,44.80,77.30,88.50,84.84
0,3,2,3,1,81.20,74.00,88.61,98.51,98.91
0,3,3,2,2,12.00,42.80,92.34,66.47,96.12
0,4,0,5,1,60.00,47.20,87.89,95.52,92.94
0,4,1,9,2,44.80,72.00,77.30,84.84,95.24
0,4,2,3,1,74.00,63.60,88.61,98.91,98.32
0,4,3,2,2,42.80,32.80,92.34,96.12,93.41
0,4,4,9,0,39.20,86.00,93.16,96.04,98.41
0,5,0,5,1,47.20,44.40,87.89,92.94,92.83
0,5,1,9,2,72.00,70.80,77.30,95.24,93.36
0,5,2,3,1,63.60,67.60,88.61,98.32,96.83
0,5,3,2,2,32.80,32.80,92.34,93.41,89.63
0,5,4,9,0,86.00,74.80,93.16,98.41,98.91
0,5,5,8,1,10.80,38.00,86.55,71.97,97.74
0,6,0,5,1,44.40,42.40,87.89,92.83,92.04
0,6,1,9,2,70.80,83.60,77.30,93.36,98.12
0,6,2,3,1,67.60,58.80,88.61,96.83,95.74
0,6,3,2,2,32.80,25.20,92.34,89.63,87.89
0,6,4,9,0,74.80,85.20,93.16,98.91,99.50
0,6,5,8,1,38.00,31.20,86.55,97.74,97.13
0,6,6,9,2,38.00,65.20,77.30,93.36,98.12
0,7,0,5,1,42.40,37.60,87.89,92.04,89.91
0,7,1,9,2,83.60,79.60,77.30,98.12,98.02
0,7,2,3,1,58.80,51.60,88.61,95.74,93.56
0,7,3,2,2,25.20,48.80,92.34,87.89,95.93
0,7,4,9,0,85.20,79.20,93.16,99.50,99.31
0,7,5,8,1,31.20,26.80,86.55,97.13,96.10
0,7,6,9,2,65.20,66.00,77.30,98.12,98.02
0,7,7,2,1,33.20,78.00,90.89,93.90,98.06
0,8,0,5,1,37.60,56.40,87.89,89.91,96.64
0,8,1,9,2,79.60,75.20,77.30,98.02,97.03
0,8,2,3,1,51.60,45.20,88.61,93.56,92.97
0,8,3,2,2,48.80,44.80,92.34,95.93,95.54
0,8,4,9,0,79.20,78.00,93.16,99.31,98.91
0,8,5,8,1,26.80,23.60,86.55,96.10,94.56
0,8,6,9,2,66.00,58.40,77.30,98.02,97.03
0,8,7,2,1,78.00,72.00,90.89,98.06,98.35
0,8,8,5,2,26.40,57.20,92.26,73.99,93.95
0,9,0,5,1,56.40,54.00,87.89,96.64,93.83
0,9,1,9,2,75.20,69.60,77.30,97.03,95.14
0,9,2,3,1,45.20,72.40,88.61,92.97,98.51
0,9,3,2,2,44.80,35.60,92.34,95.54,90.12
0,9,4,9,0,78.00,70.00,93.16,98.91,98.71
0,9,5,8,1,23.60,22.80,86.55,94.56,92.51
0,9,6,9,2,58.40,50.40,77.30,97.03,95.14
0,9,7,2,1,72.00,56.00,90.89,98.35,96.22
0,9,8,5,2,57.20,51.60,92.26,93.95,87.89
0,9,9,3,1,35.60,69.60,88.61,92.97,98.51
