experiment_ID, ID ,noise type, Initial training dataset size, Oversampling Size per new instance, accumilated_retraining_dataset_size, lr, ewc_lambda, 					first_model_acc_on_original_training_data, first_model_acc_on_original_testing_data,					first_model_acc_on_oversampled_new_instance_training_data, first_model_acc_on_oversampled_new_instance_testing_data,					first_model_acc_on_accumilated_oversampled_new_instances_training_data, first_model_acc_on_accumilated_oversampled_new_instances_testing_data,					before_last_model_acc_on_original_training_data, before_last_model_acc_on_original_testing_data,					before_last_model_acc_on_oversampled_new_instance_training_data, before_last_model_acc_on_oversampled_new_instance_testing_data,					before_last_model_acc_on_accumilated_oversampled_new_instances_training_data, before_last_model_acc_on_accumilated_oversampled_new_instances_testing_data,					last_model_acc_on_original_training_data, last_model_acc_on_original_testing_data,					last_model_acc_on_oversampled_new_instance_training_data, last_model_acc_on_oversampled_new_instance_testing_data,					last_model_acc_on_accumilated_oversampled_new_instances_training_data, last_model_acc_on_accumilated_oversampled_new_instances_testing_data,					acc_instance_test_first_model, acc_instance_test_before_last_model, acc_instance_test_last_model,					acc_accumilated_instances_test_first_model, acc_accumilated_instances_test_before_last_model, acc_accumilated_instances_test_last_model
0,0,1,60000,1000,1000,0.000825,87.66,98.64,98.59,26.90,25.60,26.90,25.60,98.64,98.59,26.90,25.60,26.90,25.60,88.03,88.71,99.40,99.20,99.40,99.20,25.60,25.60,99.20,25.60,25.60,99.20
0,1,0,60000,1000,2000,0.000588,98.28,98.64,98.59,31.70,31.60,29.30,28.60,88.03,88.71,6.90,7.20,53.15,53.20,93.23,93.38,80.10,78.00,86.70,85.40,31.60,7.20,78.00,28.60,53.20,85.40
0,2,1,60000,1000,3000,0.000815,74.85,98.64,98.59,20.90,27.20,26.50,28.13,93.23,93.38,14.20,17.20,62.53,62.67,92.00,92.09,67.40,70.00,77.00,79.20,27.20,17.20,70.00,28.13,62.67,79.20
0,3,1,60000,1000,4000,0.000529,49.01,98.64,98.59,29.60,29.60,27.27,28.50,92.00,92.09,13.10,12.00,61.02,62.40,92.75,92.89,77.00,80.40,70.33,71.50,29.60,12.00,80.40,28.50,62.40,71.50
0,4,0,60000,1000,5000,0.000482,61.64,98.64,98.59,28.80,30.40,27.58,28.88,92.75,92.89,48.70,53.60,66.00,67.92,91.36,91.74,72.80,72.80,67.14,69.52,30.40,53.60,72.80,28.88,67.92,69.52
0,5,1,60000,1000,6000,0.001032,99.51,98.64,98.59,30.30,28.80,28.03,28.87,91.36,91.74,12.20,10.40,57.98,59.67,91.96,92.60,61.80,58.00,65.85,66.93,28.80,10.40,58.00,28.87,59.67,66.93
0,6,1,60000,1000,7000,0.000411,72.19,98.64,98.59,28.30,26.40,28.07,28.51,91.96,92.60,47.70,45.20,63.26,63.83,92.96,93.45,66.20,62.00,59.89,61.03,26.40,45.20,62.00,28.51,63.83,61.03
0,7,1,60000,1000,8000,0.000525,98.73,98.64,98.59,23.40,20.80,27.49,27.55,92.96,93.45,38.80,38.00,57.25,58.15,91.99,92.52,60.10,58.40,59.40,59.05,20.80,38.00,58.40,27.55,58.15,59.05
0,8,2,60000,1000,9000,0.000293,78.16,98.64,98.59,13.40,11.60,25.92,25.78,91.99,92.52,46.50,41.60,57.97,57.11,92.62,93.13,61.60,56.40,56.79,56.93,11.60,41.60,56.40,25.78,57.11,56.93
0,9,1,60000,1000,10000,0.000133,47.55,98.64,98.59,23.50,28.80,25.68,26.08,92.62,93.13,40.60,44.80,55.17,55.72,93.27,93.68,56.30,58.80,52.27,51.64,28.80,44.80,58.80,26.08,55.72,51.64
0,10,1,60000,1000,11000,0.000248,34.81,98.64,98.59,51.90,60.40,28.06,29.20,93.27,93.68,34.40,31.60,50.65,49.82,93.06,93.42,65.90,67.60,56.68,57.27,60.40,31.60,67.60,29.20,49.82,57.27
0,11,2,60000,1000,12000,0.000328,49.84,98.64,98.59,37.20,36.80,28.82,29.83,93.06,93.42,21.10,22.00,53.72,54.33,93.17,93.71,53.50,58.40,54.27,55.20,36.80,22.00,58.40,29.83,54.33,55.20
0,12,2,60000,1000,13000,0.000568,58.28,98.64,98.59,33.70,33.60,29.20,30.12,93.17,93.71,14.00,11.20,51.17,51.82,93.14,93.69,35.10,36.40,52.39,54.52,33.60,11.20,36.40,30.12,51.82,54.52
0,13,2,60000,1000,14000,0.000846,90.28,98.64,98.59,42.00,40.00,30.11,30.83,93.14,93.69,0.60,0.00,48.69,50.63,94.58,95.03,18.90,16.00,50.38,52.57,40.00,0.00,16.00,30.83,50.63,52.57
0,14,1,60000,1000,15000,0.000805,62.18,98.64,98.59,25.70,22.40,29.82,30.27,94.58,95.03,30.30,30.80,49.04,51.12,94.02,94.53,65.90,62.80,53.71,55.15,22.40,30.80,62.80,30.27,51.12,55.15
0,15,2,60000,1000,16000,0.000799,61.33,98.64,98.59,33.80,32.00,30.07,30.38,94.02,94.53,36.10,38.40,52.61,54.10,94.22,94.64,60.90,62.80,53.75,55.33,32.00,38.40,62.80,30.38,54.10,55.33
0,16,2,60000,1000,17000,0.000781,49.76,98.64,98.59,34.70,34.00,30.34,30.59,94.22,94.64,49.00,50.80,53.47,55.06,93.97,94.47,79.10,76.00,56.68,57.46,34.00,50.80,76.00,30.59,55.06,57.46
0,17,0,60000,1000,18000,0.001294,11.23,98.64,98.59,41.60,42.40,30.97,31.24,93.97,94.47,5.00,4.80,53.81,54.53,92.36,93.04,58.30,61.20,69.52,69.89,42.40,4.80,61.20,31.24,54.53,69.89
0,18,0,60000,1000,19000,0.001604,9.67,98.64,98.59,40.00,37.20,31.44,31.56,92.36,93.04,42.30,36.40,68.09,68.13,90.57,91.34,73.80,74.40,73.20,73.83,37.20,36.40,74.40,31.56,68.13,73.83
