experiment_ID, ID ,noise type, Initial training dataset size, Oversampling Size per new instance, accumilated_retraining_dataset_size, lr, ewc_lambda, 					first_model_acc_on_original_training_data, first_model_acc_on_original_testing_data,					first_model_acc_on_oversampled_new_instance_training_data, first_model_acc_on_oversampled_new_instance_testing_data,					first_model_acc_on_accumilated_oversampled_new_instances_training_data, first_model_acc_on_accumilated_oversampled_new_instances_testing_data,					before_last_model_acc_on_original_training_data, before_last_model_acc_on_original_testing_data,					before_last_model_acc_on_oversampled_new_instance_training_data, before_last_model_acc_on_oversampled_new_instance_testing_data,					before_last_model_acc_on_accumilated_oversampled_new_instances_training_data, before_last_model_acc_on_accumilated_oversampled_new_instances_testing_data,					last_model_acc_on_original_training_data, last_model_acc_on_original_testing_data,					last_model_acc_on_oversampled_new_instance_training_data, last_model_acc_on_oversampled_new_instance_testing_data,					last_model_acc_on_accumilated_oversampled_new_instances_training_data, last_model_acc_on_accumilated_oversampled_new_instances_testing_data,					acc_instance_test_first_model, acc_instance_test_before_last_model, acc_instance_test_last_model,					acc_accumilated_instances_test_first_model, acc_accumilated_instances_test_before_last_model, acc_accumilated_instances_test_last_model
0,0,2,60000,1000,1000,0.000200,100.00,98.59,98.63,24.50,28.40,24.50,28.40,98.59,98.63,24.50,28.40,24.50,28.40,97.53,97.55,74.30,72.40,74.30,72.40,28.40,28.40,72.40,28.40,28.40,72.40
0,1,1,60000,1000,2000,0.000200,60.00,98.59,98.63,8.80,10.00,16.65,19.20,97.53,97.55,16.50,12.40,45.40,42.40,96.41,96.63,78.10,78.00,72.00,70.60,10.00,12.40,78.00,19.20,42.40,70.60
0,2,2,60000,1000,3000,0.000300,60.00,98.59,98.63,19.20,20.00,17.50,19.47,96.41,96.63,14.50,11.60,52.83,50.93,94.77,95.11,70.10,72.00,70.03,70.67,20.00,11.60,72.00,19.47,50.93,70.67
0,3,0,60000,1000,4000,0.000400,100.00,98.59,98.63,26.40,28.80,19.73,21.80,94.77,95.11,49.20,48.80,64.83,65.20,93.81,94.29,79.80,83.20,71.47,73.00,28.80,48.80,83.20,21.80,65.20,73.00
0,4,0,60000,1000,5000,0.000300,100.00,98.59,98.63,40.20,40.00,23.82,25.44,93.81,94.29,46.40,40.00,66.46,66.40,94.57,94.89,80.00,78.80,69.84,71.28,40.00,40.00,78.80,25.44,66.40,71.28
0,5,0,60000,1000,6000,0.000300,80.00,98.59,98.63,62.40,62.80,30.25,31.67,94.57,94.89,48.80,49.20,66.33,67.60,94.81,94.95,77.30,77.20,68.88,70.20,62.80,49.20,77.20,31.67,67.60,70.20
0,6,0,60000,1000,7000,0.000300,50.00,98.59,98.63,12.00,12.80,27.64,28.97,94.81,94.95,32.50,33.60,63.69,64.97,91.14,91.40,64.60,65.60,69.29,70.46,12.80,33.60,65.60,28.97,64.97,70.46
0,7,2,60000,1000,8000,0.000800,50.00,98.59,98.63,17.00,17.20,26.31,27.50,91.14,91.40,0.10,0.80,60.64,61.75,85.33,85.49,29.70,29.20,69.19,70.15,17.20,0.80,29.20,27.50,61.75,70.15
0,8,0,60000,1000,9000,0.000900,20.00,98.59,98.63,51.40,49.60,29.10,29.96,85.33,85.49,1.20,2.00,61.63,62.58,92.40,92.89,68.10,63.20,70.53,70.58,49.60,2.00,63.20,29.96,62.58,70.58
0,9,1,60000,1000,10000,0.000700,10.00,98.59,98.63,26.20,23.20,28.81,29.28,92.40,92.89,15.70,16.80,65.05,65.20,90.98,91.54,87.00,87.20,70.94,70.08,23.20,16.80,87.20,29.28,65.20,70.08
