experiment_ID, 					ID, 					instance_ID, 					instance_digit,					instance_noise_type, 					acc_instance_before_last_model, 					acc_instance_last_model,					acc_on_task_first_model,					acc_on_task_before_last_model, 					acc_on_task_last_model					
0,0,0,0,1,35.20,93.20,99.39,99.39,100.00
0,1,0,0,1,93.20,83.20,99.39,100.00,100.00
0,1,1,2,2,23.20,72.40,93.80,80.23,95.64
0,2,0,0,1,83.20,85.20,99.39,100.00,100.00
0,2,1,2,2,72.40,80.40,93.80,95.64,97.29
0,2,2,8,2,22.00,49.20,92.30,78.75,91.27
0,3,0,0,1,85.20,97.60,99.39,100.00,100.00
0,3,1,2,2,80.40,96.80,93.80,97.29,96.41
0,3,2,8,2,49.20,59.60,92.30,91.27,94.35
0,3,3,5,1,25.20,81.20,88.57,79.60,94.73
0,4,0,0,1,97.60,92.80,99.39,100.00,99.90
0,4,1,2,2,96.80,87.60,93.80,96.41,94.38
0,4,2,8,2,59.60,56.00,92.30,94.35,93.63
0,4,3,5,1,81.20,77.20,88.57,94.73,95.52
0,4,4,7,0,14.80,84.00,97.86,61.87,90.37
0,5,0,0,1,92.80,90.40,99.39,99.90,99.69
0,5,1,2,2,87.60,85.20,93.80,94.38,94.28
0,5,2,8,2,56.00,49.60,92.30,93.63,93.33
0,5,3,5,1,77.20,76.40,88.57,95.52,94.51
0,5,4,7,0,84.00,79.20,97.86,90.37,93.39
0,5,5,1,2,1.20,97.60,99.21,2.29,92.25
0,6,0,0,1,90.40,86.00,99.39,99.69,99.69
0,6,1,2,2,85.20,86.40,93.80,94.28,93.80
0,6,2,8,2,49.60,51.60,92.30,93.33,93.63
0,6,3,5,1,76.40,68.40,88.57,94.51,95.18
0,6,4,7,0,79.20,76.80,97.86,93.39,92.70
0,6,5,1,2,97.60,95.20,99.21,92.25,90.57
0,6,6,6,1,17.20,80.40,97.49,74.01,98.33
0,7,0,0,1,86.00,87.60,99.39,99.69,98.98
0,7,1,2,2,86.40,84.80,93.80,93.80,94.48
0,7,2,8,2,51.60,47.60,92.30,93.63,89.73
0,7,3,5,1,68.40,62.80,88.57,95.18,95.18
0,7,4,7,0,76.80,77.60,97.86,92.70,91.44
0,7,5,1,2,95.20,93.20,99.21,90.57,91.54
0,7,6,6,1,80.40,82.00,97.49,98.33,98.43
0,7,7,4,1,2.00,90.00,97.05,71.08,97.35
0,8,0,0,1,87.60,84.00,99.39,98.98,99.39
0,8,1,2,2,84.80,75.60,93.80,94.48,92.54
0,8,2,8,2,47.60,46.40,92.30,89.73,79.57
0,8,3,5,1,62.80,62.80,88.57,95.18,94.39
0,8,4,7,0,77.60,71.20,97.86,91.44,90.18
0,8,5,1,2,93.20,92.00,99.21,91.54,88.63
0,8,6,6,1,82.00,82.40,97.49,98.43,98.43
0,8,7,4,1,90.00,87.20,97.05,97.35,97.05
0,8,8,3,0,18.00,83.60,96.44,80.59,98.22
0,9,0,0,1,84.00,82.00,99.39,99.39,99.18
0,9,1,2,2,75.60,68.40,93.80,92.54,88.95
0,9,2,8,2,46.40,38.40,92.30,79.57,75.87
0,9,3,5,1,62.80,69.60,88.57,94.39,95.29
0,9,4,7,0,71.20,70.00,97.86,90.18,90.66
0,9,5,1,2,92.00,88.00,99.21,88.63,88.55
0,9,6,6,1,82.40,79.20,97.49,98.43,98.12
0,9,7,4,1,87.20,89.20,97.05,97.05,97.25
0,9,8,3,0,83.60,75.20,96.44,98.22,97.13
0,9,9,5,2,30.40,83.20,92.38,78.70,93.83
