experiment_ID, 					ID, 					instance_ID, 					instance_digit,					instance_noise_type, 					acc_instance_before_last_model, 					acc_instance_last_model,					acc_on_task_first_model,					acc_on_task_before_last_model, 					acc_on_task_last_model					
0,0,0,3,1,2.40,87.20,87.82,87.82,99.60
0,1,0,3,1,87.20,92.40,87.82,99.60,99.90
0,1,1,8,1,9.20,63.20,84.60,67.25,89.22
0,2,0,3,1,92.40,88.80,87.82,99.90,99.01
0,2,1,8,1,63.20,53.60,84.60,89.22,90.55
0,2,2,5,1,23.60,72.40,87.22,76.57,96.97
0,3,0,3,1,88.80,65.20,87.82,99.01,98.61
0,3,1,8,1,53.60,70.80,84.60,90.55,96.92
0,3,2,5,1,72.40,74.00,87.22,96.97,96.86
0,3,3,8,1,38.00,80.00,84.60,90.55,96.92
0,4,0,3,1,65.20,50.40,87.82,98.61,97.82
0,4,1,8,1,70.80,59.20,84.60,96.92,95.79
0,4,2,5,1,74.00,69.60,87.22,96.86,96.75
0,4,3,8,1,80.00,69.20,84.60,96.92,95.79
0,4,4,7,1,36.80,77.20,94.26,95.62,98.74
0,5,0,3,1,50.40,45.60,87.82,97.82,97.13
0,5,1,8,1,59.20,52.40,84.60,95.79,95.17
0,5,2,5,1,69.60,65.20,87.22,96.75,96.30
0,5,3,8,1,69.20,66.40,84.60,95.79,95.17
0,5,4,7,1,77.20,77.60,94.26,98.74,97.18
0,5,5,2,2,11.20,61.20,93.51,48.35,95.06
0,6,0,3,1,45.60,31.60,87.82,97.13,95.45
0,6,1,8,1,52.40,63.20,84.60,95.17,97.02
0,6,2,5,1,65.20,64.40,87.22,96.30,96.08
0,6,3,8,1,66.40,86.80,84.60,95.17,97.02
0,6,4,7,1,77.60,76.00,94.26,97.18,97.18
0,6,5,2,2,61.20,52.40,93.51,95.06,88.47
0,6,6,8,2,33.60,72.00,91.99,85.22,97.23
0,7,0,3,1,31.60,76.40,87.82,95.45,94.16
0,7,1,8,1,63.20,90.80,84.60,97.02,91.89
0,7,2,5,1,64.40,86.40,87.22,96.08,92.26
0,7,3,8,1,86.80,97.60,84.60,97.02,91.89
0,7,4,7,1,76.00,91.20,94.26,97.18,92.41
0,7,5,2,2,52.40,85.20,93.51,88.47,69.48
0,7,6,8,2,72.00,94.40,91.99,97.23,97.02
0,7,7,9,0,4.40,90.00,92.96,22.79,81.86
0,8,0,3,1,76.40,93.60,87.82,94.16,89.60
0,8,1,8,1,90.80,95.20,84.60,91.89,90.04
0,8,2,5,1,86.40,96.80,87.22,92.26,85.43
0,8,3,8,1,97.60,99.60,84.60,91.89,90.04
0,8,4,7,1,91.20,96.80,94.26,92.41,93.19
0,8,5,2,2,85.20,88.80,93.51,69.48,49.42
0,8,6,8,2,94.40,98.40,91.99,97.02,96.20
0,8,7,9,0,90.00,95.20,92.96,81.86,57.09
0,8,8,7,2,13.60,95.20,93.68,43.00,78.40
0,9,0,3,1,93.60,76.80,87.82,89.60,92.67
0,9,1,8,1,95.20,89.20,84.60,90.04,93.43
0,9,2,5,1,96.80,95.60,87.22,85.43,94.06
0,9,3,8,1,99.60,98.00,84.60,90.04,93.43
0,9,4,7,1,96.80,92.00,94.26,93.19,95.72
0,9,5,2,2,88.80,74.40,93.51,49.42,70.64
0,9,6,8,2,98.40,87.20,91.99,96.20,92.09
0,9,7,9,0,95.20,84.80,92.96,57.09,78.69
0,9,8,7,2,95.20,87.20,93.68,78.40,76.07
0,9,9,5,2,10.00,86.80,92.15,67.49,97.76
