experiment_ID, ID ,noise type, Initial training dataset size, Oversampling Size per new instance, accumilated_retraining_dataset_size, lr, ewc_lambda, 					first_model_acc_on_original_training_data, first_model_acc_on_original_testing_data,					first_model_acc_on_oversampled_new_instance_training_data, first_model_acc_on_oversampled_new_instance_testing_data,					first_model_acc_on_accumilated_oversampled_new_instances_training_data, first_model_acc_on_accumilated_oversampled_new_instances_testing_data,					before_last_model_acc_on_original_training_data, before_last_model_acc_on_original_testing_data,					before_last_model_acc_on_oversampled_new_instance_training_data, before_last_model_acc_on_oversampled_new_instance_testing_data,					before_last_model_acc_on_accumilated_oversampled_new_instances_training_data, before_last_model_acc_on_accumilated_oversampled_new_instances_testing_data,					last_model_acc_on_original_training_data, last_model_acc_on_original_testing_data,					last_model_acc_on_oversampled_new_instance_training_data, last_model_acc_on_oversampled_new_instance_testing_data,					last_model_acc_on_accumilated_oversampled_new_instances_training_data, last_model_acc_on_accumilated_oversampled_new_instances_testing_data,					acc_instance_test_first_model, acc_instance_test_before_last_model, acc_instance_test_last_model,					acc_accumilated_instances_test_first_model, acc_accumilated_instances_test_before_last_model, acc_accumilated_instances_test_last_model
0,0,0,60000,1000,1000,0.000339,51.78,98.61,98.57,25.20,24.80,25.20,24.80,98.61,98.57,25.20,24.80,25.20,24.80,94.44,94.83,88.10,84.80,88.10,84.80,24.80,24.80,84.80,24.80,24.80,84.80
0,1,1,60000,1000,2000,0.000425,91.99,98.61,98.57,58.40,54.00,41.80,39.40,94.44,94.83,31.90,26.00,60.00,55.40,95.36,95.53,84.60,86.80,76.95,77.60,54.00,26.00,86.80,39.40,55.40,77.60
0,2,2,60000,1000,3000,0.000308,99.60,98.61,98.57,26.80,30.00,36.80,36.27,95.36,95.53,19.20,19.60,57.70,58.27,96.48,96.66,61.90,59.20,65.67,64.80,30.00,19.60,59.20,36.27,58.27,64.80
0,3,1,60000,1000,4000,0.000119,95.22,98.61,98.57,4.40,4.00,28.70,28.20,96.48,96.66,42.10,45.60,59.77,60.00,97.00,97.21,60.10,62.00,56.60,58.10,4.00,45.60,62.00,28.20,60.00,58.10
0,4,2,60000,1000,5000,0.000132,80.73,98.61,98.57,30.90,32.40,29.14,29.04,97.00,97.21,44.50,43.60,54.18,55.20,96.27,96.34,73.50,76.40,64.30,64.96,32.40,43.60,76.40,29.04,55.20,64.96
0,5,2,60000,1000,6000,0.000100,43.48,98.61,98.57,5.50,3.20,25.20,24.73,96.27,96.34,31.20,31.20,58.78,59.33,94.73,94.83,59.80,60.40,64.90,64.93,3.20,31.20,60.40,24.73,59.33,64.93
0,6,1,60000,1000,7000,0.000100,70.81,98.61,98.57,9.00,10.40,22.89,22.69,94.73,94.83,23.80,22.80,59.03,58.91,95.37,95.63,64.70,61.60,57.29,58.57,10.40,22.80,61.60,22.69,58.91,58.57
0,7,1,60000,1000,8000,0.000112,99.69,98.61,98.57,0.00,0.00,20.02,19.85,95.37,95.63,0.00,0.00,50.14,51.25,94.51,94.84,15.50,13.20,48.65,49.30,0.00,0.00,13.20,19.85,51.25,49.30
0,8,1,60000,1000,9000,0.000124,93.73,98.61,98.57,12.00,12.00,19.13,18.98,94.51,94.84,24.50,22.00,45.97,46.27,92.31,92.63,41.20,36.80,48.03,48.80,12.00,22.00,36.80,18.98,46.27,48.80
0,9,0,60000,1000,10000,0.000100,87.31,98.61,98.57,18.00,17.20,19.02,18.80,92.31,92.63,33.00,35.60,46.53,47.48,93.60,93.95,42.70,44.40,47.11,48.28,17.20,35.60,44.40,18.80,47.48,48.28
