experiment_ID, ID ,noise type, Initial training dataset size, Oversampling Size per new instance, accumilated_retraining_dataset_size, lr, ewc_lambda, 					first_model_acc_on_original_training_data, first_model_acc_on_original_testing_data,					first_model_acc_on_oversampled_new_instance_training_data, first_model_acc_on_oversampled_new_instance_testing_data,					first_model_acc_on_accumilated_oversampled_new_instances_training_data, first_model_acc_on_accumilated_oversampled_new_instances_testing_data,					before_last_model_acc_on_original_training_data, before_last_model_acc_on_original_testing_data,					before_last_model_acc_on_oversampled_new_instance_training_data, before_last_model_acc_on_oversampled_new_instance_testing_data,					before_last_model_acc_on_accumilated_oversampled_new_instances_training_data, before_last_model_acc_on_accumilated_oversampled_new_instances_testing_data,					last_model_acc_on_original_training_data, last_model_acc_on_original_testing_data,					last_model_acc_on_oversampled_new_instance_training_data, last_model_acc_on_oversampled_new_instance_testing_data,					last_model_acc_on_accumilated_oversampled_new_instances_training_data, last_model_acc_on_accumilated_oversampled_new_instances_testing_data,					acc_instance_test_first_model, acc_instance_test_before_last_model, acc_instance_test_last_model,					acc_accumilated_instances_test_first_model, acc_accumilated_instances_test_before_last_model, acc_accumilated_instances_test_last_model
0,0,1,60000,1000,1000,0.000450,81.91,98.63,98.62,37.00,38.40,37.00,38.40,98.63,98.62,37.00,38.40,37.00,38.40,93.40,93.86,98.10,98.80,98.10,98.80,38.40,38.40,98.80,38.40,38.40,98.80
0,1,2,60000,1000,2000,0.000166,34.14,98.63,98.62,31.00,30.00,34.00,34.20,93.40,93.86,24.40,22.40,61.25,60.60,94.43,94.84,78.60,78.80,73.50,72.60,30.00,22.40,78.80,34.20,60.60,72.60
0,2,1,60000,1000,3000,0.001115,72.77,98.63,98.62,28.80,38.00,32.27,35.47,94.43,94.84,28.30,38.00,58.43,61.07,83.74,85.07,90.20,92.00,83.23,83.47,38.00,38.00,92.00,35.47,61.07,83.47
0,3,0,60000,1000,4000,0.001842,45.78,98.63,98.62,25.00,29.60,30.45,34.00,83.74,85.07,0.10,0.00,62.45,62.60,84.36,85.86,63.50,65.20,79.80,80.80,29.60,0.00,65.20,34.00,62.60,80.80
0,4,1,60000,1000,5000,0.005885,17.63,98.63,98.62,27.80,26.00,29.92,32.40,84.36,85.86,10.30,9.20,65.90,66.48,68.74,70.06,95.70,93.20,94.44,94.00,26.00,9.20,93.20,32.40,66.48,94.00
0,5,2,60000,1000,6000,0.007082,11.03,98.63,98.62,24.90,24.40,29.08,31.07,68.74,70.06,3.90,3.20,79.35,78.87,70.04,71.28,93.60,92.40,94.97,93.93,24.40,3.20,92.40,31.07,78.87,93.93
0,6,1,60000,1000,7000,0.006191,9.18,98.63,98.62,8.50,9.20,26.14,27.94,70.04,71.28,11.60,11.60,83.06,82.17,66.64,68.60,99.30,98.80,92.30,91.54,9.20,11.60,98.80,27.94,82.17,91.54
0,7,1,60000,1000,8000,0.004664,11.58,98.63,98.62,1.50,2.40,23.06,24.75,66.64,68.60,44.70,44.80,86.35,85.70,67.37,68.05,98.20,95.60,85.44,84.25,2.40,44.80,95.60,24.75,85.70,84.25
0,8,1,60000,1000,9000,0.008045,10.02,98.63,98.62,45.80,48.80,25.59,27.42,67.37,68.05,45.30,46.00,80.98,80.00,59.92,60.44,97.00,98.00,92.04,90.62,48.80,46.00,98.00,27.42,80.00,90.62
0,9,0,60000,1000,10000,0.008078,12.18,98.63,98.62,16.40,15.20,24.67,26.20,59.92,60.44,35.10,40.40,86.35,85.60,60.05,60.74,97.50,98.40,90.22,88.96,15.20,40.40,98.40,26.20,85.60,88.96
