experiment_ID, 					ID, 					instance_ID, 					instance_digit,					instance_noise_type, 					acc_instance_before_last_model, 					acc_instance_last_model,					acc_on_task_first_model,					acc_on_task_before_last_model, 					acc_on_task_last_model					
0,0,0,9,2,20.80,96.00,78.30,78.30,99.80
0,1,0,9,2,96.00,58.80,78.30,99.80,94.85
0,1,1,2,2,0.40,80.80,92.64,72.97,100.00
0,2,0,9,2,58.80,49.20,78.30,94.85,93.06
0,2,1,2,2,80.80,70.00,92.64,100.00,99.22
0,2,2,5,1,20.00,76.00,87.44,78.14,98.21
0,3,0,9,2,49.20,50.80,78.30,93.06,91.48
0,3,1,2,2,70.00,66.40,92.64,99.22,98.35
0,3,2,5,1,76.00,77.60,87.44,98.21,96.41
0,3,3,8,2,12.00,51.20,92.81,33.68,92.20
0,4,0,9,2,50.80,36.40,78.30,91.48,83.35
0,4,1,2,2,66.40,39.60,92.64,98.35,93.70
0,4,2,5,1,77.60,69.60,87.44,96.41,93.39
0,4,3,8,2,51.20,70.80,92.81,92.20,97.02
0,4,4,8,1,46.00,84.40,87.99,95.48,99.28
0,5,0,9,2,36.40,59.60,78.30,83.35,94.65
0,5,1,2,2,39.60,28.80,92.64,93.70,91.18
0,5,2,5,1,69.60,61.60,87.44,93.39,92.60
0,5,3,8,2,70.80,54.80,92.81,97.02,95.59
0,5,4,8,1,84.40,72.80,87.99,99.28,98.56
0,5,5,9,2,28.00,55.60,78.30,83.35,94.65
0,6,0,9,2,59.60,43.60,78.30,94.65,88.60
0,6,1,2,2,28.80,19.60,92.64,91.18,91.67
0,6,2,5,1,61.60,61.20,87.44,92.60,94.17
0,6,3,8,2,54.80,53.60,92.81,95.59,95.48
0,6,4,8,1,72.80,63.20,87.99,98.56,97.02
0,6,5,9,2,55.60,39.20,78.30,94.65,88.60
0,6,6,7,1,16.00,63.20,94.65,94.26,98.64
0,7,0,9,2,43.60,40.40,78.30,88.60,85.33
0,7,1,2,2,19.60,24.80,92.64,91.67,93.60
0,7,2,5,1,61.20,63.20,87.44,94.17,94.17
0,7,3,8,2,53.60,44.80,92.81,95.48,91.38
0,7,4,8,1,63.20,55.20,87.99,97.02,95.79
0,7,5,9,2,39.20,37.20,78.30,88.60,85.33
0,7,6,7,1,63.20,66.40,94.65,98.64,98.74
0,7,7,3,2,36.80,58.80,94.26,89.50,96.44
0,8,0,9,2,40.40,32.80,78.30,85.33,80.48
0,8,1,2,2,24.80,18.40,92.64,93.60,93.41
0,8,2,5,1,63.20,71.60,87.44,94.17,96.97
0,8,3,8,2,44.80,40.00,92.81,91.38,88.91
0,8,4,8,1,55.20,50.00,87.99,95.79,96.00
0,8,5,9,2,37.20,28.00,78.30,85.33,80.48
0,8,6,7,1,66.40,60.00,94.65,98.74,98.54
0,8,7,3,2,58.80,53.60,94.26,96.44,95.15
0,8,8,5,1,41.20,57.20,87.44,94.17,96.97
0,9,0,9,2,32.80,28.80,78.30,80.48,78.30
0,9,1,2,2,18.40,37.20,92.64,93.41,97.09
0,9,2,5,1,71.60,65.60,87.44,96.97,96.97
0,9,3,8,2,40.00,40.00,92.81,88.91,88.30
0,9,4,8,1,50.00,50.00,87.99,96.00,95.69
0,9,5,9,2,28.00,24.40,78.30,80.48,78.30
0,9,6,7,1,60.00,58.80,94.65,98.54,98.05
0,9,7,3,2,53.60,49.20,94.26,95.15,95.05
0,9,8,5,1,57.20,55.60,87.44,96.97,96.97
0,9,9,2,2,45.60,56.80,92.64,93.41,97.09
