experiment_ID, 					ID, 					instance_ID, 					instance_digit,					instance_noise_type, 					acc_instance_before_last_model, 					acc_instance_last_model,					acc_on_task_first_model,					acc_on_task_before_last_model, 					acc_on_task_last_model					
0,0,0,1,2,38.80,100.00,99.03,99.03,100.00
0,1,0,1,2,100.00,90.80,99.03,100.00,100.00
0,1,1,5,1,1.20,86.40,88.57,67.71,97.98
0,2,0,1,2,90.80,85.20,99.03,100.00,97.62
0,2,1,5,1,86.40,74.80,88.57,97.98,96.08
0,2,2,8,2,8.00,56.80,91.68,57.39,98.97
0,3,0,1,2,85.20,70.80,99.03,97.62,95.59
0,3,1,5,1,74.80,81.60,88.57,96.08,98.99
0,3,2,8,2,56.80,34.00,91.68,98.97,91.48
0,3,3,5,0,34.40,88.00,98.21,99.55,99.89
0,4,0,1,2,70.80,72.00,99.03,95.59,95.51
0,4,1,5,1,81.60,81.20,88.57,98.99,98.43
0,4,2,8,2,34.00,34.00,91.68,91.48,91.27
0,4,3,5,0,88.00,87.20,98.21,99.89,99.66
0,4,4,7,0,24.40,82.00,97.86,93.58,99.12
0,5,0,1,2,72.00,65.20,99.03,95.51,94.01
0,5,1,5,1,81.20,76.80,88.57,98.43,97.20
0,5,2,8,2,34.00,32.40,91.68,91.27,88.09
0,5,3,5,0,87.20,86.00,98.21,99.66,99.44
0,5,4,7,0,82.00,84.00,97.86,99.12,98.54
0,5,5,0,1,12.00,83.60,99.39,90.00,99.69
0,6,0,1,2,65.20,65.20,99.03,94.01,95.77
0,6,1,5,1,76.80,78.00,88.57,97.20,97.65
0,6,2,8,2,32.40,34.80,91.68,88.09,88.60
0,6,3,5,0,86.00,84.40,98.21,99.44,99.55
0,6,4,7,0,84.00,82.00,97.86,98.54,98.44
0,6,5,0,1,83.60,87.20,99.39,99.69,99.59
0,6,6,4,0,12.00,59.20,97.66,88.39,97.86
0,7,0,1,2,65.20,62.40,99.03,95.77,95.95
0,7,1,5,1,78.00,61.20,88.57,97.65,97.09
0,7,2,8,2,34.80,32.40,91.68,88.60,83.78
0,7,3,5,0,84.40,81.20,98.21,99.55,99.33
0,7,4,7,0,82.00,79.20,97.86,98.44,98.25
0,7,5,0,1,87.20,80.00,99.39,99.59,99.49
0,7,6,4,0,59.20,51.60,97.66,97.86,96.54
0,7,7,9,0,3.60,54.40,92.37,88.70,96.43
0,8,0,1,2,62.40,53.20,99.03,95.95,96.48
0,8,1,5,1,61.20,62.40,88.57,97.09,96.52
0,8,2,8,2,32.40,29.60,91.68,83.78,84.19
0,8,3,5,0,81.20,75.60,98.21,99.33,99.44
0,8,4,7,0,79.20,78.00,97.86,98.25,97.47
0,8,5,0,1,80.00,72.00,99.39,99.49,99.29
0,8,6,4,0,51.60,69.60,97.66,96.54,98.27
0,8,7,9,0,54.40,52.80,92.37,96.43,95.94
0,8,8,4,2,24.40,48.40,96.33,92.36,96.95
0,9,0,1,2,53.20,61.20,99.03,96.48,92.86
0,9,1,5,1,62.40,57.60,88.57,96.52,94.28
0,9,2,8,2,29.60,32.80,91.68,84.19,82.96
0,9,3,5,0,75.60,82.00,98.21,99.44,99.33
0,9,4,7,0,78.00,78.00,97.86,97.47,97.37
0,9,5,0,1,72.00,78.00,99.39,99.29,99.08
0,9,6,4,0,69.60,69.60,97.66,98.27,96.95
0,9,7,9,0,52.80,53.20,92.37,95.94,95.44
0,9,8,4,2,48.40,55.20,96.33,96.95,94.20
0,9,9,6,0,23.60,75.20,97.91,78.60,96.76
