experiment_ID, ID ,noise type, Initial training dataset size, Oversampling Size per new instance, accumilated_retraining_dataset_size, lr, ewc_lambda, 					first_model_acc_on_original_training_data, first_model_acc_on_original_testing_data,					first_model_acc_on_oversampled_new_instance_training_data, first_model_acc_on_oversampled_new_instance_testing_data,					first_model_acc_on_accumilated_oversampled_new_instances_training_data, first_model_acc_on_accumilated_oversampled_new_instances_testing_data,					before_last_model_acc_on_original_training_data, before_last_model_acc_on_original_testing_data,					before_last_model_acc_on_oversampled_new_instance_training_data, before_last_model_acc_on_oversampled_new_instance_testing_data,					before_last_model_acc_on_accumilated_oversampled_new_instances_training_data, before_last_model_acc_on_accumilated_oversampled_new_instances_testing_data,					last_model_acc_on_original_training_data, last_model_acc_on_original_testing_data,					last_model_acc_on_oversampled_new_instance_training_data, last_model_acc_on_oversampled_new_instance_testing_data,					last_model_acc_on_accumilated_oversampled_new_instances_training_data, last_model_acc_on_accumilated_oversampled_new_instances_testing_data,					acc_instance_test_first_model, acc_instance_test_before_last_model, acc_instance_test_last_model,					acc_accumilated_instances_test_first_model, acc_accumilated_instances_test_before_last_model, acc_accumilated_instances_test_last_model
0,0,0,60000,1000,1000,0.006767,38.27,98.64,98.56,39.60,35.20,39.60,35.20,98.64,98.56,39.60,35.20,39.60,35.20,10.44,10.28,100.00,100.00,100.00,100.00,35.20,35.20,100.00,35.20,35.20,100.00
0,1,0,60000,1000,2000,0.006406,37.84,98.64,98.56,25.10,25.60,32.35,30.40,10.44,10.28,0.00,0.00,50.00,50.00,19.72,19.49,100.00,100.00,100.00,99.80,25.60,0.00,100.00,30.40,50.00,99.80
0,2,0,60000,1000,3000,0.008595,84.78,98.64,98.56,34.60,36.40,33.10,32.40,19.72,19.49,0.00,0.00,66.67,66.53,29.26,29.38,100.00,100.00,100.00,99.87,36.40,0.00,100.00,32.40,66.53,99.87
0,3,0,60000,1000,4000,0.004583,38.48,98.64,98.56,44.00,44.00,35.83,35.30,29.26,29.38,0.00,0.00,75.00,74.90,39.77,40.03,100.00,100.00,100.00,99.90,44.00,0.00,100.00,35.30,74.90,99.90
0,4,0,60000,1000,5000,0.009501,77.93,98.64,98.56,39.30,42.40,36.52,36.72,39.77,40.03,0.00,0.00,80.00,79.92,46.89,47.25,99.90,100.00,99.94,99.92,42.40,0.00,100.00,36.72,79.92,99.92
0,5,1,60000,1000,6000,0.007755,32.97,98.64,98.56,13.60,14.80,32.70,33.07,46.89,47.25,0.00,0.00,83.28,83.27,35.79,35.91,100.00,100.00,99.98,99.93,14.80,0.00,100.00,33.07,83.27,99.93
0,6,2,60000,1000,7000,0.000591,88.35,98.64,98.56,1.10,0.80,28.19,28.46,35.79,35.91,0.00,0.00,85.70,85.66,36.10,36.19,100.00,100.00,100.00,99.94,0.80,0.00,100.00,28.46,85.66,99.94
0,7,2,60000,1000,8000,0.003393,92.85,98.64,98.56,59.80,62.80,32.14,32.75,36.10,36.19,7.20,8.80,88.40,88.55,34.26,34.34,99.90,99.60,99.95,99.80,62.80,8.80,99.60,32.75,88.55,99.80
0,8,2,60000,1000,9000,0.009037,45.76,98.64,98.56,38.60,35.60,32.86,33.07,34.26,34.34,0.00,0.00,88.84,88.71,38.58,38.73,100.00,100.00,99.97,99.91,35.60,0.00,100.00,33.07,88.71,99.91
0,9,2,60000,1000,10000,0.000557,41.23,98.64,98.56,9.80,8.40,30.55,30.60,38.58,38.73,6.80,5.60,90.65,90.48,38.02,38.49,100.00,100.00,99.53,99.52,8.40,5.60,100.00,30.60,90.48,99.52
