experiment_ID, 					ID, 					instance_ID, 					instance_digit,					instance_noise_type, 					acc_instance_before_last_model, 					acc_instance_last_model,					acc_on_task_first_model,					acc_on_task_before_last_model, 					acc_on_task_last_model					
0,0,0,2,1,25.60,99.20,92.05,92.05,100.00
0,1,0,2,1,99.20,92.80,92.05,100.00,99.61
0,1,1,9,0,7.20,78.00,93.16,45.69,98.91
0,2,0,2,1,92.80,85.20,92.05,99.61,99.61
0,2,1,9,0,78.00,82.40,93.16,98.91,98.02
0,2,2,3,1,17.20,70.00,88.61,81.09,97.03
0,3,0,2,1,85.20,73.60,92.05,99.61,98.93
0,3,1,9,0,82.40,62.80,93.16,98.02,97.72
0,3,2,3,1,70.00,69.20,88.61,97.03,96.83
0,3,3,5,1,12.00,80.40,87.44,72.76,94.62
0,4,0,2,1,73.60,64.00,92.05,98.93,98.35
0,4,1,9,0,62.80,79.20,93.16,97.72,98.71
0,4,2,3,1,69.20,63.60,88.61,96.83,96.44
0,4,3,5,1,80.40,68.00,87.44,94.62,94.28
0,4,4,9,0,53.60,72.80,93.16,97.72,98.71
0,5,0,2,1,64.00,60.00,92.05,98.35,97.67
0,5,1,9,0,79.20,76.00,93.16,98.71,98.61
0,5,2,3,1,63.60,62.40,88.61,96.44,94.46
0,5,3,5,1,68.00,73.60,87.44,94.28,95.40
0,5,4,9,0,72.80,71.60,93.16,98.71,98.61
0,5,5,8,1,10.40,58.00,88.91,82.24,97.64
0,6,0,2,1,60.00,50.40,92.05,97.67,96.71
0,6,1,9,0,76.00,73.60,93.16,98.61,99.01
0,6,2,3,1,62.40,58.00,88.61,94.46,93.47
0,6,3,5,1,73.60,65.60,87.44,95.40,96.30
0,6,4,9,0,71.60,74.00,93.16,98.61,99.01
0,6,5,8,1,58.00,43.60,88.91,97.64,96.51
0,6,6,9,1,45.20,62.00,77.70,94.65,97.52
0,7,0,2,1,50.40,45.20,92.05,96.71,95.54
0,7,1,9,0,73.60,63.20,93.16,99.01,98.51
0,7,2,3,1,58.00,55.60,88.61,93.47,92.28
0,7,3,5,1,65.60,61.60,87.44,96.30,95.40
0,7,4,9,0,74.00,68.40,93.16,99.01,98.51
0,7,5,8,1,43.60,65.60,88.91,96.51,98.46
0,7,6,9,1,62.00,54.40,77.70,97.52,96.73
0,7,7,8,1,38.00,58.40,88.91,96.51,98.46
0,8,0,2,1,45.20,40.80,92.05,95.54,95.25
0,8,1,9,0,63.20,71.20,93.16,98.51,99.31
0,8,2,3,1,55.60,51.20,88.61,92.28,91.78
0,8,3,5,1,61.60,53.60,87.44,95.40,94.62
0,8,4,9,0,68.40,71.60,93.16,98.51,99.31
0,8,5,8,1,65.60,57.20,88.91,98.46,98.05
0,8,6,9,1,54.40,60.00,77.70,96.73,97.92
0,8,7,8,1,58.40,50.40,88.91,98.46,98.05
0,8,8,9,2,41.60,56.40,79.78,94.95,96.73
0,9,0,2,1,40.80,28.40,92.05,95.25,93.99
0,9,1,9,0,71.20,57.60,93.16,99.31,99.11
0,9,2,3,1,51.20,53.20,88.61,91.78,91.88
0,9,3,5,1,53.60,66.80,87.44,94.62,97.53
0,9,4,9,0,71.60,60.80,93.16,99.31,99.11
0,9,5,8,1,57.20,50.40,88.91,98.05,97.95
0,9,6,9,1,60.00,52.80,77.70,97.92,97.52
0,9,7,8,1,50.40,44.80,88.91,98.05,97.95
0,9,8,9,2,56.40,42.80,79.78,96.73,96.04
0,9,9,5,1,44.80,58.80,87.44,94.62,97.53
0,10,0,2,1,28.40,37.60,92.05,93.99,94.19
0,10,1,9,0,57.60,62.80,93.16,99.11,98.91
0,10,2,3,1,53.20,53.20,88.61,91.88,88.91
