experiment_ID, ID ,noise type, Initial training dataset size, Oversampling Size per new instance, accumilated_retraining_dataset_size, lr, ewc_lambda, 					first_model_acc_on_original_training_data, first_model_acc_on_original_testing_data,					first_model_acc_on_oversampled_new_instance_training_data, first_model_acc_on_oversampled_new_instance_testing_data,					first_model_acc_on_accumilated_oversampled_new_instances_training_data, first_model_acc_on_accumilated_oversampled_new_instances_testing_data,					before_last_model_acc_on_original_training_data, before_last_model_acc_on_original_testing_data,					before_last_model_acc_on_oversampled_new_instance_training_data, before_last_model_acc_on_oversampled_new_instance_testing_data,					before_last_model_acc_on_accumilated_oversampled_new_instances_training_data, before_last_model_acc_on_accumilated_oversampled_new_instances_testing_data,					last_model_acc_on_original_training_data, last_model_acc_on_original_testing_data,					last_model_acc_on_oversampled_new_instance_training_data, last_model_acc_on_oversampled_new_instance_testing_data,					last_model_acc_on_accumilated_oversampled_new_instances_training_data, last_model_acc_on_accumilated_oversampled_new_instances_testing_data,					acc_instance_test_first_model, acc_instance_test_before_last_model, acc_instance_test_last_model,					acc_accumilated_instances_test_first_model, acc_accumilated_instances_test_before_last_model, acc_accumilated_instances_test_last_model
0,0,0,60000,1000,1000,0.000300,70.00,98.60,98.63,44.60,47.60,44.60,47.60,98.60,98.63,44.60,47.60,44.60,47.60,94.61,95.08,98.50,99.20,98.50,99.20,47.60,47.60,99.20,47.60,47.60,99.20
0,1,2,60000,1000,2000,0.000300,90.00,98.60,98.63,59.80,63.60,52.20,55.60,94.61,95.08,37.30,39.60,67.90,69.40,94.78,95.16,76.40,78.40,82.60,82.40,63.60,39.60,78.40,55.60,69.40,82.40
0,2,2,60000,1000,3000,0.000400,80.00,98.60,98.63,40.20,44.40,48.20,51.87,94.78,95.16,20.10,24.00,61.77,62.93,94.98,95.29,83.80,87.20,82.47,83.07,44.40,24.00,87.20,51.87,62.93,83.07
0,3,2,60000,1000,4000,0.000800,80.00,98.60,98.63,32.90,26.80,44.38,45.60,94.98,95.29,18.20,15.60,66.40,66.20,94.51,95.05,54.80,55.20,75.50,76.30,26.80,15.60,55.20,45.60,66.20,76.30
0,4,2,60000,1000,5000,0.000600,100.00,98.60,98.63,12.80,13.20,38.06,39.12,94.51,95.05,36.80,39.20,67.76,68.88,94.57,95.06,65.40,65.20,67.56,68.32,13.20,39.20,65.20,39.12,68.88,68.32
0,5,2,60000,1000,6000,0.000500,50.00,98.60,98.63,34.90,28.80,37.53,37.40,94.57,95.06,18.20,18.00,59.33,59.93,94.20,95.09,56.70,53.60,66.82,66.73,28.80,18.00,53.60,37.40,59.93,66.73
0,6,2,60000,1000,7000,0.000200,10.00,98.60,98.63,35.20,33.20,37.20,36.80,94.20,95.09,39.20,36.80,62.87,62.46,94.29,95.05,69.20,66.40,65.94,65.37,33.20,36.80,66.40,36.80,62.46,65.37
0,7,0,60000,1000,8000,0.000600,90.00,98.60,98.63,27.90,29.60,36.04,35.90,94.29,95.05,32.20,34.40,61.73,61.50,94.34,95.08,67.40,68.00,61.80,62.45,29.60,34.40,68.00,35.90,61.50,62.45
0,8,0,60000,1000,9000,0.000400,60.00,98.60,98.63,29.20,28.80,35.28,35.11,94.34,95.08,44.40,46.80,59.87,60.71,94.39,95.06,66.80,71.20,62.18,62.44,28.80,46.80,71.20,35.11,60.71,62.44
0,9,1,60000,1000,10000,0.000900,50.00,98.60,98.63,63.50,62.80,38.10,37.88,94.39,95.06,26.60,25.60,58.62,58.76,94.69,95.08,97.70,97.60,70.29,71.20,62.80,25.60,97.60,37.88,58.76,71.20
0,10,2,60000,1000,11000,0.000900,40.00,98.60,98.63,53.80,53.60,39.53,39.31,94.69,95.08,46.50,46.40,68.13,68.95,94.54,95.20,89.20,90.80,70.44,70.95,53.60,46.40,90.80,39.31,68.95,70.95
0,11,1,60000,1000,12000,0.000800,30.00,98.60,98.63,40.90,47.60,39.64,40.00,94.54,95.20,26.70,30.40,66.79,67.57,94.40,95.12,78.00,75.60,72.31,72.60,47.60,30.40,75.60,40.00,67.57,72.60
0,12,0,60000,1000,13000,0.000800,20.00,98.60,98.63,25.80,24.80,38.58,38.83,94.40,95.12,9.90,10.80,67.51,67.85,94.35,95.13,37.00,40.40,68.72,69.32,24.80,10.80,40.40,38.83,67.85,69.32
0,13,2,60000,1000,14000,0.000400,10.00,98.60,98.63,31.20,32.00,38.05,38.34,94.35,95.13,44.40,45.20,66.98,67.60,94.28,95.02,65.40,61.60,64.81,64.94,32.00,45.20,61.60,38.34,67.60,64.94
0,14,1,60000,1000,15000,0.000600,20.00,98.60,98.63,24.20,26.40,37.13,37.55,94.28,95.02,5.00,6.40,60.83,61.04,94.39,95.05,36.40,39.20,61.44,61.84,26.40,6.40,39.20,37.55,61.04,61.84
0,15,1,60000,1000,16000,0.000500,20.00,98.60,98.63,15.40,17.60,35.77,36.30,94.39,95.05,28.30,28.80,59.37,59.77,94.22,95.01,59.20,57.60,58.85,59.83,17.60,28.80,57.60,36.30,59.77,59.83
0,16,2,60000,1000,17000,0.001000,60.00,98.60,98.63,19.00,14.80,34.78,35.04,94.22,95.01,29.50,29.20,57.12,58.02,94.34,95.04,55.40,56.80,56.49,57.46,14.80,29.20,56.80,35.04,58.02,57.46
0,17,2,60000,1000,18000,0.000500,20.00,98.60,98.63,54.30,52.80,35.87,36.02,94.34,95.04,26.90,22.80,54.85,55.53,94.13,95.02,72.00,72.00,57.85,58.53,52.80,22.80,72.00,36.02,55.53,58.53
0,18,0,60000,1000,19000,0.001000,30.00,98.60,98.63,43.30,40.80,36.26,36.27,94.13,95.02,38.10,37.20,56.81,57.41,94.20,95.10,61.60,60.00,61.78,62.19,40.80,37.20,60.00,36.27,57.41,62.19
0,19,0,60000,1000,20000,0.002000,20.00,98.60,98.63,27.90,25.60,35.84,35.74,94.20,95.10,6.30,3.20,59.01,59.24,94.38,95.12,54.00,54.40,68.05,68.06,25.60,3.20,54.40,35.74,59.24,68.06
0,20,1,60000,1000,21000,0.002000,10.00,98.60,98.63,46.30,45.60,36.34,36.21,94.38,95.12,6.80,6.40,65.13,65.12,94.89,95.08,76.10,73.20,72.03,71.98,45.60,6.40,73.20,36.21,65.12,71.98
0,21,0,60000,1000,22000,0.002000,10.00,98.60,98.63,25.20,19.60,35.83,35.45,94.89,95.08,48.60,44.40,70.97,70.73,94.67,95.04,85.00,84.00,73.20,72.60,19.60,44.40,84.00,35.45,70.73,72.60
0,22,1,60000,1000,23000,0.002000,10.00,98.60,98.63,33.30,33.60,35.72,35.37,94.67,95.04,34.70,36.80,71.52,71.04,94.85,95.30,77.20,80.80,72.19,72.02,33.60,36.80,80.80,35.37,71.04,72.02
0,23,1,60000,1000,24000,0.002000,10.00,98.60,98.63,44.50,46.80,36.09,35.85,94.85,95.30,32.30,31.60,70.53,70.33,94.67,95.20,82.90,82.80,72.11,71.33,46.80,31.60,82.80,35.85,70.33,71.33
0,24,1,60000,1000,25000,0.002000,20.00,98.60,98.63,37.60,32.40,36.15,35.71,94.67,95.20,27.00,24.80,70.31,69.47,95.18,95.61,63.40,70.80,63.62,63.70,32.40,24.80,70.80,35.71,69.47,63.70
0,25,0,60000,1000,26000,0.002000,20.00,98.60,98.63,37.10,34.00,36.18,35.65,95.18,95.61,40.30,35.20,62.72,62.60,94.81,95.36,67.00,60.40,66.14,66.06,34.00,35.20,60.40,35.65,62.60,66.06
0,26,1,60000,1000,27000,0.002000,30.00,98.60,98.63,21.10,25.20,35.63,35.26,94.81,95.36,35.30,39.60,65.00,65.07,95.26,95.83,53.10,53.20,62.01,62.24,25.20,39.60,53.20,35.26,65.07,62.24
0,27,0,60000,1000,28000,0.004000,10.00,98.60,98.63,38.90,42.40,35.74,35.51,95.26,95.83,13.40,18.40,60.27,60.67,94.85,95.39,54.10,56.00,78.59,78.29,42.40,18.40,56.00,35.51,60.67,78.29
0,28,1,60000,1000,29000,0.004000,10.00,98.60,98.63,43.90,48.40,36.02,35.96,94.85,95.39,38.00,38.80,77.19,76.92,94.58,95.06,80.00,80.40,77.63,77.66,48.40,38.80,80.40,35.96,76.92,77.66
0,29,2,60000,1000,30000,0.005000,10.00,98.60,98.63,36.40,33.60,36.03,35.88,94.58,95.06,12.60,13.60,75.47,75.52,94.58,95.27,54.70,51.60,79.38,78.84,33.60,13.60,51.60,35.88,75.52,78.84
