experiment_ID, 					ID, 					instance_ID, 					instance_digit,					instance_noise_type, 					acc_instance_before_last_model, 					acc_instance_last_model,					acc_on_task_first_model,					acc_on_task_before_last_model, 					acc_on_task_last_model					
0,0,0,0,2,32.00,72.00,98.67,98.67,99.69
0,1,0,0,2,72.00,74.80,98.67,99.69,99.49
0,1,1,9,1,13.20,66.00,77.60,65.61,95.84
0,2,0,0,2,74.80,74.40,98.67,99.49,99.39
0,2,1,9,1,66.00,59.60,77.60,95.84,95.24
0,2,2,5,1,29.60,77.20,88.12,79.37,96.08
0,3,0,0,2,74.40,66.80,98.67,99.39,98.98
0,3,1,9,1,59.60,65.60,77.60,95.24,97.03
0,3,2,5,1,77.20,71.60,88.12,96.08,94.84
0,3,3,6,0,22.00,78.00,98.12,88.62,98.12
0,4,0,0,2,66.80,76.80,98.67,98.98,99.80
0,4,1,9,1,65.60,48.40,77.60,97.03,95.44
0,4,2,5,1,71.60,63.20,88.12,94.84,92.71
0,4,3,6,0,78.00,72.80,98.12,98.12,97.39
0,4,4,0,2,50.40,90.80,98.67,98.98,99.80
0,5,0,0,2,76.80,76.00,98.67,99.80,99.80
0,5,1,9,1,48.40,58.40,77.60,95.44,97.22
0,5,2,5,1,63.20,64.40,88.12,92.71,93.16
0,5,3,6,0,72.80,75.20,98.12,97.39,97.29
0,5,4,0,2,90.80,86.00,98.67,99.80,99.80
0,5,5,2,0,20.00,63.20,96.90,82.85,95.83
0,6,0,0,2,76.00,80.00,98.67,99.80,99.69
0,6,1,9,1,58.40,54.00,77.60,97.22,96.04
0,6,2,5,1,64.40,75.20,88.12,93.16,92.60
0,6,3,6,0,75.20,80.00,98.12,97.29,96.45
0,6,4,0,2,86.00,80.00,98.67,99.80,99.69
0,6,5,2,0,63.20,66.80,96.90,95.83,94.28
0,6,6,3,1,10.00,56.80,88.02,61.88,94.06
0,7,0,0,2,80.00,74.40,98.67,99.69,99.80
0,7,1,9,1,54.00,75.60,77.60,96.04,97.03
0,7,2,5,1,75.20,69.60,88.12,92.60,92.71
0,7,3,6,0,80.00,78.00,98.12,96.45,95.20
0,7,4,0,2,80.00,78.00,98.67,99.69,99.80
0,7,5,2,0,66.80,64.00,96.90,94.28,92.83
0,7,6,3,1,56.80,52.40,88.02,94.06,93.66
0,7,7,9,0,43.20,72.80,93.06,93.16,96.13
0,8,0,0,2,74.40,75.20,98.67,99.80,99.80
0,8,1,9,1,75.60,74.00,77.60,97.03,97.42
0,8,2,5,1,69.60,72.40,88.12,92.71,92.94
0,8,3,6,0,78.00,86.40,98.12,95.20,93.63
0,8,4,0,2,78.00,84.40,98.67,99.80,99.80
0,8,5,2,0,64.00,69.60,96.90,92.83,91.86
0,8,6,3,1,52.40,54.00,88.02,93.66,93.56
0,8,7,9,0,72.80,82.80,93.06,96.13,95.74
0,8,8,8,1,1.60,54.40,87.27,48.67,90.97
0,9,0,0,2,75.20,74.00,98.67,99.80,98.98
0,9,1,9,1,74.00,68.00,77.60,97.42,97.03
0,9,2,5,1,72.40,84.80,88.12,92.94,97.20
0,9,3,6,0,86.40,78.00,98.12,93.63,87.16
0,9,4,0,2,84.40,84.40,98.67,99.80,98.98
0,9,5,2,0,69.60,68.40,96.90,91.86,90.21
0,9,6,3,1,54.00,53.60,88.02,93.56,93.27
0,9,7,9,0,82.80,78.40,93.06,95.74,94.45
0,9,8,8,1,54.40,48.40,87.27,90.97,90.76
0,9,9,5,0,56.00,92.80,97.87,93.72,99.10
