experiment_ID, 					ID, 					instance_ID, 					instance_digit,					instance_noise_type, 					acc_instance_before_last_model, 					acc_instance_last_model,					acc_on_task_first_model,					acc_on_task_before_last_model, 					acc_on_task_last_model					
0,0,0,3,1,38.40,98.80,88.51,88.51,99.70
0,1,0,3,1,98.80,66.40,88.51,99.70,95.64
0,1,1,2,2,22.40,78.80,93.70,75.48,99.22
0,2,0,3,1,66.40,78.40,88.51,95.64,97.43
0,2,1,2,2,78.80,80.00,93.70,99.22,97.38
0,2,2,5,1,38.00,92.00,87.22,81.50,94.28
0,3,0,3,1,78.40,85.20,88.51,97.43,97.43
0,3,1,2,2,80.00,78.40,93.70,97.38,97.67
0,3,2,5,1,92.00,94.40,87.22,94.28,93.27
0,3,3,9,0,0.00,65.20,92.67,21.01,97.13
0,4,0,3,1,85.20,98.00,88.51,97.43,95.15
0,4,1,2,2,78.40,89.20,93.70,97.67,99.03
0,4,2,5,1,94.40,97.20,87.22,93.27,92.49
0,4,3,9,0,65.20,92.40,92.67,97.13,94.75
0,4,4,8,1,9.20,93.20,86.96,70.53,98.05
0,5,0,3,1,98.00,98.40,88.51,95.15,90.89
0,5,1,2,2,89.20,91.20,93.70,99.03,97.48
0,5,2,5,1,97.20,97.60,87.22,92.49,91.93
0,5,3,9,0,92.40,88.40,92.67,94.75,96.73
0,5,4,8,1,93.20,95.60,86.96,98.05,97.33
0,5,5,7,2,3.20,92.40,94.16,38.33,93.29
0,6,0,3,1,98.40,96.00,88.51,90.89,91.19
0,6,1,2,2,91.20,92.00,93.70,97.48,98.16
0,6,2,5,1,97.60,99.20,87.22,91.93,95.85
0,6,3,9,0,88.40,86.00,92.67,96.73,94.05
0,6,4,8,1,95.60,81.20,86.96,97.33,94.76
0,6,5,7,2,92.40,87.60,94.16,93.29,89.30
0,6,6,5,1,11.60,98.80,87.22,91.93,95.85
0,7,0,3,1,96.00,91.20,88.51,91.19,91.88
0,7,1,2,2,92.00,85.20,93.70,98.16,97.38
0,7,2,5,1,99.20,98.80,87.22,95.85,98.21
0,7,3,9,0,86.00,78.40,92.67,94.05,90.19
0,7,4,8,1,81.20,45.20,86.96,94.76,91.17
0,7,5,7,2,87.60,81.60,94.16,89.30,92.80
0,7,6,5,1,98.80,98.00,87.22,95.85,98.21
0,7,7,5,1,44.80,95.60,87.22,95.85,98.21
0,8,0,3,1,91.20,94.40,88.51,91.88,90.69
0,8,1,2,2,85.20,95.60,93.70,97.38,96.90
0,8,2,5,1,98.80,100.00,87.22,98.21,98.21
0,8,3,9,0,78.40,90.00,92.67,90.19,95.54
0,8,4,8,1,45.20,55.20,86.96,91.17,89.43
0,8,5,7,2,81.60,89.20,94.16,92.80,93.29
0,8,6,5,1,98.00,96.80,87.22,98.21,98.21
0,8,7,5,1,95.60,96.40,87.22,98.21,98.21
0,8,8,2,1,46.00,98.00,91.96,90.12,96.80
0,9,0,3,1,94.40,81.60,88.51,90.69,83.17
0,9,1,2,2,95.60,92.40,93.70,96.90,93.80
0,9,2,5,1,100.00,100.00,87.22,98.21,99.10
0,9,3,9,0,90.00,95.60,92.67,95.54,97.42
0,9,4,8,1,55.20,52.00,86.96,89.43,92.61
0,9,5,7,2,89.20,81.20,94.16,93.29,65.95
0,9,6,5,1,96.80,96.80,87.22,98.21,99.10
0,9,7,5,1,96.40,94.80,87.22,98.21,99.10
0,9,8,2,1,98.00,96.80,91.96,96.80,96.03
0,9,9,9,0,40.40,98.40,92.67,95.54,97.42
