experiment_ID, 					ID, 					latest_new_instance_digit, 					noise type, 					Initial training dataset size, 					Oversampling Size per new instance, 					accumilated_retraining_dataset_size, 					lr, 					ewc_lambda, 										acc_digit_0_original_first_model,					acc_digit_1_original_first_model,					acc_digit_2_original_first_model,					acc_digit_3_original_first_model,					acc_digit_4_original_first_model,					acc_digit_5_original_first_model,					acc_digit_6_original_first_model,					acc_digit_7_original_first_model,					acc_digit_8_original_first_model,					acc_digit_9_original_first_model,					acc_digit_0_original_last_model,					acc_digit_1_original_last_model,					acc_digit_2_original_last_model,					acc_digit_3_original_last_model,					acc_digit_4_original_last_model,					acc_digit_5_original_last_model,					acc_digit_6_original_last_model,					acc_digit_7_original_last_model,					acc_digit_8_original_last_model,					acc_digit_9_original_last_model,					acc_digit_0_noise_0_first_model,					acc_digit_1_noise_0_first_model,					acc_digit_2_noise_0_first_model,					acc_digit_3_noise_0_first_model,					acc_digit_4_noise_0_first_model,					acc_digit_5_noise_0_first_model,					acc_digit_6_noise_0_first_model,					acc_digit_7_noise_0_first_model,					acc_digit_8_noise_0_first_model,					acc_digit_9_noise_0_first_model,					acc_digit_0_noise_0_last_model,					acc_digit_1_noise_0_last_model,					acc_digit_2_noise_0_last_model,					acc_digit_3_noise_0_last_model,					acc_digit_4_noise_0_last_model,					acc_digit_5_noise_0_last_model,					acc_digit_6_noise_0_last_model,					acc_digit_7_noise_0_last_model,					acc_digit_8_noise_0_last_model,					acc_digit_9_noise_0_last_model,					acc_digit_0_noise_1_first_model,					acc_digit_1_noise_1_first_model,					acc_digit_2_noise_1_first_model,					acc_digit_3_noise_1_first_model,					acc_digit_4_noise_1_first_model,					acc_digit_5_noise_1_first_model,					acc_digit_6_noise_1_first_model,					acc_digit_7_noise_1_first_model,					acc_digit_8_noise_1_first_model,					acc_digit_9_noise_1_first_model,					acc_digit_0_noise_1_last_model,					acc_digit_1_noise_1_last_model,					acc_digit_2_noise_1_last_model,					acc_digit_3_noise_1_last_model,					acc_digit_4_noise_1_last_model,					acc_digit_5_noise_1_last_model,					acc_digit_6_noise_1_last_model,					acc_digit_7_noise_1_last_model,					acc_digit_8_noise_1_last_model,					acc_digit_9_noise_1_last_model,					acc_digit_0_noise_2_first_model,					acc_digit_1_noise_2_first_model,					acc_digit_2_noise_2_first_model,					acc_digit_3_noise_2_first_model,					acc_digit_4_noise_2_first_model,					acc_digit_5_noise_2_first_model,					acc_digit_6_noise_2_first_model,					acc_digit_7_noise_2_first_model,					acc_digit_8_noise_2_first_model,					acc_digit_9_noise_2_first_model,					acc_digit_0_noise_2_last_model,					acc_digit_1_noise_2_last_model,					acc_digit_2_noise_2_last_model,					acc_digit_3_noise_2_last_model,					acc_digit_4_noise_2_last_model,					acc_digit_5_noise_2_last_model,					acc_digit_6_noise_2_last_model,					acc_digit_7_noise_2_last_model,					acc_digit_8_noise_2_last_model,					acc_digit_9_noise_2_last_model,					acc_digit_0_noise_0_flag,					acc_digit_1_noise_0_flag,					acc_digit_2_noise_0_flag,					acc_digit_3_noise_0_flag,					acc_digit_4_noise_0_flag,					acc_digit_5_noise_0_flag,					acc_digit_6_noise_0_flag,					acc_digit_7_noise_0_flag,					acc_digit_8_noise_0_flag,					acc_digit_9_noise_0_flag,					acc_digit_0_noise_1_flag,					acc_digit_1_noise_1_flag,					acc_digit_2_noise_1_flag,					acc_digit_3_noise_1_flag,					acc_digit_4_noise_1_flag,					acc_digit_5_noise_1_flag,					acc_digit_6_noise_1_flag,					acc_digit_7_noise_1_flag,					acc_digit_8_noise_1_flag,					acc_digit_9_noise_1_flag,					acc_digit_0_noise_2_flag,					acc_digit_1_noise_2_flag,					acc_digit_2_noise_2_flag,					acc_digit_3_noise_2_flag,					acc_digit_4_noise_2_flag,					acc_digit_5_noise_2_flag,					acc_digit_6_noise_2_flag,					acc_digit_7_noise_2_flag,					acc_digit_8_noise_2_flag,					acc_digit_9_noise_2_flag,					acc_all_digits_original_first_model,					acc_all_digits_original_last_model,					acc_all_digits_noise_0_first_model,					acc_all_digits_noise_0_last_model,					acc_all_digits_noise_1_first_model,					acc_all_digits_noise_1_last_model,					acc_all_digits_noise_2_first_model,					acc_all_digits_noise_2_last_model,					
0,0,9,2,						60000,1000,1000,0.000542,90.13,						99.49,99.56,98.93,98.22,98.78,98.88,98.96,98.44,97.95,97.13,						97.45,94.01,96.03,95.54,86.25,96.75,93.84,95.14,90.76,100.00,						98.98,99.74,97.19,95.74,97.35,97.98,97.81,97.96,97.64,93.26,						96.33,89.16,92.05,91.29,79.74,91.14,88.52,93.58,86.65,99.70,						99.29,99.91,92.34,89.31,97.66,87.11,97.81,94.84,89.63,78.69,						95.31,92.60,84.11,72.48,84.83,68.27,79.65,87.84,68.69,99.50,						98.37,98.85,93.90,94.06,96.54,92.94,95.51,94.26,93.43,78.69,						92.55,70.22,81.69,80.30,72.10,77.58,70.67,84.73,72.48,98.81,						0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,						0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,						0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,						98.64,94.58,97.38,90.84,92.77,83.66,93.70,80.09
0,1,8,1,						60000,1000,2000,0.000159,43.47,						99.49,99.56,98.93,98.22,98.78,98.88,98.96,98.44,97.95,97.13,						98.88,89.07,97.00,97.23,92.16,98.88,94.89,96.40,99.49,99.01,						98.98,99.74,97.19,95.74,97.35,97.98,97.81,97.96,97.64,93.26,						98.16,75.15,91.76,93.47,84.93,97.87,93.22,93.87,99.28,97.52,						99.29,99.91,92.34,89.31,97.66,87.11,97.81,94.84,89.63,78.69,						98.78,91.98,86.63,84.46,91.65,85.09,92.38,91.73,99.08,95.34,						98.37,98.85,93.90,94.06,96.54,92.94,95.51,94.26,93.43,78.69,						94.59,58.59,80.72,87.62,75.97,91.59,82.25,85.89,98.97,90.78,						0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,						0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,						0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,						98.64,96.18,97.38,92.22,92.77,91.73,93.70,84.24
0,2,9,2,						60000,1000,3000,0.000176,80.45,						99.49,99.56,98.93,98.22,98.78,98.88,98.96,98.44,97.95,97.13,						96.94,90.48,95.16,94.16,87.88,98.32,92.80,94.65,98.97,99.90,						98.98,99.74,97.19,95.74,97.35,97.98,97.81,97.96,97.64,93.26,						93.98,74.80,88.37,89.11,79.33,95.52,88.83,91.63,98.25,99.21,						99.29,99.91,92.34,89.31,97.66,87.11,97.81,94.84,89.63,78.69,						98.37,93.30,84.30,77.33,89.71,85.20,91.65,90.37,98.67,97.72,						98.37,98.85,93.90,94.06,96.54,92.94,95.51,94.26,93.43,78.69,						87.45,53.48,74.90,77.43,68.33,87.78,75.05,80.74,94.87,96.73,						0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,						0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,						0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,						98.64,94.84,97.38,89.64,92.77,90.69,93.70,79.22
0,3,5,1,						60000,1000,4000,0.000196,97.73,						99.49,99.56,98.93,98.22,98.78,98.88,98.96,98.44,97.95,97.13,						95.71,90.22,93.12,91.78,88.09,99.66,90.08,94.36,98.77,99.60,						98.98,99.74,97.19,95.74,97.35,97.98,97.81,97.96,97.64,93.26,						91.94,73.04,84.40,84.95,77.60,99.10,86.01,90.37,97.23,98.51,						99.29,99.91,92.34,89.31,97.66,87.11,97.81,94.84,89.63,78.69,						97.14,93.04,81.69,76.73,90.12,94.96,92.59,89.59,99.08,97.03,						98.37,98.85,93.90,94.06,96.54,92.94,95.51,94.26,93.43,78.69,						83.37,47.67,68.31,75.25,65.68,97.53,72.86,78.40,93.43,95.54,						0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,						0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,						0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,						98.64,94.04,97.38,87.99,92.77,91.10,93.70,77.16
0,4,2,1,						60000,1000,5000,0.000180,71.03,						99.49,99.56,98.93,98.22,98.78,98.88,98.96,98.44,97.95,97.13,						97.24,93.66,98.74,96.14,88.59,99.89,92.59,96.60,98.05,99.21,						98.98,99.74,97.19,95.74,97.35,97.98,97.81,97.96,97.64,93.26,						95.71,78.33,97.38,91.58,75.25,99.55,88.10,92.22,96.10,97.42,						99.29,99.91,92.34,89.31,97.66,87.11,97.81,94.84,89.63,78.69,						98.98,96.56,97.67,89.90,91.24,94.84,96.14,93.68,98.15,94.35,						98.37,98.85,93.90,94.06,96.54,92.94,95.51,94.26,93.43,78.69,						89.80,57.27,91.18,86.83,62.02,97.65,80.06,80.35,90.14,92.37,						0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,						0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,						0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,						98.64,96.03,97.38,90.95,92.77,95.16,93.70,82.31
0,5,9,0,						60000,1000,6000,0.000124,52.64,						99.49,99.56,98.93,98.22,98.78,98.88,98.96,98.44,97.95,97.13,						92.24,93.04,98.26,94.95,79.33,99.66,91.65,95.14,96.71,99.70,						98.98,99.74,97.19,95.74,97.35,97.98,97.81,97.96,97.64,93.26,						86.43,73.13,95.93,90.00,61.41,98.32,85.49,89.69,92.81,99.11,						99.29,99.91,92.34,89.31,97.66,87.11,97.81,94.84,89.63,78.69,						96.84,95.86,96.22,88.22,85.34,94.84,95.62,92.32,97.23,97.92,						98.37,98.85,93.90,94.06,96.54,92.94,95.51,94.26,93.43,78.69,						80.00,48.19,87.11,82.97,44.30,95.40,71.92,76.65,84.09,96.83,						0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,						0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,						0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,						98.64,94.05,97.38,87.01,92.77,94.05,93.70,76.27
0,6,8,1,						60000,1000,7000,0.000104,85.00,						99.49,99.56,98.93,98.22,98.78,98.88,98.96,98.44,97.95,97.13,						96.02,91.37,98.16,95.15,86.25,99.78,92.90,95.91,98.46,99.31,						98.98,99.74,97.19,95.74,97.35,97.98,97.81,97.96,97.64,93.26,						93.67,69.96,94.86,90.50,70.67,99.10,88.31,91.25,97.13,97.82,						99.29,99.91,92.34,89.31,97.66,87.11,97.81,94.84,89.63,78.69,						98.06,93.66,95.16,86.44,88.70,93.27,95.30,92.80,98.56,96.04,						98.37,98.85,93.90,94.06,96.54,92.94,95.51,94.26,93.43,78.69,						87.04,48.55,86.05,84.26,58.35,96.86,79.44,79.38,94.15,92.17,						0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,						0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,2.00,0.00,						0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,						98.64,95.26,97.38,89.00,92.77,93.78,93.70,80.04
0,7,8,1,						60000,1000,8000,0.000105,75.65,						99.49,99.56,98.93,98.22,98.78,98.88,98.96,98.44,97.95,97.13,						94.49,84.32,97.00,91.98,84.01,99.78,91.65,93.68,99.08,99.01,						98.98,99.74,97.19,95.74,97.35,97.98,97.81,97.96,97.64,93.26,						89.49,42.73,91.67,85.84,63.34,98.88,85.91,87.94,98.46,95.64,						99.29,99.91,92.34,89.31,97.66,87.11,97.81,94.84,89.63,78.69,						97.04,88.90,92.93,80.20,87.07,92.38,94.36,90.47,99.18,94.65,						98.37,98.85,93.90,94.06,96.54,92.94,95.51,94.26,93.43,78.69,						80.51,23.96,80.72,78.71,46.95,96.86,72.65,69.65,96.10,86.42,						0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,						0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,3.00,0.00,						0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,						98.64,93.33,97.38,83.30,92.77,91.63,93.70,72.34
0,8,9,2,						60000,1000,9000,0.000102,85.43,						99.49,99.56,98.93,98.22,98.78,98.88,98.96,98.44,97.95,97.13,						94.49,85.99,97.00,91.98,83.30,99.66,91.65,93.58,98.87,99.21,						98.98,99.74,97.19,95.74,97.35,97.98,97.81,97.96,97.64,93.26,						89.08,42.47,91.28,85.35,63.24,98.77,85.91,88.13,98.36,97.82,						99.29,99.91,92.34,89.31,97.66,87.11,97.81,94.84,89.63,78.69,						96.94,89.78,92.73,78.71,87.07,92.94,94.57,90.18,99.08,96.43,						98.37,98.85,93.90,94.06,96.54,92.94,95.51,94.26,93.43,78.69,						79.49,21.94,79.84,77.03,46.64,96.52,72.76,70.33,95.59,91.38,						0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,						0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,3.00,0.00,						0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,						98.64,93.43,97.38,83.35,92.77,91.76,93.70,72.22
0,9,3,2,						60000,1000,10000,0.000115,91.32,						99.49,99.56,98.93,98.22,98.78,98.88,98.96,98.44,97.95,97.13,						95.00,86.87,97.19,95.74,83.40,99.78,90.71,94.46,98.87,99.11,						98.98,99.74,97.19,95.74,97.35,97.98,97.81,97.96,97.64,93.26,						90.92,51.37,92.44,91.49,62.22,99.22,84.13,89.59,97.33,97.22,						99.29,99.91,92.34,89.31,97.66,87.11,97.81,94.84,89.63,78.69,						97.55,91.28,93.51,86.14,87.68,93.39,94.78,91.63,98.97,96.04,						98.37,98.85,93.90,94.06,96.54,92.94,95.51,94.26,93.43,78.69,						81.73,28.02,81.30,85.35,43.99,97.31,67.22,73.93,93.94,91.38,						0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,						0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,3.00,0.00,						0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,3.00,						98.64,93.99,97.38,85.04,92.77,93.04,93.70,73.61
