experiment_ID, 					ID, 					instance_ID, 					instance_digit,					instance_noise_type, 					acc_instance_before_last_model, 					acc_instance_last_model,					acc_on_task_first_model,					acc_on_task_before_last_model, 					acc_on_task_last_model					
0,0,0,8,2,30.00,98.80,93.02,93.02,99.90
0,1,0,8,2,98.80,90.80,93.02,99.90,98.15
0,1,1,4,2,10.00,88.40,96.13,65.27,99.59
0,2,0,8,2,90.80,76.40,93.02,98.15,96.10
0,2,1,4,2,88.40,76.00,96.13,99.59,98.68
0,2,2,5,2,2.40,57.60,92.49,58.30,98.43
0,3,0,8,2,76.40,71.60,93.02,96.10,95.69
0,3,1,4,2,76.00,66.40,96.13,98.68,95.21
0,3,2,5,2,57.60,53.20,92.49,98.43,96.75
0,3,3,0,0,16.40,82.00,99.08,90.00,99.49
0,4,0,8,2,71.60,74.00,93.02,95.69,94.76
0,4,1,4,2,66.40,58.00,96.13,95.21,94.70
0,4,2,5,2,53.20,55.20,92.49,96.75,97.31
0,4,3,0,0,82.00,81.20,99.08,99.49,99.59
0,4,4,7,2,32.40,84.00,94.36,76.26,92.12
0,5,0,8,2,74.00,67.20,93.02,94.76,91.68
0,5,1,4,2,58.00,83.60,96.13,94.70,98.68
0,5,2,5,2,55.20,46.40,92.49,97.31,94.73
0,5,3,0,0,81.20,64.40,99.08,99.59,98.88
0,5,4,7,2,84.00,75.20,94.36,92.12,92.22
0,5,5,4,0,46.80,79.60,97.45,96.95,99.49
0,6,0,8,2,67.20,63.60,93.02,91.68,90.45
0,6,1,4,2,83.60,76.80,96.13,98.68,98.07
0,6,2,5,2,46.40,44.00,92.49,94.73,94.28
0,6,3,0,0,64.40,56.40,99.08,98.88,98.47
0,6,4,7,2,75.20,85.60,94.36,92.22,96.79
0,6,5,4,0,79.60,73.20,97.45,99.49,98.98
0,6,6,7,0,40.00,85.60,98.05,97.47,99.12
0,7,0,8,2,63.60,60.40,93.02,90.45,87.17
0,7,1,4,2,76.80,75.60,96.13,98.07,98.27
0,7,2,5,2,44.00,58.00,92.49,94.28,95.96
0,7,3,0,0,56.40,58.80,99.08,98.47,98.78
0,7,4,7,2,85.60,85.60,94.36,96.79,96.60
0,7,5,4,0,73.20,74.00,97.45,98.98,99.08
0,7,6,7,0,85.60,85.60,98.05,99.12,99.42
0,7,7,3,1,18.80,64.80,87.52,78.81,92.38
0,8,0,8,2,60.40,48.80,93.02,87.17,84.70
0,8,1,4,2,75.60,72.00,96.13,98.27,97.35
0,8,2,5,2,58.00,52.00,92.49,95.96,95.52
0,8,3,0,0,58.80,60.80,99.08,98.78,99.08
0,8,4,7,2,85.60,89.20,94.36,96.60,97.28
0,8,5,4,0,74.00,74.00,97.45,99.08,98.17
0,8,6,7,0,85.60,87.20,98.05,99.42,99.42
0,8,7,3,1,64.80,70.40,87.52,92.38,90.69
0,8,8,9,2,6.80,21.60,77.50,40.73,76.51
0,9,0,8,2,48.80,49.20,93.02,84.70,84.80
0,9,1,4,2,72.00,75.20,96.13,97.35,97.15
0,9,2,5,2,52.00,50.40,92.49,95.52,95.85
0,9,3,0,0,60.80,54.40,99.08,99.08,98.98
0,9,4,7,2,89.20,87.60,94.36,97.28,95.72
0,9,5,4,0,74.00,74.40,97.45,98.17,98.17
0,9,6,7,0,87.20,85.20,98.05,99.42,99.22
0,9,7,3,1,70.40,78.80,87.52,90.69,92.28
0,9,8,9,2,21.60,22.40,77.50,76.51,75.92
0,9,9,1,1,25.20,96.40,100.00,96.21,99.03
1,0,0,0,2,33.20,92.80,97.96,97.96,100.00
1,1,0,0,2,92.80,69.60,97.96,100.00,99.80
1,1,1,4,0,20.80,79.20,97.56,87.17,99.59
1,2,0,0,2,69.60,67.60,97.96,99.80,99.69
1,2,1,4,0,79.20,71.20,97.56,99.59,99.80
1,2,2,2,2,3.20,76.40,91.67,83.91,97.48
1,3,0,0,2,67.60,62.80,97.96,99.69,99.39
1,3,1,4,0,71.20,66.00,97.56,99.80,99.29
1,3,2,2,2,76.40,61.20,91.67,97.48,97.48
1,3,3,1,0,16.40,93.20,99.47,87.67,99.38
1,4,0,0,2,62.80,66.80,97.96,99.39,97.86
1,4,1,4,0,66.00,70.80,97.56,99.29,99.29
1,4,2,2,2,61.20,69.20,91.67,97.48,96.22
1,4,3,1,0,93.20,94.80,99.47,99.38,99.12
1,4,4,8,2,6.80,66.80,93.53,58.21,96.51
1,5,0,0,2,66.80,74.00,97.96,97.86,97.45
1,5,1,4,0,70.80,81.60,97.56,99.29,97.76
1,5,2,2,2,69.20,80.00,91.67,96.22,97.48
1,5,3,1,0,94.80,95.60,99.47,99.12,98.68
1,5,4,8,2,66.80,71.60,93.53,96.51,91.89
1,5,5,9,1,2.00,88.80,81.17,9.81,96.73
1,6,0,0,2,74.00,83.60,97.96,97.45,97.76
1,6,1,4,0,81.60,70.00,97.56,97.76,97.05
1,6,2,2,2,80.00,63.60,91.67,97.48,96.71
1,6,3,1,0,95.60,94.40,99.47,98.68,98.33
1,6,4,8,2,71.60,61.20,93.53,91.89,95.38
1,6,5,9,1,88.80,76.80,81.17,96.73,95.54
1,6,6,0,1,50.40,96.40,99.69,97.96,100.00
1,7,0,0,2,83.60,82.80,97.96,97.76,95.71
1,7,1,4,0,70.00,69.20,97.56,97.05,96.13
1,7,2,2,2,63.60,64.80,91.67,96.71,96.32
1,7,3,1,0,94.40,95.20,99.47,98.33,97.71
1,7,4,8,2,61.20,65.60,93.53,95.38,95.07
1,7,5,9,1,76.80,78.80,81.17,95.54,95.24
1,7,6,0,1,96.40,98.00,99.69,100.00,99.90
1,7,7,7,0,34.80,79.60,97.76,93.00,97.08
1,8,0,0,2,82.80,76.00,97.96,95.71,95.00
1,8,1,4,0,69.20,82.40,97.56,96.13,98.37
1,8,2,2,2,64.80,64.80,91.67,96.32,95.54
1,8,3,1,0,95.20,91.60,99.47,97.71,96.30
1,8,4,8,2,65.60,56.40,93.53,95.07,92.30
1,8,5,9,1,78.80,74.00,81.17,95.24,94.35
1,8,6,0,1,98.00,97.60,99.69,99.90,99.90
1,8,7,7,0,79.60,78.80,97.76,97.08,96.69
1,8,8,4,2,9.20,61.60,92.06,86.66,95.42
1,9,0,0,2,76.00,81.20,97.96,95.00,99.69
1,9,1,4,0,82.40,58.00,97.56,98.37,97.35
1,9,2,2,2,64.80,35.20,91.67,95.54,88.47
1,9,3,1,0,91.60,76.40,99.47,96.30,97.62
1,9,4,8,2,56.40,28.80,93.53,92.30,84.60
1,9,5,9,1,74.00,61.20,81.17,94.35,91.48
1,9,6,0,1,97.60,93.20,99.69,99.90,99.90
1,9,7,7,0,78.80,71.60,97.76,96.69,96.60
1,9,8,4,2,61.60,21.20,92.06,95.42,91.55
1,9,9,0,0,20.00,60.40,99.39,98.98,99.90
2,0,0,7,0,34.80,97.60,97.37,97.37,100.00
2,1,0,7,0,97.60,89.60,97.37,100.00,99.71
2,1,1,8,2,4.80,88.40,93.94,58.93,99.49
2,2,0,7,0,89.60,83.20,97.37,99.71,99.12
2,2,1,8,2,88.40,80.00,93.94,99.49,99.38
2,2,2,4,0,18.80,86.40,96.64,80.96,99.69
2,3,0,7,0,83.20,77.20,97.37,99.12,98.93
2,3,1,8,2,80.00,84.00,93.94,99.38,99.38
2,3,2,4,0,86.40,71.60,96.64,99.69,98.47
2,3,3,0,1,22.40,90.80,99.69,95.51,99.90
2,4,0,7,0,77.20,72.80,97.37,98.93,97.08
2,4,1,8,2,84.00,94.40,93.94,99.38,99.90
2,4,2,4,0,71.60,66.00,96.64,98.47,97.15
2,4,3,0,1,90.80,91.20,99.69,99.90,99.49
2,4,4,8,0,30.80,89.60,98.36,99.08,99.69
2,5,0,7,0,72.80,64.00,97.37,97.08,96.50
2,5,1,8,2,94.40,93.20,93.94,99.90,99.69
2,5,2,4,0,66.00,62.80,96.64,97.15,97.35
2,5,3,0,1,91.20,84.80,99.69,99.49,99.69
2,5,4,8,0,89.60,82.80,98.36,99.69,99.49
2,5,5,6,1,17.60,69.20,98.43,90.19,98.96
2,6,0,7,0,64.00,75.20,97.37,96.50,95.14
2,6,1,8,2,93.20,93.20,93.94,99.69,99.38
2,6,2,4,0,62.80,71.20,96.64,97.35,97.35
2,6,3,0,1,84.80,82.80,99.69,99.69,99.29
2,6,4,8,0,82.80,93.60,98.36,99.49,99.69
2,6,5,6,1,69.20,70.80,98.43,98.96,98.85
2,6,6,1,1,22.00,93.20,99.91,90.66,97.53
2,7,0,7,0,75.20,76.80,97.37,95.14,94.26
2,7,1,8,2,93.20,94.40,93.94,99.38,98.56
2,7,2,4,0,71.20,70.40,96.64,97.35,97.56
2,7,3,0,1,82.80,88.00,99.69,99.29,98.57
2,7,4,8,0,93.60,96.40,98.36,99.69,98.97
2,7,5,6,1,70.80,75.20,98.43,98.85,98.96
2,7,6,1,1,93.20,96.80,99.91,97.53,97.53
2,7,7,5,2,0.00,69.20,92.83,3.48,83.52
2,8,0,7,0,76.80,83.60,97.37,94.26,93.68
2,8,1,8,2,94.40,84.40,93.94,98.56,97.54
2,8,2,4,0,70.40,73.60,96.64,97.56,97.25
2,8,3,0,1,88.00,86.00,99.69,98.57,98.67
2,8,4,8,0,96.40,90.40,98.36,98.97,98.77
2,8,5,6,1,75.20,76.00,98.43,98.96,99.16
2,8,6,1,1,96.80,98.00,99.91,97.53,97.00
2,8,7,5,2,69.20,64.40,92.83,83.52,87.78
2,8,8,3,2,3.20,63.20,94.46,17.13,91.98
2,9,0,7,0,83.60,88.00,97.37,93.68,94.65
2,9,1,8,2,84.40,90.80,93.94,97.54,97.54
2,9,2,4,0,73.60,79.60,96.64,97.25,96.44
2,9,3,0,1,86.00,93.20,99.69,98.67,99.29
2,9,4,8,0,90.40,94.40,98.36,98.77,98.77
2,9,5,6,1,76.00,84.80,98.43,99.16,98.54
2,9,6,1,1,98.00,100.00,99.91,97.00,97.80
2,9,7,5,2,64.40,72.80,92.83,87.78,86.66
2,9,8,3,2,63.20,70.00,94.46,91.98,93.66
2,9,9,2,1,2.80,98.40,96.90,82.27,93.60
3,0,0,5,2,34.80,90.80,92.60,92.60,99.78
3,1,0,5,2,90.80,86.40,92.60,99.78,99.55
3,1,1,7,2,16.80,77.20,92.61,66.83,98.93
3,2,0,5,2,86.40,90.00,92.60,99.55,99.44
3,2,1,7,2,77.20,81.20,92.61,98.93,99.32
3,2,2,1,1,41.20,98.40,99.91,99.30,99.91
3,3,0,5,2,90.00,89.60,92.60,99.44,99.22
3,3,1,7,2,81.20,82.40,92.61,99.32,99.22
