experiment_ID, 					ID, 					instance_ID, 					instance_digit,					instance_noise_type, 					acc_instance_before_last_model, 					acc_instance_last_model,					acc_on_task_first_model,					acc_on_task_before_last_model, 					acc_on_task_last_model					
0,0,0,5,1,44.40,99.20,88.12,88.12,100.00
0,1,0,5,1,99.20,82.80,88.12,100.00,98.21
0,1,1,9,0,0.00,85.60,92.77,37.66,99.31
0,2,0,5,1,82.80,83.20,88.12,98.21,94.96
0,2,1,9,0,85.60,81.60,92.77,99.31,98.41
0,2,2,8,1,1.20,79.60,87.17,75.05,98.87
0,3,0,5,1,83.20,93.60,88.12,94.96,92.38
0,3,1,9,0,81.60,90.40,92.77,98.41,96.93
0,3,2,8,1,79.60,93.20,87.17,98.87,99.28
0,3,3,7,2,1.20,92.40,94.46,8.37,89.49
0,4,0,5,1,93.60,88.40,88.12,92.38,96.97
0,4,1,9,0,90.40,60.80,92.77,96.93,95.94
0,4,2,8,1,93.20,78.40,87.17,99.28,98.77
0,4,3,7,2,92.40,67.60,94.46,89.49,88.42
0,4,4,5,2,46.80,82.80,92.94,84.42,98.88
0,5,0,5,1,88.40,94.80,88.12,96.97,92.60
0,5,1,9,0,60.80,90.00,92.77,95.94,93.46
0,5,2,8,1,78.40,94.00,87.17,98.77,97.84
0,5,3,7,2,67.60,91.20,94.46,88.42,78.89
0,5,4,5,2,82.80,94.80,92.94,98.88,96.08
0,5,5,2,1,8.80,91.60,91.96,47.77,97.58
0,6,0,5,1,94.80,98.40,88.12,92.60,90.58
0,6,1,9,0,90.00,96.80,92.77,93.46,92.37
0,6,2,8,1,94.00,94.40,87.17,97.84,96.61
0,6,3,7,2,91.20,88.00,94.46,78.89,58.75
0,6,4,5,2,94.80,93.60,92.94,96.08,76.01
0,6,5,2,1,91.60,98.40,91.96,97.58,97.87
0,6,6,9,2,2.00,99.20,78.49,74.43,91.87
0,7,0,5,1,98.40,98.00,88.12,90.58,93.61
0,7,1,9,0,96.80,96.80,92.77,92.37,96.04
0,7,2,8,1,94.40,89.60,87.17,96.61,92.71
0,7,3,7,2,88.00,78.80,94.46,58.75,63.72
0,7,4,5,2,93.60,94.80,92.94,76.01,82.74
0,7,5,2,1,98.40,95.60,91.96,97.87,97.48
0,7,6,9,2,99.20,97.20,78.49,91.87,92.86
0,7,7,9,1,33.60,99.60,80.18,55.00,96.63
0,8,0,5,1,98.00,96.00,88.12,93.61,89.57
0,8,1,9,0,96.80,97.60,92.77,96.04,95.44
0,8,2,8,1,89.60,90.40,87.17,92.71,89.22
0,8,3,7,2,78.80,72.00,94.46,63.72,49.90
0,8,4,5,2,94.80,92.00,92.94,82.74,72.65
0,8,5,2,1,95.60,96.00,91.96,97.48,98.55
0,8,6,9,2,97.20,92.40,78.49,92.86,91.77
0,8,7,9,1,99.60,98.80,80.18,96.63,96.63
0,8,8,2,2,14.00,94.40,93.60,45.45,84.69
0,9,0,5,1,96.00,94.80,88.12,89.57,89.24
0,9,1,9,0,97.60,98.80,92.77,95.44,96.43
0,9,2,8,1,90.40,77.20,87.17,89.22,95.07
0,9,3,7,2,72.00,79.20,94.46,49.90,50.39
0,9,4,5,2,92.00,90.80,92.94,72.65,83.41
0,9,5,2,1,96.00,94.80,91.96,98.55,95.16
0,9,6,9,2,92.40,92.80,78.49,91.77,92.77
0,9,7,9,1,98.80,97.20,80.18,96.63,95.54
0,9,8,2,2,94.40,92.40,93.60,84.69,66.38
0,9,9,3,1,0.00,70.40,88.81,27.92,80.89
