experiment_ID, ID ,noise type, Initial training dataset size, Oversampling Size per new instance, accumilated_retraining_dataset_size, lr, ewc_lambda, 					first_model_acc_on_original_training_data, first_model_acc_on_original_testing_data,					first_model_acc_on_oversampled_new_instance_training_data, first_model_acc_on_oversampled_new_instance_testing_data,					first_model_acc_on_accumilated_oversampled_new_instances_training_data, first_model_acc_on_accumilated_oversampled_new_instances_testing_data,					before_last_model_acc_on_original_training_data, before_last_model_acc_on_original_testing_data,					before_last_model_acc_on_oversampled_new_instance_training_data, before_last_model_acc_on_oversampled_new_instance_testing_data,					before_last_model_acc_on_accumilated_oversampled_new_instances_training_data, before_last_model_acc_on_accumilated_oversampled_new_instances_testing_data,					last_model_acc_on_original_training_data, last_model_acc_on_original_testing_data,					last_model_acc_on_oversampled_new_instance_training_data, last_model_acc_on_oversampled_new_instance_testing_data,					last_model_acc_on_accumilated_oversampled_new_instances_training_data, last_model_acc_on_accumilated_oversampled_new_instances_testing_data,					acc_instance_test_first_model, acc_instance_test_before_last_model, acc_instance_test_last_model,					acc_accumilated_instances_test_first_model, acc_accumilated_instances_test_before_last_model, acc_accumilated_instances_test_last_model
0,0,2,60000,1000,1000,0.000200,10.00,98.62,98.60,39.10,38.80,39.10,38.80,98.62,98.60,39.10,38.80,39.10,38.80,95.95,96.51,100.00,100.00,100.00,100.00,38.80,38.80,100.00,38.80,38.80,100.00
0,1,1,60000,1000,2000,0.000700,80.00,98.62,98.60,23.60,20.00,31.35,29.40,95.95,96.51,3.00,1.20,51.50,50.60,94.59,95.01,88.00,86.40,92.15,88.60,20.00,1.20,86.40,29.40,50.60,88.60
0,2,2,60000,1000,3000,0.000700,70.00,98.62,98.60,35.40,35.60,32.70,31.47,94.59,95.01,6.90,8.00,63.73,61.73,94.80,95.09,52.00,56.80,73.90,72.27,35.60,8.00,56.80,31.47,61.73,72.27
0,3,0,60000,1000,4000,0.000500,90.00,98.62,98.60,23.50,25.60,30.40,30.00,94.80,95.09,32.90,34.40,63.65,62.80,94.64,95.02,85.60,88.00,69.50,68.60,25.60,34.40,88.00,30.00,62.80,68.60
0,4,0,60000,1000,5000,0.000700,90.00,98.62,98.60,41.90,40.80,32.70,32.16,94.64,95.02,28.00,24.40,61.20,59.76,94.86,95.09,82.70,82.00,72.00,71.28,40.80,24.40,82.00,32.16,59.76,71.28
0,5,1,60000,1000,6000,0.000900,70.00,98.62,98.60,22.70,28.40,31.03,31.53,94.86,95.09,11.10,12.00,61.85,61.40,95.25,95.02,87.80,83.60,72.97,71.33,28.40,12.00,83.60,31.53,61.40,71.33
0,6,0,60000,1000,7000,0.001000,40.00,98.62,98.60,35.30,35.20,31.64,32.06,95.25,95.02,9.50,12.00,63.90,62.86,95.08,95.12,58.00,59.20,70.89,70.11,35.20,12.00,59.20,32.06,62.86,70.11
0,7,0,60000,1000,8000,0.000400,10.00,98.62,98.60,9.60,8.00,28.89,29.05,95.08,95.12,6.50,3.60,62.84,61.80,94.88,95.00,55.00,54.40,63.86,62.80,8.00,3.60,54.40,29.05,61.80,62.80
0,8,2,60000,1000,9000,0.000900,60.00,98.62,98.60,25.10,23.60,28.47,28.44,94.88,95.00,25.10,24.40,59.56,58.53,94.72,95.03,55.00,48.40,61.84,60.18,23.60,24.40,48.40,28.44,58.53,60.18
0,9,0,60000,1000,10000,0.000900,20.00,98.62,98.60,51.30,44.80,30.75,30.08,94.72,95.03,27.80,23.60,58.44,56.52,94.83,95.23,77.50,75.20,65.58,64.28,44.80,23.60,75.20,30.08,56.52,64.28
