experiment_ID, 					ID, 					instance_ID, 					instance_digit,					instance_noise_type, 					acc_instance_before_last_model, 					acc_instance_last_model,					acc_on_task_first_model,					acc_on_task_before_last_model, 					acc_on_task_last_model					
0,0,0,9,1,18.00,100.00,76.81,76.81,99.70
0,1,0,9,1,100.00,91.60,76.81,99.70,99.50
0,1,1,2,1,14.40,90.00,90.99,82.27,99.13
0,2,0,9,1,91.60,75.60,76.81,99.50,97.13
0,2,1,2,1,90.00,84.40,90.99,99.13,98.74
0,2,2,8,1,0.00,74.00,86.45,32.75,97.23
0,3,0,9,1,75.60,73.20,76.81,97.13,96.53
0,3,1,2,1,84.40,71.20,90.99,98.74,98.55
0,3,2,8,1,74.00,72.80,86.45,97.23,96.61
0,3,3,5,2,21.20,74.80,92.83,66.14,98.21
0,4,0,9,1,73.20,82.80,76.81,96.53,97.82
0,4,1,2,1,71.20,65.20,90.99,98.55,97.97
0,4,2,8,1,72.80,62.00,86.45,96.61,95.38
0,4,3,5,2,74.80,69.60,92.83,98.21,97.31
0,4,4,9,2,31.20,68.80,78.10,84.44,97.22
0,5,0,9,1,82.80,81.20,76.81,97.82,98.12
0,5,1,2,1,65.20,74.40,90.99,97.97,99.42
0,5,2,8,1,62.00,53.60,86.45,95.38,92.30
0,5,3,5,2,69.60,65.20,92.83,97.31,95.07
0,5,4,9,2,68.80,52.00,78.10,97.22,94.15
0,5,5,2,1,45.60,78.40,90.99,97.97,99.42
0,6,0,9,1,81.20,78.40,76.81,98.12,97.03
0,6,1,2,1,74.40,65.60,90.99,99.42,99.22
0,6,2,8,1,53.60,52.40,86.45,92.30,93.12
0,6,3,5,2,65.20,80.40,92.83,95.07,99.10
0,6,4,9,2,52.00,42.40,78.10,94.15,85.13
0,6,5,2,1,78.40,74.00,90.99,99.42,99.22
0,6,6,5,1,42.40,70.80,88.68,91.37,98.21
0,7,0,9,1,78.40,85.60,76.81,97.03,98.91
0,7,1,2,1,65.60,62.80,90.99,99.22,99.03
0,7,2,8,1,52.40,26.80,86.45,93.12,89.01
0,7,3,5,2,80.40,71.20,92.83,99.10,97.98
0,7,4,9,2,42.40,51.20,78.10,85.13,96.13
0,7,5,2,1,74.00,64.80,90.99,99.22,99.03
0,7,6,5,1,70.80,62.40,88.68,98.21,95.85
0,7,7,9,1,16.80,62.40,76.81,97.03,98.91
0,8,0,9,1,85.60,83.20,76.81,98.91,96.73
0,8,1,2,1,62.80,51.60,90.99,99.03,99.13
0,8,2,8,1,26.80,22.40,86.45,89.01,86.04
0,8,3,5,2,71.20,70.40,92.83,97.98,96.75
0,8,4,9,2,51.20,51.60,78.10,96.13,92.47
0,8,5,2,1,64.80,66.40,90.99,99.03,99.13
0,8,6,5,1,62.40,58.40,88.68,95.85,97.31
0,8,7,9,1,62.40,48.40,76.81,98.91,96.73
0,8,8,3,1,14.00,36.00,88.32,77.43,91.68
0,9,0,9,1,83.20,84.00,76.81,96.73,97.32
0,9,1,2,1,51.60,53.60,90.99,99.13,99.03
0,9,2,8,1,22.40,20.40,86.45,86.04,85.52
0,9,3,5,2,70.40,67.60,92.83,96.75,96.41
0,9,4,9,2,51.60,55.20,78.10,92.47,96.73
0,9,5,2,1,66.40,61.20,90.99,99.13,99.03
0,9,6,5,1,58.40,54.40,88.68,97.31,96.19
0,9,7,9,1,48.40,48.80,76.81,96.73,97.32
0,9,8,3,1,36.00,38.40,88.32,91.68,91.88
0,9,9,9,0,36.80,51.20,92.86,97.13,98.12
