experiment_ID, 					ID, 					instance_ID, 					instance_digit,					instance_noise_type, 					acc_instance_before_last_model, 					acc_instance_last_model,					acc_on_task_first_model,					acc_on_task_before_last_model, 					acc_on_task_last_model					
0,0,0,9,2,30.00,59.20,77.80,77.80,97.42
0,1,0,9,2,59.20,86.80,77.80,97.42,99.80
0,1,1,9,2,37.20,98.00,77.80,97.42,99.80
0,2,0,9,2,86.80,88.00,77.80,99.80,99.80
0,2,1,9,2,98.00,96.00,77.80,99.80,99.80
0,2,2,2,2,35.60,81.20,93.41,77.13,93.70
0,3,0,9,2,88.00,76.80,77.80,99.80,99.11
0,3,1,9,2,96.00,91.60,77.80,99.80,99.11
0,3,2,2,2,81.20,76.80,93.41,93.70,87.79
0,3,3,5,2,10.00,70.80,92.71,41.82,92.60
0,4,0,9,2,76.80,71.60,77.80,99.11,96.63
0,4,1,9,2,91.60,84.00,77.80,99.11,96.63
0,4,2,2,2,76.80,68.80,93.41,87.79,82.07
0,4,3,5,2,70.80,69.20,92.71,92.60,90.92
0,4,4,3,1,10.00,57.20,88.61,77.62,98.81
0,5,0,9,2,71.60,70.40,77.80,96.63,95.54
0,5,1,9,2,84.00,72.40,77.80,96.63,95.54
0,5,2,2,2,68.80,92.80,93.41,82.07,95.93
0,5,3,5,2,69.20,61.60,92.71,90.92,89.01
0,5,4,3,1,57.20,54.40,88.61,98.81,98.12
0,5,5,2,2,30.80,56.80,93.41,82.07,95.93
0,6,0,9,2,70.40,53.60,77.80,95.54,93.76
0,6,1,9,2,72.40,63.60,77.80,95.54,93.76
0,6,2,2,2,92.80,90.00,93.41,95.93,95.25
0,6,3,5,2,61.60,75.60,92.71,89.01,96.08
0,6,4,3,1,54.40,55.60,88.61,98.12,98.02
0,6,5,2,2,56.80,54.40,93.41,95.93,95.25
0,6,6,5,1,44.40,76.80,87.78,85.20,94.84
0,7,0,9,2,53.60,51.20,77.80,93.76,92.27
0,7,1,9,2,63.60,60.80,77.80,93.76,92.27
0,7,2,2,2,90.00,90.40,93.41,95.25,95.54
0,7,3,5,2,75.60,73.60,92.71,96.08,95.52
0,7,4,3,1,55.60,56.40,88.61,98.02,97.92
0,7,5,2,2,54.40,56.80,93.41,95.25,95.54
0,7,6,5,1,76.80,77.20,87.78,94.84,95.18
0,7,7,8,1,13.20,38.00,86.14,48.15,94.35
0,8,0,9,2,51.20,48.80,77.80,92.27,87.61
0,8,1,9,2,60.80,51.20,77.80,92.27,87.61
0,8,2,2,2,90.40,82.40,93.41,95.54,87.89
0,8,3,5,2,73.60,63.60,92.71,95.52,88.90
0,8,4,3,1,56.40,83.60,88.61,97.92,99.80
0,8,5,2,2,56.80,45.20,93.41,95.54,87.89
0,8,6,5,1,77.20,69.60,87.78,95.18,88.57
0,8,7,8,1,38.00,36.80,86.14,94.35,90.35
0,8,8,3,1,35.60,74.80,88.61,97.92,99.80
0,9,0,9,2,48.80,39.20,77.80,87.61,81.86
0,9,1,9,2,51.20,40.80,77.80,87.61,81.86
0,9,2,2,2,82.40,81.60,93.41,87.89,85.47
0,9,3,5,2,63.60,64.80,92.71,88.90,89.46
0,9,4,3,1,83.60,81.60,88.61,99.80,99.21
0,9,5,2,2,45.20,44.00,93.41,87.89,85.47
0,9,6,5,1,69.60,60.00,87.78,88.57,88.90
0,9,7,8,1,36.80,64.40,86.14,90.35,99.08
0,9,8,3,1,74.80,70.40,88.61,99.80,99.21
0,9,9,8,1,21.60,58.80,86.14,90.35,99.08
