experiment_ID, 					ID, 					instance_ID, 					instance_digit,					instance_noise_type, 					acc_instance_before_last_model, 					acc_instance_last_model,					acc_on_task_first_model,					acc_on_task_before_last_model, 					acc_on_task_last_model					
0,0,0,9,1,14.80,100.00,77.11,77.11,100.00
0,1,0,9,1,100.00,100.00,77.11,100.00,96.93
0,1,1,6,1,0.00,100.00,97.70,0.00,99.90
0,2,0,9,1,100.00,100.00,77.11,96.93,94.55
0,2,1,6,1,100.00,100.00,97.70,99.90,99.79
0,2,2,1,2,0.00,100.00,99.03,0.00,93.66
0,3,0,9,1,100.00,100.00,77.11,94.55,93.26
0,3,1,6,1,100.00,100.00,97.70,99.79,98.96
0,3,2,1,2,100.00,100.00,99.03,93.66,92.69
0,3,3,7,0,0.00,100.00,97.47,0.00,99.12
0,4,0,9,1,100.00,100.00,77.11,93.26,84.34
0,4,1,6,1,100.00,100.00,97.70,98.96,98.43
0,4,2,1,2,100.00,100.00,99.03,92.69,73.30
0,4,3,7,0,100.00,100.00,97.47,99.12,96.79
0,4,4,0,2,0.00,100.00,98.78,0.00,95.41
0,5,0,9,1,100.00,100.00,77.11,84.34,91.38
0,5,1,6,1,100.00,100.00,97.70,98.43,97.91
0,5,2,1,2,100.00,100.00,99.03,73.30,74.27
0,5,3,7,0,100.00,100.00,97.47,96.79,98.44
0,5,4,0,2,100.00,99.20,98.78,95.41,92.14
0,5,5,7,2,28.00,100.00,94.07,79.28,96.21
0,6,0,9,1,100.00,100.00,77.11,91.38,89.20
0,6,1,6,1,100.00,100.00,97.70,97.91,99.27
0,6,2,1,2,100.00,100.00,99.03,74.27,67.22
0,6,3,7,0,100.00,100.00,97.47,98.44,92.22
0,6,4,0,2,99.20,99.60,98.78,92.14,86.84
0,6,5,7,2,100.00,100.00,94.07,96.21,90.95
0,6,6,2,2,0.00,100.00,93.51,0.00,82.46
0,7,0,9,1,100.00,100.00,77.11,89.20,86.62
0,7,1,6,1,100.00,100.00,97.70,99.27,99.27
0,7,2,1,2,100.00,100.00,99.03,67.22,75.07
0,7,3,7,0,100.00,100.00,97.47,92.22,91.93
0,7,4,0,2,99.60,99.60,98.78,86.84,78.78
0,7,5,7,2,100.00,100.00,94.07,90.95,90.86
0,7,6,2,2,100.00,100.00,93.51,82.46,68.31
0,7,7,3,1,0.00,100.00,87.92,0.00,91.78
0,8,0,9,1,100.00,100.00,77.11,86.62,91.38
0,8,1,6,1,100.00,100.00,97.70,99.27,97.70
0,8,2,1,2,100.00,100.00,99.03,75.07,84.58
0,8,3,7,0,100.00,100.00,97.47,91.93,93.09
0,8,4,0,2,99.60,99.60,98.78,78.78,93.98
0,8,5,7,2,100.00,100.00,94.07,90.86,90.08
0,8,6,2,2,100.00,99.60,93.51,68.31,74.22
0,8,7,3,1,100.00,100.00,87.92,91.78,88.91
0,8,8,0,0,21.20,100.00,99.18,70.31,97.24
0,9,0,9,1,100.00,100.00,77.11,91.38,91.08
0,9,1,6,1,100.00,100.00,97.70,97.70,97.39
0,9,2,1,2,100.00,100.00,99.03,84.58,72.51
0,9,3,7,0,100.00,100.00,97.47,93.09,92.32
0,9,4,0,2,99.60,99.60,98.78,93.98,90.51
0,9,5,7,2,100.00,100.00,94.07,90.08,89.20
0,9,6,2,2,99.60,100.00,93.51,74.22,58.14
0,9,7,3,1,100.00,100.00,87.92,88.91,87.23
0,9,8,0,0,100.00,100.00,99.18,97.24,97.96
0,9,9,3,2,15.60,99.20,94.26,53.17,91.29
