experiment_ID, 					ID, 					instance_ID, 					instance_digit,					instance_noise_type, 					acc_instance_before_last_model, 					acc_instance_last_model,					acc_on_task_first_model,					acc_on_task_before_last_model, 					acc_on_task_last_model					
0,0,0,9,1,12.80,93.20,78.10,78.10,99.31
0,1,0,9,1,93.20,92.80,78.10,99.31,99.01
0,1,1,2,2,19.20,88.40,92.64,86.24,99.90
0,2,0,9,1,92.80,70.00,78.10,99.01,98.12
0,2,1,2,2,88.40,73.60,92.64,99.90,98.45
0,2,2,3,1,12.80,71.60,88.51,73.86,96.73
0,3,0,9,1,70.00,61.20,78.10,98.12,98.32
0,3,1,2,2,73.60,62.80,92.64,98.45,96.03
0,3,2,3,1,71.60,64.80,88.51,96.73,96.83
0,3,3,5,1,41.60,84.00,88.45,91.59,98.43
0,4,0,9,1,61.20,50.80,78.10,98.32,97.13
0,4,1,2,2,62.80,60.40,92.64,96.03,95.83
0,4,2,3,1,64.80,63.60,88.51,96.83,95.45
0,4,3,5,1,84.00,80.00,88.45,98.43,98.43
0,4,4,8,1,26.00,52.40,85.93,88.09,97.43
0,5,0,9,1,50.80,76.00,78.10,97.13,98.12
0,5,1,2,2,60.40,52.40,92.64,95.83,93.31
0,5,2,3,1,63.60,52.40,88.51,95.45,94.26
0,5,3,5,1,80.00,82.00,88.45,98.43,97.87
0,5,4,8,1,52.40,44.80,85.93,97.43,96.20
0,5,5,9,2,1.20,60.80,76.61,62.24,94.15
0,6,0,9,1,76.00,78.00,78.10,98.12,98.41
0,6,1,2,2,52.40,46.40,92.64,93.31,91.28
0,6,2,3,1,52.40,44.40,88.51,94.26,92.57
0,6,3,5,1,82.00,80.00,88.45,97.87,97.09
0,6,4,8,1,44.80,38.40,85.93,96.20,94.76
0,6,5,9,2,60.80,72.40,76.61,94.15,98.12
0,6,6,9,2,50.40,80.00,76.61,94.15,98.12
0,7,0,9,1,78.00,74.80,78.10,98.41,98.51
0,7,1,2,2,46.40,41.20,92.64,91.28,88.95
0,7,2,3,1,44.40,42.40,88.51,92.57,92.08
0,7,3,5,1,80.00,84.80,88.45,97.09,97.76
0,7,4,8,1,38.40,36.40,85.93,94.76,94.05
0,7,5,9,2,72.40,58.80,76.61,98.12,96.13
0,7,6,9,2,80.00,64.80,76.61,98.12,96.13
0,7,7,5,2,44.40,73.60,92.60,94.51,98.43
0,8,0,9,1,74.80,66.00,78.10,98.51,98.12
0,8,1,2,2,41.20,55.60,92.64,88.95,94.48
0,8,2,3,1,42.40,38.40,88.51,92.08,91.78
0,8,3,5,1,84.80,81.60,88.45,97.76,98.09
0,8,4,8,1,36.40,39.20,85.93,94.05,94.35
0,8,5,9,2,58.80,51.60,76.61,96.13,94.85
0,8,6,9,2,64.80,62.40,76.61,96.13,94.85
0,8,7,5,2,73.60,69.60,92.60,98.43,98.54
0,8,8,2,2,38.80,55.60,92.64,88.95,94.48
0,9,0,9,1,66.00,62.40,78.10,98.12,97.72
0,9,1,2,2,55.60,54.80,92.64,94.48,94.86
0,9,2,3,1,38.40,39.60,88.51,91.78,91.49
0,9,3,5,1,81.60,81.60,88.45,98.09,97.65
0,9,4,8,1,39.20,37.60,85.93,94.35,93.84
0,9,5,9,2,51.60,51.60,76.61,94.85,94.75
0,9,6,9,2,62.40,61.60,76.61,94.85,94.75
0,9,7,5,2,69.60,66.80,92.60,98.54,98.21
0,9,8,2,2,55.60,52.80,92.64,94.48,94.86
0,9,9,7,2,16.40,34.00,93.97,65.27,82.39
