experiment_ID, 					ID, 					instance_ID, 					instance_digit,					instance_noise_type, 					acc_instance_before_last_model, 					acc_instance_last_model,					acc_on_task_first_model,					acc_on_task_before_last_model, 					acc_on_task_last_model					
0,0,0,7,1,41.20,96.00,94.36,94.36,99.51
0,1,0,7,1,96.00,93.20,94.36,99.51,99.71
0,1,1,8,2,4.40,83.60,92.71,84.09,99.38
0,2,0,7,1,93.20,89.60,94.36,99.71,99.71
0,2,1,8,2,83.60,66.00,92.71,99.38,97.84
0,2,2,3,2,19.20,65.60,94.46,66.63,96.44
0,3,0,7,1,89.60,86.80,94.36,99.71,99.32
0,3,1,8,2,66.00,49.60,92.71,97.84,95.28
0,3,2,3,2,65.60,60.40,94.46,96.44,96.93
0,3,3,2,2,16.40,66.40,93.02,69.57,96.22
0,4,0,7,1,86.80,85.20,94.36,99.32,98.83
0,4,1,8,2,49.60,56.80,92.71,95.28,95.28
0,4,2,3,2,60.40,66.80,94.46,96.93,95.05
0,4,3,2,2,66.40,67.20,93.02,96.22,93.90
0,4,4,5,1,22.40,86.00,88.00,81.95,97.98
0,5,0,7,1,85.20,77.20,94.36,98.83,98.64
0,5,1,8,2,56.80,63.20,92.71,95.28,98.46
0,5,2,3,2,66.80,61.60,94.46,95.05,93.86
0,5,3,2,2,67.20,58.00,93.02,93.90,90.12
0,5,4,5,1,86.00,70.00,88.00,97.98,95.29
0,5,5,8,1,40.80,81.20,86.96,92.20,97.84
0,6,0,7,1,77.20,57.60,94.36,98.64,97.57
0,6,1,8,2,63.20,32.40,92.71,98.46,97.43
0,6,2,3,2,61.60,51.60,94.46,93.86,94.55
0,6,3,2,2,58.00,66.80,93.02,90.12,95.16
0,6,4,5,1,70.00,54.80,88.00,95.29,94.73
0,6,5,8,1,81.20,67.20,86.96,97.84,96.41
0,6,6,2,1,31.60,48.80,91.57,91.28,97.19
0,7,0,7,1,57.60,58.80,94.36,97.57,97.67
0,7,1,8,2,32.40,34.80,92.71,97.43,96.30
0,7,2,3,2,51.60,56.40,94.46,94.55,95.74
0,7,3,2,2,66.80,62.80,93.02,95.16,94.09
0,7,4,5,1,54.80,63.20,88.00,94.73,95.74
0,7,5,8,1,67.20,68.80,86.96,96.41,93.94
0,7,6,2,1,48.80,49.20,91.57,97.19,97.48
0,7,7,9,0,8.80,25.20,93.66,70.66,91.77
0,8,0,7,1,58.80,57.20,94.36,97.67,97.67
0,8,1,8,2,34.80,29.60,92.71,96.30,96.92
0,8,2,3,2,56.40,54.00,94.46,95.74,95.45
0,8,3,2,2,62.80,61.20,93.02,94.09,92.54
0,8,4,5,1,63.20,60.80,88.00,95.74,95.40
0,8,5,8,1,68.80,68.00,86.96,93.94,93.22
0,8,6,2,1,49.20,48.40,91.57,97.48,97.19
0,8,7,9,0,25.20,35.60,93.66,91.77,94.75
0,8,8,9,2,11.20,34.00,78.89,72.94,84.24
0,9,0,7,1,57.20,68.80,94.36,97.67,98.64
0,9,1,8,2,29.60,27.20,92.71,96.92,95.69
0,9,2,3,2,54.00,51.60,94.46,95.45,94.85
0,9,3,2,2,61.20,60.80,93.02,92.54,94.48
0,9,4,5,1,60.80,58.40,88.00,95.40,95.07
0,9,5,8,1,68.00,60.00,86.96,93.22,92.61
0,9,6,2,1,48.40,46.00,91.57,97.19,96.41
0,9,7,9,0,35.60,30.80,93.66,94.75,93.95
0,9,8,9,2,34.00,23.20,78.89,84.24,81.96
0,9,9,7,1,38.40,63.60,94.36,97.67,98.64
