experiment_ID, ID ,noise type, Initial training dataset size, Oversampling Size per new instance, accumilated_retraining_dataset_size, lr, ewc_lambda, 					first_model_acc_on_original_training_data, first_model_acc_on_original_testing_data,					first_model_acc_on_oversampled_new_instance_training_data, first_model_acc_on_oversampled_new_instance_testing_data,					first_model_acc_on_accumilated_oversampled_new_instances_training_data, first_model_acc_on_accumilated_oversampled_new_instances_testing_data,					before_last_model_acc_on_original_training_data, before_last_model_acc_on_original_testing_data,					before_last_model_acc_on_oversampled_new_instance_training_data, before_last_model_acc_on_oversampled_new_instance_testing_data,					before_last_model_acc_on_accumilated_oversampled_new_instances_training_data, before_last_model_acc_on_accumilated_oversampled_new_instances_testing_data,					last_model_acc_on_original_training_data, last_model_acc_on_original_testing_data,					last_model_acc_on_oversampled_new_instance_training_data, last_model_acc_on_oversampled_new_instance_testing_data,					last_model_acc_on_accumilated_oversampled_new_instances_training_data, last_model_acc_on_accumilated_oversampled_new_instances_testing_data,					acc_instance_test_first_model, acc_instance_test_before_last_model, acc_instance_test_last_model,					acc_accumilated_instances_test_first_model, acc_accumilated_instances_test_before_last_model, acc_accumilated_instances_test_last_model
0,0,1,60000,1000,1000,0.000537,50.81,98.60,98.60,26.20,20.80,26.20,20.80,98.60,98.60,26.20,20.80,26.20,20.80,90.16,90.83,97.90,98.00,97.90,98.00,20.80,20.80,98.00,20.80,20.80,98.00
0,1,0,60000,1000,2000,0.000695,69.87,98.60,98.60,23.60,28.80,24.90,24.80,90.16,90.83,8.50,8.40,53.20,53.20,81.33,82.90,91.10,89.60,90.70,87.20,28.80,8.40,89.60,24.80,53.20,87.20
0,2,2,60000,1000,3000,0.000897,55.68,98.60,98.60,35.40,38.80,28.40,29.47,81.33,82.90,10.20,9.20,63.87,61.20,84.10,84.73,72.50,73.20,77.57,77.47,38.80,9.20,73.20,29.47,61.20,77.47
0,3,2,60000,1000,4000,0.000471,17.41,98.60,98.60,46.80,43.20,33.00,32.90,84.10,84.73,21.90,21.20,63.65,63.40,88.37,89.42,71.50,67.60,68.05,67.40,43.20,21.20,67.60,32.90,63.40,67.40
0,4,1,60000,1000,5000,0.002860,16.33,98.60,98.60,39.60,39.60,34.32,34.24,88.37,89.42,35.70,34.00,61.58,60.72,68.82,70.10,93.30,92.80,87.04,85.92,39.60,34.00,92.80,34.24,60.72,85.92
0,5,1,60000,1000,6000,0.000233,2.91,98.60,98.60,9.70,13.20,30.22,30.73,68.82,70.10,45.20,42.00,80.07,78.60,84.54,86.09,91.40,92.00,66.95,66.47,13.20,42.00,92.00,30.73,78.60,66.47
0,6,2,60000,1000,7000,0.000205,2.40,98.60,98.60,32.90,36.00,30.60,31.49,84.54,86.09,33.30,33.20,62.14,61.71,86.29,87.41,75.50,80.00,64.93,65.26,36.00,33.20,80.00,31.49,61.71,65.26
0,7,0,60000,1000,8000,0.000108,0.95,98.60,98.60,10.00,11.20,28.02,28.95,86.29,87.41,25.30,28.00,59.98,60.60,90.06,90.85,50.70,49.60,58.61,58.45,11.20,28.00,49.60,28.95,60.60,58.45
0,8,2,60000,1000,9000,0.000143,6.08,98.60,98.60,11.00,11.60,26.13,27.02,90.06,90.85,47.60,47.20,57.39,57.20,87.72,88.79,77.30,78.80,61.97,62.09,11.60,47.20,78.80,27.02,57.20,62.09
0,9,1,60000,1000,10000,0.001526,11.45,98.60,98.60,26.90,22.00,26.21,26.52,87.72,88.79,0.00,0.00,55.78,55.88,71.94,73.51,48.80,40.00,76.08,75.56,22.00,0.00,40.00,26.52,55.88,75.56
