experiment_ID, ID ,noise type, Initial training dataset size, Oversampling Size per new instance, accumilated_retraining_dataset_size, lr, ewc_lambda, 					first_model_acc_on_original_training_data, first_model_acc_on_original_testing_data,					first_model_acc_on_oversampled_new_instance_training_data, first_model_acc_on_oversampled_new_instance_testing_data,					first_model_acc_on_accumilated_oversampled_new_instances_training_data, first_model_acc_on_accumilated_oversampled_new_instances_testing_data,					before_last_model_acc_on_original_training_data, before_last_model_acc_on_original_testing_data,					before_last_model_acc_on_oversampled_new_instance_training_data, before_last_model_acc_on_oversampled_new_instance_testing_data,					before_last_model_acc_on_accumilated_oversampled_new_instances_training_data, before_last_model_acc_on_accumilated_oversampled_new_instances_testing_data,					last_model_acc_on_original_training_data, last_model_acc_on_original_testing_data,					last_model_acc_on_oversampled_new_instance_training_data, last_model_acc_on_oversampled_new_instance_testing_data,					last_model_acc_on_accumilated_oversampled_new_instances_training_data, last_model_acc_on_accumilated_oversampled_new_instances_testing_data,					acc_instance_test_first_model, acc_instance_test_before_last_model, acc_instance_test_last_model,					acc_accumilated_instances_test_first_model, acc_accumilated_instances_test_before_last_model, acc_accumilated_instances_test_last_model
0,0,2,60000,1000,1000,0.000475,35.90,98.65,98.63,17.70,14.80,17.70,14.80,98.65,98.63,17.70,14.80,17.70,14.80,90.84,91.43,96.80,98.40,96.80,98.40,14.80,14.80,98.40,14.80,14.80,98.40
0,1,1,60000,1000,2000,0.000530,44.11,98.65,98.63,44.90,42.00,31.30,28.40,90.84,91.43,26.60,24.40,61.70,61.40,86.57,87.82,89.90,90.80,84.80,85.00,42.00,24.40,90.80,28.40,61.40,85.00
0,2,1,60000,1000,3000,0.000638,53.47,98.65,98.63,39.40,38.00,34.00,31.60,86.57,87.82,14.60,13.20,61.40,61.07,87.89,88.77,88.30,84.40,80.43,79.73,38.00,13.20,84.40,31.60,61.07,79.73
0,3,1,60000,1000,4000,0.000792,95.99,98.65,98.63,22.90,22.80,31.23,29.40,87.89,88.77,12.90,13.60,63.55,63.20,90.26,90.65,81.00,76.80,73.25,71.20,22.80,13.60,76.80,29.40,63.20,71.20
0,4,2,60000,1000,5000,0.000875,90.71,98.65,98.63,11.50,8.80,27.28,25.28,90.26,90.65,46.30,39.60,67.86,64.88,87.19,88.16,85.10,79.60,78.52,75.28,8.80,39.60,79.60,25.28,64.88,75.28
0,5,2,60000,1000,6000,0.000372,81.75,98.65,98.63,42.20,43.60,29.77,28.33,87.19,88.16,38.80,35.60,71.90,68.67,92.00,92.20,83.40,82.40,69.32,67.00,43.60,35.60,82.40,28.33,68.67,67.00
0,6,0,60000,1000,7000,0.000587,78.83,98.65,98.63,18.80,23.20,28.20,27.60,92.00,92.20,44.80,47.60,65.81,64.23,87.47,88.62,84.70,88.00,75.20,74.57,23.20,47.60,88.00,27.60,64.23,74.57
0,7,1,60000,1000,8000,0.000327,94.72,98.65,98.63,19.70,21.20,27.14,26.80,87.47,88.62,18.60,19.60,68.12,67.70,90.23,90.95,42.10,43.20,61.71,61.50,21.20,19.60,43.20,26.80,67.70,61.50
0,8,1,60000,1000,9000,0.000140,48.05,98.65,98.63,17.10,21.20,26.02,26.18,90.23,90.95,33.90,33.60,58.62,58.40,91.80,92.37,56.30,60.40,53.88,53.38,21.20,33.60,60.40,26.18,58.40,53.38
0,9,1,60000,1000,10000,0.000171,90.05,98.65,98.63,36.30,36.40,27.05,27.20,91.80,92.37,46.60,47.60,53.15,52.80,90.56,91.70,64.70,62.40,53.65,54.28,36.40,47.60,62.40,27.20,52.80,54.28
