experiment_ID, 					ID, 					instance_ID, 					instance_digit,					instance_noise_type, 					acc_instance_before_last_model, 					acc_instance_last_model,					acc_on_task_first_model,					acc_on_task_before_last_model, 					acc_on_task_last_model					
0,0,0,9,2,31.20,88.80,78.69,78.69,98.81
0,1,0,9,2,88.80,51.60,78.69,98.81,90.78
0,1,1,8,1,18.40,71.60,89.63,68.69,99.08
0,2,0,9,2,51.60,67.60,78.69,90.78,96.73
0,2,1,8,1,71.60,62.80,89.63,99.08,98.67
0,2,2,9,2,40.40,76.40,78.69,90.78,96.73
0,3,0,9,2,67.60,57.60,78.69,96.73,95.54
0,3,1,8,1,62.80,62.00,89.63,98.67,99.08
0,3,2,9,2,76.40,57.20,78.69,96.73,95.54
0,3,3,5,1,46.40,66.40,87.11,85.20,94.96
0,4,0,9,2,57.60,49.60,78.69,95.54,92.37
0,4,1,8,1,62.00,50.00,89.63,99.08,98.15
0,4,2,9,2,57.20,50.80,78.69,95.54,92.37
0,4,3,5,1,66.40,66.80,87.11,94.96,94.84
0,4,4,2,1,14.00,51.20,92.34,81.69,97.67
0,5,0,9,2,49.60,68.00,78.69,92.37,96.83
0,5,1,8,1,50.00,47.60,89.63,98.15,97.23
0,5,2,9,2,50.80,68.00,78.69,92.37,96.83
0,5,3,5,1,66.80,60.40,87.11,94.84,94.84
0,5,4,2,1,51.20,41.60,92.34,97.67,96.22
0,5,5,9,0,38.80,59.60,93.26,97.42,99.11
0,6,0,9,2,68.00,53.60,78.69,96.83,92.17
0,6,1,8,1,47.60,56.40,89.63,97.23,98.56
0,6,2,9,2,68.00,51.20,78.69,96.83,92.17
0,6,3,5,1,60.40,64.00,87.11,94.84,93.27
0,6,4,2,1,41.60,34.40,92.34,96.22,95.16
0,6,5,9,0,59.60,44.80,93.26,99.11,97.82
0,6,6,8,1,49.60,62.80,89.63,97.23,98.56
0,7,0,9,2,53.60,48.40,78.69,92.17,86.42
0,7,1,8,1,56.40,59.20,89.63,98.56,99.18
0,7,2,9,2,51.20,45.60,78.69,92.17,86.42
0,7,3,5,1,64.00,60.80,87.11,93.27,92.38
0,7,4,2,1,34.40,33.60,92.34,95.16,92.93
0,7,5,9,0,44.80,41.60,93.26,97.82,95.64
0,7,6,8,1,62.80,71.20,89.63,98.56,99.18
0,7,7,8,1,50.40,55.60,89.63,98.56,99.18
0,8,0,9,2,48.40,55.60,78.69,86.42,91.38
0,8,1,8,1,59.20,58.00,89.63,99.18,99.08
0,8,2,9,2,45.60,52.00,78.69,86.42,91.38
0,8,3,5,1,60.80,60.80,87.11,92.38,92.94
0,8,4,2,1,33.60,32.40,92.34,92.93,92.73
0,8,5,9,0,41.60,47.60,93.26,95.64,97.82
0,8,6,8,1,71.20,69.60,89.63,99.18,99.08
0,8,7,8,1,55.60,53.20,89.63,99.18,99.08
0,8,8,9,2,26.40,37.60,78.69,86.42,91.38
0,9,0,9,2,55.60,53.20,78.69,91.38,91.38
0,9,1,8,1,58.00,57.60,89.63,99.08,98.97
0,9,2,9,2,52.00,49.20,78.69,91.38,91.38
0,9,3,5,1,60.80,62.40,87.11,92.94,93.39
0,9,4,2,1,32.40,33.60,92.34,92.73,93.51
0,9,5,9,0,47.60,45.60,93.26,97.82,97.22
0,9,6,8,1,69.60,68.00,89.63,99.08,98.97
0,9,7,8,1,53.20,53.20,89.63,99.08,98.97
0,9,8,9,2,37.60,32.80,78.69,91.38,91.38
0,9,9,3,2,20.80,37.60,94.06,77.03,85.35
