experiment_ID, ID ,noise type, Initial training dataset size, Oversampling Size per new instance, accumilated_retraining_dataset_size, lr, ewc_lambda, 					first_model_acc_on_original_training_data, first_model_acc_on_original_testing_data,					first_model_acc_on_oversampled_new_instance_training_data, first_model_acc_on_oversampled_new_instance_testing_data,					first_model_acc_on_accumilated_oversampled_new_instances_training_data, first_model_acc_on_accumilated_oversampled_new_instances_testing_data,					before_last_model_acc_on_original_training_data, before_last_model_acc_on_original_testing_data,					before_last_model_acc_on_oversampled_new_instance_training_data, before_last_model_acc_on_oversampled_new_instance_testing_data,					before_last_model_acc_on_accumilated_oversampled_new_instances_training_data, before_last_model_acc_on_accumilated_oversampled_new_instances_testing_data,					last_model_acc_on_original_training_data, last_model_acc_on_original_testing_data,					last_model_acc_on_oversampled_new_instance_training_data, last_model_acc_on_oversampled_new_instance_testing_data,					last_model_acc_on_accumilated_oversampled_new_instances_training_data, last_model_acc_on_accumilated_oversampled_new_instances_testing_data,					acc_instance_test_first_model, acc_instance_test_before_last_model, acc_instance_test_last_model,					acc_accumilated_instances_test_first_model, acc_accumilated_instances_test_before_last_model, acc_accumilated_instances_test_last_model
0,0,1,60000,1000,1000,0.000192,32.53,98.65,98.58,41.60,44.40,41.60,44.40,98.65,98.58,41.60,44.40,41.60,44.40,95.39,95.56,88.60,90.80,88.60,90.80,44.40,44.40,90.80,44.40,44.40,90.80
0,1,2,60000,1000,2000,0.000497,78.70,98.65,98.58,59.30,53.20,50.45,48.80,95.39,95.56,40.90,37.20,64.75,64.00,94.37,94.56,90.20,87.60,87.50,86.00,53.20,37.20,87.60,48.80,64.00,86.00
0,2,1,60000,1000,3000,0.000324,54.67,98.65,98.58,4.90,4.00,35.27,33.87,94.37,94.56,3.20,3.20,59.40,58.40,94.85,95.12,85.80,83.20,80.03,78.00,4.00,3.20,83.20,33.87,58.40,78.00
0,3,1,60000,1000,4000,0.000163,38.05,98.65,98.58,36.70,33.20,35.62,33.70,94.85,95.12,32.60,33.60,68.17,66.90,95.53,95.78,68.40,68.80,65.28,63.80,33.20,33.60,68.80,33.70,66.90,63.80
0,4,1,60000,1000,5000,0.000133,89.77,98.65,98.58,30.40,29.20,34.58,32.80,95.53,95.78,41.90,37.20,60.60,58.48,95.97,96.08,58.60,52.40,57.50,55.60,29.20,37.20,52.40,32.80,58.48,55.60
0,5,0,60000,1000,6000,0.000169,76.39,98.65,98.58,33.10,35.20,34.33,33.20,95.97,96.08,37.90,39.60,54.23,52.93,94.03,94.24,59.50,56.80,61.97,61.07,35.20,39.60,56.80,33.20,52.93,61.07
0,6,2,60000,1000,7000,0.000119,93.67,98.65,98.58,24.40,28.00,32.91,32.46,94.03,94.24,40.50,39.20,58.90,57.94,95.88,96.05,47.10,46.40,56.24,54.80,28.00,39.20,46.40,32.46,57.94,54.80
0,7,2,60000,1000,8000,0.000107,46.93,98.65,98.58,35.50,28.40,33.24,31.95,95.88,96.05,38.10,31.20,53.98,51.85,94.83,94.93,52.30,48.00,57.92,55.90,28.40,31.20,48.00,31.95,51.85,55.90
0,8,1,60000,1000,9000,0.000107,48.81,98.65,98.58,0.40,0.40,29.59,28.44,94.83,94.93,4.80,4.00,52.02,50.13,93.45,93.75,27.60,25.60,52.62,51.56,0.40,4.00,25.60,28.44,50.13,51.56
0,9,1,60000,1000,10000,0.000138,64.66,98.65,98.58,14.90,16.40,28.12,27.24,93.45,93.75,41.90,43.20,51.55,50.72,90.17,90.76,58.30,59.60,54.72,52.84,16.40,43.20,59.60,27.24,50.72,52.84
