experiment_ID, ID ,noise type, Initial training dataset size, Oversampling Size per new instance, accumilated_retraining_dataset_size, lr, ewc_lambda, 					first_model_acc_on_original_training_data, first_model_acc_on_original_testing_data,					first_model_acc_on_oversampled_new_instance_training_data, first_model_acc_on_oversampled_new_instance_testing_data,					first_model_acc_on_accumilated_oversampled_new_instances_training_data, first_model_acc_on_accumilated_oversampled_new_instances_testing_data,					before_last_model_acc_on_original_training_data, before_last_model_acc_on_original_testing_data,					before_last_model_acc_on_oversampled_new_instance_training_data, before_last_model_acc_on_oversampled_new_instance_testing_data,					before_last_model_acc_on_accumilated_oversampled_new_instances_training_data, before_last_model_acc_on_accumilated_oversampled_new_instances_testing_data,					last_model_acc_on_original_training_data, last_model_acc_on_original_testing_data,					last_model_acc_on_oversampled_new_instance_training_data, last_model_acc_on_oversampled_new_instance_testing_data,					last_model_acc_on_accumilated_oversampled_new_instances_training_data, last_model_acc_on_accumilated_oversampled_new_instances_testing_data,					acc_instance_test_first_model, acc_instance_test_before_last_model, acc_instance_test_last_model,					acc_accumilated_instances_test_first_model, acc_accumilated_instances_test_before_last_model, acc_accumilated_instances_test_last_model
0,0,0,60000,1000,1000,0.000275,21.41,98.57,98.56,28.90,26.80,28.90,26.80,98.57,98.56,28.90,26.80,28.90,26.80,94.84,95.14,93.40,94.40,93.40,94.40,26.80,26.80,94.40,26.80,26.80,94.40
0,1,1,60000,1000,2000,0.000341,51.76,98.57,98.56,21.50,16.40,25.20,21.60,94.84,95.14,11.60,8.80,52.50,51.60,95.00,95.12,67.00,70.00,69.25,72.60,16.40,8.80,70.00,21.60,51.60,72.60
0,2,1,60000,1000,3000,0.000100,0.43,98.57,98.56,45.30,43.60,31.90,28.93,95.00,95.12,28.30,26.80,55.60,57.33,94.96,95.11,72.60,72.40,65.50,65.33,43.60,26.80,72.40,28.93,57.33,65.33
0,3,1,60000,1000,4000,0.000161,19.75,98.57,98.56,25.20,20.40,30.23,26.80,94.96,95.11,46.30,38.40,60.70,58.60,96.42,96.44,62.70,57.20,60.73,59.70,20.40,38.40,57.20,26.80,58.60,59.70
0,4,1,60000,1000,5000,0.000381,70.48,98.57,98.56,33.80,30.80,30.94,27.60,96.42,96.44,11.00,8.40,50.78,49.44,96.21,96.44,61.30,59.60,55.16,53.60,30.80,8.40,59.60,27.60,49.44,53.60
0,5,1,60000,1000,6000,0.000101,19.09,98.57,98.56,2.30,2.80,26.17,23.47,96.21,96.44,31.50,27.20,51.22,49.20,96.52,96.62,74.30,67.60,58.00,54.80,2.80,27.20,67.60,23.47,49.20,54.80
0,6,1,60000,1000,7000,0.000380,68.52,98.57,98.56,25.80,26.00,26.11,23.83,96.52,96.62,15.40,13.60,51.91,48.91,95.49,95.66,44.80,46.40,55.91,54.06,26.00,13.60,46.40,23.83,48.91,54.06
0,7,2,60000,1000,8000,0.000172,41.88,98.57,98.56,32.90,32.00,26.96,24.85,95.49,95.66,42.50,46.40,54.24,53.10,96.22,96.23,59.00,61.60,52.75,51.40,32.00,46.40,61.60,24.85,53.10,51.40
0,8,1,60000,1000,9000,0.000161,41.03,98.57,98.56,11.70,11.60,25.27,23.38,96.22,96.23,29.30,31.60,50.14,49.20,95.56,95.66,49.90,49.20,50.62,49.38,11.60,31.60,49.20,23.38,49.20,49.38
0,9,0,60000,1000,10000,0.000115,44.74,98.57,98.56,21.10,16.80,24.85,22.72,95.56,95.66,49.70,47.60,50.53,49.20,96.63,96.80,54.00,50.40,48.61,46.92,16.80,47.60,50.40,22.72,49.20,46.92
