experiment_ID, ID ,noise type, Initial training dataset size, Oversampling Size per new instance, accumilated_retraining_dataset_size, lr, ewc_lambda, 					first_model_acc_on_original_training_data, first_model_acc_on_original_testing_data,					first_model_acc_on_oversampled_new_instance_training_data, first_model_acc_on_oversampled_new_instance_testing_data,					first_model_acc_on_accumilated_oversampled_new_instances_training_data, first_model_acc_on_accumilated_oversampled_new_instances_testing_data,					before_last_model_acc_on_original_training_data, before_last_model_acc_on_original_testing_data,					before_last_model_acc_on_oversampled_new_instance_training_data, before_last_model_acc_on_oversampled_new_instance_testing_data,					before_last_model_acc_on_accumilated_oversampled_new_instances_training_data, before_last_model_acc_on_accumilated_oversampled_new_instances_testing_data,					last_model_acc_on_original_training_data, last_model_acc_on_original_testing_data,					last_model_acc_on_oversampled_new_instance_training_data, last_model_acc_on_oversampled_new_instance_testing_data,					last_model_acc_on_accumilated_oversampled_new_instances_training_data, last_model_acc_on_accumilated_oversampled_new_instances_testing_data,					acc_instance_test_first_model, acc_instance_test_before_last_model, acc_instance_test_last_model,					acc_accumilated_instances_test_first_model, acc_accumilated_instances_test_before_last_model, acc_accumilated_instances_test_last_model
0,0,2,60000,1000,1000,0.000411,54.52,98.65,98.67,41.70,42.80,41.70,42.80,98.65,98.67,41.70,42.80,41.70,42.80,95.15,95.29,99.30,99.60,99.30,99.60,42.80,42.80,99.60,42.80,42.80,99.60
0,1,2,60000,1000,2000,0.000345,72.04,98.65,98.67,21.80,20.40,31.75,31.60,95.15,95.29,8.60,6.80,53.95,53.20,94.73,94.98,74.80,72.80,83.65,82.00,20.40,6.80,72.80,31.60,53.20,82.00
0,2,1,60000,1000,3000,0.000445,89.36,98.65,98.67,37.60,38.80,33.70,34.00,94.73,94.98,23.70,23.20,63.67,62.40,95.51,95.66,59.90,64.40,66.10,64.00,38.80,23.20,64.40,34.00,62.40,64.00
0,3,2,60000,1000,4000,0.000420,91.64,98.65,98.67,18.80,16.40,29.98,29.60,95.51,95.66,16.20,15.60,53.62,51.90,95.50,95.78,59.90,55.60,55.95,52.60,16.40,15.60,55.60,29.60,51.90,52.60
0,4,2,60000,1000,5000,0.000102,6.92,98.65,98.67,31.70,31.60,30.32,30.00,95.50,95.78,25.10,24.00,49.78,46.88,96.30,96.50,67.70,66.00,52.42,49.52,31.60,24.00,66.00,30.00,46.88,49.52
0,5,2,60000,1000,6000,0.000204,40.03,98.65,98.67,20.20,20.80,28.63,28.47,96.30,96.50,22.50,26.40,47.43,45.67,95.64,95.80,46.70,52.80,53.83,52.27,20.80,26.40,52.80,28.47,45.67,52.27
0,6,1,60000,1000,7000,0.000130,41.65,98.65,98.67,31.90,28.00,29.10,28.40,95.64,95.80,47.80,48.00,52.97,51.66,96.02,96.06,66.10,63.60,51.00,50.00,28.00,48.00,63.60,28.40,51.66,50.00
0,7,0,60000,1000,8000,0.000131,39.88,98.65,98.67,21.10,22.00,28.10,27.60,96.02,96.06,23.70,28.00,47.59,47.25,95.73,96.00,47.00,47.60,52.38,51.65,22.00,28.00,47.60,27.60,47.25,51.65
0,8,1,60000,1000,9000,0.000177,99.53,98.65,98.67,26.70,25.60,27.94,27.38,95.73,96.00,39.30,39.60,50.92,50.31,96.15,96.30,59.10,60.40,49.74,49.16,25.60,39.60,60.40,27.38,50.31,49.16
0,9,2,60000,1000,10000,0.000196,99.87,98.65,98.67,27.10,23.20,27.86,26.96,96.15,96.30,24.10,19.60,47.18,46.20,96.09,96.24,49.50,46.40,49.73,49.16,23.20,19.60,46.40,26.96,46.20,49.16
