experiment_ID, ID ,noise type, Initial training dataset size, Oversampling Size per new instance, accumilated_retraining_dataset_size, lr, ewc_lambda, 					first_model_acc_on_original_training_data, first_model_acc_on_original_testing_data,					first_model_acc_on_oversampled_new_instance_training_data, first_model_acc_on_oversampled_new_instance_testing_data,					first_model_acc_on_accumilated_oversampled_new_instances_training_data, first_model_acc_on_accumilated_oversampled_new_instances_testing_data,					before_last_model_acc_on_original_training_data, before_last_model_acc_on_original_testing_data,					before_last_model_acc_on_oversampled_new_instance_training_data, before_last_model_acc_on_oversampled_new_instance_testing_data,					before_last_model_acc_on_accumilated_oversampled_new_instances_training_data, before_last_model_acc_on_accumilated_oversampled_new_instances_testing_data,					last_model_acc_on_original_training_data, last_model_acc_on_original_testing_data,					last_model_acc_on_oversampled_new_instance_training_data, last_model_acc_on_oversampled_new_instance_testing_data,					last_model_acc_on_accumilated_oversampled_new_instances_training_data, last_model_acc_on_accumilated_oversampled_new_instances_testing_data,					acc_instance_test_first_model, acc_instance_test_before_last_model, acc_instance_test_last_model,					acc_accumilated_instances_test_first_model, acc_accumilated_instances_test_before_last_model, acc_accumilated_instances_test_last_model
1,0,1,60000,1000,1000,0.000200,100.00,98.81,98.67,21.10,22.40,21.10,22.40,98.81,98.67,21.10,22.40,21.10,22.40,97.60,97.47,78.40,72.00,78.40,72.00,22.40,22.40,72.00,22.40,22.40,72.00
1,1,0,60000,1000,2000,0.000200,20.00,98.81,98.67,55.40,52.40,38.25,37.40,97.60,97.47,38.10,36.40,58.25,54.20,95.58,95.74,78.60,77.60,73.55,72.20,52.40,36.40,77.60,37.40,54.20,72.20
1,2,0,60000,1000,3000,0.000300,10.00,98.81,98.67,31.00,33.20,35.83,36.00,95.58,95.74,12.40,12.40,53.17,52.27,93.31,93.59,63.60,66.40,70.83,70.80,33.20,12.40,66.40,36.00,52.27,70.80
1,3,0,60000,1000,4000,0.000800,50.00,98.81,98.67,39.20,34.00,36.67,35.50,93.31,93.59,39.10,37.60,62.90,62.50,87.96,88.28,84.90,84.00,73.40,71.90,34.00,37.60,84.00,35.50,62.50,71.90
1,4,0,60000,1000,5000,0.000700,30.00,98.81,98.67,38.90,44.80,37.12,37.36,87.96,88.28,7.60,8.80,60.24,59.28,92.82,92.92,79.20,79.20,71.92,70.80,44.80,8.80,79.20,37.36,59.28,70.80
1,5,1,60000,1000,6000,0.000500,10.00,98.81,98.67,29.40,26.40,35.83,35.53,92.82,92.92,10.10,3.60,61.62,59.60,90.55,90.68,81.20,80.80,72.05,70.33,26.40,3.60,80.80,35.53,59.60,70.33
1,6,1,60000,1000,7000,0.001000,20.00,98.81,98.67,54.70,55.20,38.53,38.34,90.55,90.68,11.10,6.40,63.34,61.20,95.56,95.58,72.60,68.00,72.69,70.29,55.20,6.40,68.00,38.34,61.20,70.29
1,7,0,60000,1000,8000,0.000700,10.00,98.81,98.67,26.90,28.80,37.08,37.15,95.56,95.58,29.90,34.40,67.34,65.80,95.06,95.39,72.80,73.20,72.15,70.15,28.80,34.40,73.20,37.15,65.80,70.15
1,8,1,60000,1000,9000,0.000900,10.00,98.81,98.67,30.80,28.80,36.38,36.22,95.06,95.39,19.90,19.20,66.34,64.49,94.71,95.21,62.80,65.20,72.16,70.44,28.80,19.20,65.20,36.22,64.49,70.44
1,9,1,60000,1000,10000,0.001000,10.00,98.81,98.67,30.00,25.20,35.74,35.12,94.71,95.21,22.40,17.60,67.18,65.16,94.55,95.05,74.60,72.40,73.30,70.12,25.20,17.60,72.40,35.12,65.16,70.12
2,0,0,60000,1000,1000,0.000100,100.00,98.81,98.76,28.90,30.80,28.90,30.80,98.81,98.76,28.90,30.80,28.90,30.80,97.56,97.54,77.30,76.00,77.30,76.00,30.80,30.80,76.00,30.80,30.80,76.00
2,1,2,60000,1000,2000,0.000100,90.00,98.81,98.76,37.20,34.40,33.05,32.60,97.56,97.54,31.10,26.00,54.20,51.00,97.11,97.01,68.80,67.20,72.05,71.20,34.40,26.00,67.20,32.60,51.00,71.20
2,2,2,60000,1000,3000,0.000200,60.00,98.81,98.76,36.10,38.80,34.07,34.67,97.11,97.01,6.70,8.80,50.27,50.40,93.65,93.87,67.50,67.20,72.27,70.53,38.80,8.80,67.20,34.67,50.40,70.53
2,3,2,60000,1000,4000,0.000100,40.00,98.81,98.76,21.70,20.80,30.98,31.20,93.65,93.87,42.40,48.40,64.80,65.00,94.65,94.94,83.30,84.80,68.65,70.40,20.80,48.40,84.80,31.20,65.00,70.40
2,4,1,60000,1000,5000,0.000100,60.00,98.81,98.76,52.60,54.40,35.30,35.84,94.65,94.94,49.20,50.40,64.76,66.40,96.25,96.46,84.00,85.60,69.64,70.40,54.40,50.40,85.60,35.84,66.40,70.40
2,5,1,60000,1000,6000,0.000100,30.00,98.81,98.76,51.50,49.20,38.00,38.07,96.25,96.46,46.90,40.40,65.85,65.40,96.37,96.63,73.60,74.40,69.32,70.67,49.20,40.40,74.40,38.07,65.40,70.67
2,6,2,60000,1000,7000,0.000200,20.00,98.81,98.76,24.40,20.80,36.06,35.60,96.37,96.63,1.90,1.60,59.69,60.80,95.45,95.70,32.40,28.40,69.86,70.00,20.80,1.60,28.40,35.60,60.80,70.00
2,7,0,60000,1000,8000,0.000800,60.00,98.81,98.76,30.80,30.00,35.40,34.90,95.45,95.70,30.30,32.40,64.91,65.30,92.11,92.43,74.50,72.00,70.33,70.25,30.00,32.40,72.00,34.90,65.30,70.25
2,8,0,60000,1000,9000,0.002000,100.00,98.81,98.76,44.60,47.20,36.42,36.27,92.11,92.43,0.40,0.40,62.56,62.49,95.81,96.02,72.80,75.20,70.24,70.71,47.20,0.40,75.20,36.27,62.49,70.71
2,9,1,60000,1000,10000,0.002000,80.00,98.81,98.76,23.10,29.60,35.09,35.60,95.81,96.02,7.50,9.60,63.97,64.60,95.18,95.29,76.30,79.60,70.59,70.48,29.60,9.60,79.60,35.60,64.60,70.48
3,0,0,60000,1000,1000,0.000100,100.00,98.71,98.74,39.90,41.20,39.90,41.20,98.71,98.74,39.90,41.20,39.90,41.20,97.87,97.78,84.20,81.20,84.20,81.20,41.20,41.20,81.20,41.20,41.20,81.20
3,1,1,60000,1000,2000,0.000100,100.00,98.71,98.74,43.80,37.20,41.85,39.20,97.87,97.78,43.90,36.40,64.05,58.80,98.16,98.12,76.30,73.20,75.65,73.60,37.20,36.40,73.20,39.20,58.80,73.60
3,2,0,60000,1000,3000,0.000100,30.00,98.71,98.74,27.40,26.80,37.03,35.07,98.16,98.12,20.20,23.60,57.17,56.93,97.20,97.13,58.50,59.60,69.47,71.47,26.80,23.60,59.60,35.07,56.93,71.47
3,3,1,60000,1000,4000,0.000300,70.00,98.71,98.74,24.20,23.20,33.83,32.10,97.20,97.13,3.30,1.60,52.92,54.00,96.56,96.65,72.60,75.20,70.42,70.20,23.20,1.60,75.20,32.10,54.00,70.20
3,4,0,60000,1000,5000,0.000500,100.00,98.71,98.74,43.40,41.60,35.74,34.00,96.56,96.65,5.30,4.00,57.40,56.96,96.85,96.79,76.70,74.40,70.20,70.16,41.60,4.00,74.40,34.00,56.96,70.16
3,5,0,60000,1000,6000,0.000400,30.00,98.71,98.74,42.90,45.20,36.93,35.87,96.85,96.79,21.70,24.40,62.12,62.53,96.87,96.91,70.50,69.60,70.30,70.47,45.20,24.40,69.60,35.87,62.53,70.47
3,6,0,60000,1000,7000,0.000700,90.00,98.71,98.74,32.60,33.60,36.31,35.54,96.87,96.91,42.90,44.80,66.39,66.80,96.98,96.99,74.50,75.60,70.03,70.63,33.60,44.80,75.60,35.54,66.80,70.63
3,7,1,60000,1000,8000,0.001000,100.00,98.71,98.74,25.90,25.20,35.01,34.25,96.98,96.99,7.30,6.80,62.19,62.65,97.15,96.93,55.60,56.00,69.79,70.00,25.20,6.80,56.00,34.25,62.65,70.00
3,8,1,60000,1000,9000,0.001000,60.00,98.71,98.74,23.40,22.40,33.72,32.93,97.15,96.93,13.20,12.80,63.50,63.64,96.74,96.80,68.10,60.00,72.20,70.76,22.40,12.80,60.00,32.93,63.64,70.76
3,9,1,60000,1000,10000,0.000900,50.00,98.71,98.74,20.70,20.80,32.42,31.72,96.74,96.80,30.20,28.00,68.00,66.48,95.13,95.11,68.80,67.20,71.09,70.16,20.80,28.00,67.20,31.72,66.48,70.16
4,0,0,60000,1000,1000,0.000300,80.00,98.80,98.73,9.90,7.60,9.90,7.60,98.80,98.73,9.90,7.60,9.90,7.60,96.11,96.39,68.20,70.40,68.20,70.40,7.60,7.60,70.40,7.60,7.60,70.40
4,1,1,60000,1000,2000,0.000200,40.00,98.80,98.73,47.90,47.60,28.90,27.60,96.11,96.39,40.60,42.80,54.40,56.60,93.23,93.43,87.70,88.40,71.65,70.40,47.60,42.80,88.40,27.60,56.60,70.40
4,2,2,60000,1000,3000,0.000100,0.00,98.80,98.73,34.50,36.40,30.77,30.53,93.23,93.43,40.10,38.80,61.13,59.87,93.99,93.84,80.30,82.00,69.40,70.00,36.40,38.80,82.00,30.53,59.87,70.00
4,3,2,60000,1000,4000,0.000200,70.00,98.80,98.73,14.60,14.00,26.73,26.40,93.99,93.84,34.30,34.80,60.62,61.20,92.64,92.80,67.40,69.60,69.35,70.20,14.00,34.80,69.60,26.40,61.20,70.20
4,4,0,60000,1000,5000,0.000200,20.00,98.80,98.73,36.60,42.80,28.70,29.68,92.64,92.80,12.10,12.40,57.90,58.64,95.01,95.17,70.00,73.60,71.28,70.64,42.80,12.40,73.60,29.68,58.64,70.64
4,5,1,60000,1000,6000,0.000700,80.00,98.80,98.73,13.30,9.60,26.13,26.33,95.01,95.17,4.80,2.80,60.20,59.33,86.20,86.58,60.00,62.40,69.98,70.67,9.60,2.80,62.40,26.33,59.33,70.67
4,6,2,60000,1000,7000,0.001000,80.00,98.80,98.73,38.10,39.20,27.84,28.17,86.20,86.58,1.60,1.60,60.21,60.80,83.46,83.88,59.50,58.00,69.56,70.40,39.20,1.60,58.00,28.17,60.80,70.40
4,7,1,60000,1000,8000,0.000600,10.00,98.80,98.73,47.50,48.00,30.30,30.65,83.46,83.88,24.00,22.40,63.86,64.40,82.70,82.63,64.60,65.60,71.69,71.05,48.00,22.40,65.60,30.65,64.40,71.05
4,8,1,60000,1000,9000,0.000800,20.00,98.80,98.73,58.70,62.00,33.46,34.13,82.70,82.63,0.10,0.40,63.73,63.20,95.88,95.79,95.00,94.40,71.14,70.67,62.00,0.40,94.40,34.13,63.20,70.67
4,9,2,60000,1000,10000,0.001000,20.00,98.80,98.73,23.40,27.20,32.45,33.44,95.88,95.79,10.20,12.80,65.05,64.88,96.11,96.20,51.20,47.60,70.20,70.12,27.20,12.80,47.60,33.44,64.88,70.12
5,0,1,60000,1000,1000,0.000100,100.00,98.75,98.71,32.60,28.00,32.60,28.00,98.75,98.71,32.60,28.00,32.60,28.00,96.46,96.88,89.60,87.20,89.60,87.20,28.00,28.00,87.20,28.00,28.00,87.20
5,1,2,60000,1000,2000,0.000100,100.00,98.75,98.71,47.40,45.20,40.00,36.60,96.46,96.88,39.00,38.00,64.30,62.60,97.12,97.44,77.10,74.00,78.85,75.60,45.20,38.00,74.00,36.60,62.60,75.60
5,2,0,60000,1000,3000,0.000200,80.00,98.75,98.71,23.30,25.60,34.43,32.93,97.12,97.44,13.80,13.20,57.17,54.80,97.59,97.57,64.90,64.80,72.90,70.67,25.60,13.20,64.80,32.93,54.80,70.67
5,3,0,60000,1000,4000,0.000200,50.00,98.75,98.71,50.00,46.40,38.33,36.30,97.59,97.57,41.70,35.60,65.10,61.90,97.97,97.90,71.20,71.60,72.12,70.90,46.40,35.60,71.60,36.30,61.90,70.90
5,4,0,60000,1000,5000,0.000200,80.00,98.75,98.71,27.90,29.20,36.24,34.88,97.97,97.90,42.90,43.60,66.28,65.44,97.50,97.34,80.50,78.00,71.98,70.16,29.20,43.60,78.00,34.88,65.44,70.16
5,5,0,60000,1000,6000,0.000400,70.00,98.75,98.71,28.60,31.60,34.97,34.33,97.50,97.34,15.50,20.80,62.57,61.93,96.99,96.79,51.60,55.20,71.13,70.20,31.60,20.80,55.20,34.33,61.93,70.20
5,6,2,60000,1000,7000,0.000600,50.00,98.75,98.71,41.20,39.60,35.86,35.09,96.99,96.79,19.10,20.80,63.70,63.14,95.45,95.48,57.80,57.20,71.53,70.91,39.60,20.80,57.20,35.09,63.14,70.91
5,7,2,60000,1000,8000,0.000700,40.00,98.75,98.71,12.90,16.00,32.99,32.70,95.45,95.48,40.50,42.40,67.65,67.35,94.90,94.95,89.90,89.20,70.54,70.50,16.00,42.40,89.20,32.70,67.35,70.50
5,8,0,60000,1000,9000,0.000400,10.00,98.75,98.71,28.70,30.40,32.51,32.44,94.90,94.95,36.10,37.60,66.71,66.84,92.14,91.94,75.90,77.60,69.81,70.27,30.40,37.60,77.60,32.44,66.84,70.27
5,9,2,60000,1000,10000,0.000500,30.00,98.75,98.71,56.80,56.80,34.94,34.88,92.14,91.94,35.00,34.00,66.33,66.64,96.09,96.01,93.90,94.00,70.71,71.04,56.80,34.00,94.00,34.88,66.64,71.04
6,0,0,60000,1000,1000,0.000100,100.00,98.72,98.60,38.10,42.40,38.10,42.40,98.72,98.60,38.10,42.40,38.10,42.40,97.24,97.47,86.90,88.00,86.90,88.00,42.40,42.40,88.00,42.40,42.40,88.00
6,1,1,60000,1000,2000,0.000100,90.00,98.72,98.60,32.90,30.80,35.50,36.60,97.24,97.47,30.50,29.20,58.70,58.60,97.14,96.96,64.50,59.20,71.20,70.00,30.80,29.20,59.20,36.60,58.60,70.00
6,2,1,60000,1000,3000,0.000200,50.00,98.72,98.60,5.40,6.40,25.47,26.53,97.14,96.96,2.30,3.60,48.23,47.87,95.22,95.49,65.60,66.00,70.90,70.13,6.40,3.60,66.00,26.53,47.87,70.13
6,3,0,60000,1000,4000,0.000300,50.00,98.72,98.60,52.40,55.60,32.20,33.80,95.22,95.49,34.00,37.60,61.67,62.00,96.60,96.70,74.90,77.60,69.30,70.00,55.60,37.60,77.60,33.80,62.00,70.00
6,4,0,60000,1000,5000,0.000500,80.00,98.72,98.60,31.70,31.60,32.10,33.36,96.60,96.70,22.20,20.80,59.88,60.16,95.33,95.65,71.80,71.20,69.52,70.08,31.60,20.80,71.20,33.36,60.16,70.08
6,5,2,60000,1000,6000,0.000300,10.00,98.72,98.60,45.00,43.20,34.25,35.00,95.33,95.65,23.40,28.40,61.83,63.13,94.05,94.34,61.20,59.20,70.40,70.07,43.20,28.40,59.20,35.00,63.13,70.07
6,6,0,60000,1000,7000,0.000300,10.00,98.72,98.60,33.50,32.00,34.14,34.57,94.05,94.34,36.80,38.80,65.60,65.60,92.82,93.31,73.30,68.80,70.54,70.46,32.00,38.80,68.80,34.57,65.60,70.46
6,7,2,60000,1000,8000,0.000900,40.00,98.72,98.60,45.90,38.80,35.61,35.10,92.82,93.31,20.10,14.40,64.24,63.45,88.36,89.03,65.60,57.20,70.47,70.10,38.80,14.40,57.20,35.10,63.45,70.10
6,8,2,60000,1000,9000,0.000400,10.00,98.72,98.60,33.10,35.60,35.33,35.16,88.36,89.03,48.90,50.80,68.08,67.96,87.83,88.45,80.10,79.20,71.60,70.13,35.60,50.80,79.20,35.16,67.96,70.13
6,9,2,60000,1000,10000,0.001000,50.00,98.72,98.60,27.50,26.80,34.55,34.32,87.83,88.45,49.70,42.40,69.41,67.36,87.39,88.14,74.50,66.00,71.69,70.28,26.80,42.40,66.00,34.32,67.36,70.28
7,0,0,60000,1000,1000,0.000100,100.00,98.68,98.68,38.40,40.40,38.40,40.40,98.68,98.68,38.40,40.40,38.40,40.40,98.16,98.08,73.60,79.20,73.60,79.20,40.40,40.40,79.20,40.40,40.40,79.20
7,1,1,60000,1000,2000,0.000100,100.00,98.68,98.68,58.90,66.40,48.65,53.40,98.16,98.08,49.60,59.20,61.60,69.20,98.21,98.03,68.00,71.60,64.90,70.00,66.40,59.20,71.60,53.40,69.20,70.00
7,2,1,60000,1000,3000,0.000200,100.00,98.68,98.68,37.00,38.80,44.77,48.53,98.21,98.03,48.00,45.20,59.27,61.73,97.05,96.91,78.60,78.80,73.40,76.67,38.80,45.20,78.80,48.53,61.73,76.67
7,3,1,60000,1000,4000,0.000300,100.00,98.68,98.68,24.10,26.80,39.60,43.10,97.05,96.91,29.30,27.60,62.38,64.40,94.37,94.47,61.60,60.40,70.10,70.80,26.80,27.60,60.40,43.10,64.40,70.80
7,4,0,60000,1000,5000,0.000400,90.00,98.68,98.68,47.40,46.80,41.16,43.84,94.37,94.47,34.00,33.60,62.88,63.36,95.22,95.38,67.40,70.40,69.26,71.04,46.80,33.60,70.40,43.84,63.36,71.04
7,5,2,60000,1000,6000,0.000500,60.00,98.68,98.68,23.40,22.40,38.20,40.27,95.22,95.38,7.60,9.60,58.98,60.80,93.42,93.63,55.70,58.80,68.33,70.13,22.40,9.60,58.80,40.27,60.80,70.13
7,6,0,60000,1000,7000,0.000300,10.00,98.68,98.68,40.10,44.00,38.47,40.80,93.42,93.63,4.90,4.80,59.27,60.80,90.01,89.55,53.70,56.40,67.69,70.00,44.00,4.80,56.40,40.80,60.80,70.00
7,7,2,60000,1000,8000,0.001000,50.00,98.68,98.68,42.00,45.60,38.91,41.40,90.01,89.55,22.80,21.20,62.08,63.90,92.20,92.02,61.30,67.60,68.70,70.50,45.60,21.20,67.60,41.40,63.90,70.50
7,8,0,60000,1000,9000,0.000900,20.00,98.68,98.68,11.10,9.20,35.82,37.82,92.20,92.02,8.90,8.00,62.06,63.56,86.32,86.23,34.20,33.60,68.06,70.18,9.20,8.00,33.60,37.82,63.56,70.18
7,9,2,60000,1000,10000,0.001000,20.00,98.68,98.68,7.10,7.20,32.95,34.76,86.32,86.23,28.40,29.20,64.09,66.08,87.82,87.84,60.20,58.80,70.02,71.28,7.20,29.20,58.80,34.76,66.08,71.28
8,0,2,60000,1000,1000,0.000100,100.00,98.75,98.63,39.10,43.20,39.10,43.20,98.75,98.63,39.10,43.20,39.10,43.20,98.33,98.20,70.30,71.20,70.30,71.20,43.20,43.20,71.20,43.20,43.20,71.20
8,1,2,60000,1000,2000,0.000200,100.00,98.75,98.63,43.20,40.40,41.15,41.80,98.33,98.20,31.90,31.20,51.10,51.20,97.60,97.63,72.80,72.40,68.00,70.40,40.40,31.20,72.40,41.80,51.20,70.40
8,2,2,60000,1000,3000,0.000500,40.00,98.75,98.63,33.30,39.20,38.53,40.93,97.60,97.63,6.60,8.00,47.53,49.60,96.42,96.91,66.50,66.40,69.20,70.00,39.20,8.00,66.40,40.93,49.60,70.00
8,3,0,60000,1000,4000,0.000700,60.00,98.75,98.63,45.10,50.80,40.17,43.40,96.42,96.91,29.80,32.00,59.35,60.50,96.69,96.96,76.90,76.40,69.28,70.30,50.80,32.00,76.40,43.40,60.50,70.30
8,4,1,60000,1000,5000,0.000600,90.00,98.75,98.63,39.60,43.20,40.06,43.36,96.69,96.96,36.90,40.80,62.80,64.40,88.64,88.69,95.90,96.80,68.82,70.56,43.20,40.80,96.80,43.36,64.40,70.56
8,5,1,60000,1000,6000,0.000500,90.00,98.75,98.63,34.60,34.80,39.15,41.93,88.64,88.69,42.30,42.40,64.40,65.87,90.90,91.18,86.10,84.00,69.13,70.40,34.80,42.40,84.00,41.93,65.87,70.40
8,6,1,60000,1000,7000,0.000600,100.00,98.75,98.63,35.80,32.00,38.67,40.51,90.90,91.18,32.10,27.20,63.84,64.23,89.73,90.03,80.10,76.80,70.36,70.23,32.00,27.20,76.80,40.51,64.23,70.23
8,7,0,60000,1000,8000,0.001000,80.00,98.75,98.63,17.30,16.80,36.00,37.55,89.73,90.03,4.90,5.20,62.17,62.10,88.69,88.68,55.20,60.00,69.67,70.35,16.80,5.20,60.00,37.55,62.10,70.35
8,8,2,60000,1000,9000,0.001000,70.00,98.75,98.63,70.40,64.00,39.82,40.49,88.69,88.68,28.90,25.60,65.14,65.38,88.94,88.77,74.20,71.20,70.04,70.40,64.00,25.60,71.20,40.49,65.38,70.40
8,9,2,60000,1000,10000,0.000900,50.00,98.75,98.63,26.50,26.40,38.49,39.08,88.94,88.77,40.40,37.20,67.08,67.08,88.50,88.44,75.40,73.60,70.20,70.24,26.40,37.20,73.60,39.08,67.08,70.24
9,0,0,60000,1000,1000,0.000100,50.00,98.82,98.70,22.80,18.40,22.80,18.40,98.82,98.70,22.80,18.40,22.80,18.40,97.45,97.69,75.50,72.00,75.50,72.00,18.40,18.40,72.00,18.40,18.40,72.00
9,1,0,60000,1000,2000,0.000100,100.00,98.82,98.70,48.90,48.40,35.85,33.40,97.45,97.69,42.30,41.60,58.90,56.80,97.48,97.64,74.50,82.40,67.95,70.00,48.40,41.60,82.40,33.40,56.80,70.00
9,2,1,60000,1000,3000,0.000100,50.00,98.82,98.70,44.80,44.40,38.83,37.07,97.48,97.64,43.60,43.60,59.83,61.20,96.99,97.16,75.80,72.80,70.43,70.93,44.40,43.60,72.80,37.07,61.20,70.93
9,3,2,60000,1000,4000,0.000200,70.00,98.82,98.70,26.20,22.00,35.67,33.30,96.99,97.16,31.80,26.00,60.77,59.70,90.31,90.95,70.60,66.40,71.30,70.10,22.00,26.00,66.40,33.30,59.70,70.10
9,4,1,60000,1000,5000,0.000200,60.00,98.82,98.70,49.70,50.80,38.48,36.80,90.31,90.95,46.70,43.60,66.38,64.80,92.59,92.89,73.40,74.00,71.14,70.80,50.80,43.60,74.00,36.80,64.80,70.80
9,5,1,60000,1000,6000,0.000200,30.00,98.82,98.70,58.00,59.20,41.73,40.53,92.59,92.89,10.90,10.80,61.10,60.80,95.57,96.03,94.30,94.00,71.32,70.73,59.20,10.80,94.00,40.53,60.80,70.73
9,6,2,60000,1000,7000,0.000400,70.00,98.82,98.70,8.70,10.00,37.01,36.17,95.57,96.03,0.80,0.40,61.24,60.69,94.54,94.99,51.60,49.20,70.76,70.29,10.00,0.40,49.20,36.17,60.69,70.29
9,7,2,60000,1000,8000,0.000600,30.00,98.82,98.70,40.00,38.80,37.39,36.50,94.54,94.99,3.80,3.20,62.39,61.90,94.17,94.66,48.60,50.40,70.38,70.00,38.80,3.20,50.40,36.50,61.90,70.00
9,8,0,60000,1000,9000,0.002000,60.00,98.82,98.70,38.60,36.00,37.52,36.44,94.17,94.66,7.40,6.40,63.38,62.93,94.98,95.53,56.00,55.60,71.04,70.76,36.00,6.40,55.60,36.44,62.93,70.76
9,9,2,60000,1000,10000,0.002000,60.00,98.82,98.70,18.10,20.00,35.58,34.80,94.98,95.53,29.50,26.40,66.89,66.32,95.04,95.58,83.40,78.00,70.52,70.36,20.00,26.40,78.00,34.80,66.32,70.36
10,0,1,60000,1000,1000,0.000100,100.00,98.68,98.65,37.50,39.20,37.50,39.20,98.68,98.65,37.50,39.20,37.50,39.20,98.07,98.18,77.10,79.20,77.10,79.20,39.20,39.20,79.20,39.20,39.20,79.20
10,1,0,60000,1000,2000,0.000200,100.00,98.68,98.65,32.70,34.40,35.10,36.80,98.07,98.18,19.00,24.00,48.05,51.60,97.14,97.39,66.10,72.80,69.35,72.20,34.40,24.00,72.80,36.80,51.60,72.20
10,2,1,60000,1000,3000,0.000200,50.00,98.68,98.65,55.70,58.00,41.97,43.87,97.14,97.39,40.50,46.80,59.73,63.73,96.75,97.07,75.90,75.60,68.60,70.80,58.00,46.80,75.60,43.87,63.73,70.80
10,3,1,60000,1000,4000,0.000400,80.00,98.68,98.65,33.70,31.60,39.90,40.80,96.75,97.07,19.20,18.40,56.25,57.70,95.50,95.70,68.60,66.40,69.80,70.20,31.60,18.40,66.40,40.80,57.70,70.20
10,4,1,60000,1000,5000,0.000700,90.00,98.68,98.65,51.70,44.80,42.26,41.60,95.50,95.70,24.40,23.20,60.72,60.80,96.35,96.56,69.40,59.60,71.44,70.16,44.80,23.20,59.60,41.60,60.80,70.16
10,5,1,60000,1000,6000,0.000700,90.00,98.68,98.65,37.00,36.80,41.38,40.80,96.35,96.56,44.00,42.40,66.87,65.53,95.29,95.69,81.00,83.20,71.80,70.20,36.80,42.40,83.20,40.80,65.53,70.20
10,6,0,60000,1000,7000,0.001000,90.00,98.68,98.65,28.40,28.40,39.53,39.03,95.29,95.69,12.90,14.80,63.39,62.29,92.38,92.72,74.30,79.20,70.83,70.11,28.40,14.80,79.20,39.03,62.29,70.11
10,7,2,60000,1000,8000,0.000900,70.00,98.68,98.65,27.20,31.20,37.99,38.05,92.38,92.72,22.50,21.60,64.79,64.05,92.12,92.50,87.80,86.00,71.09,70.35,31.20,21.60,86.00,38.05,64.05,70.35
10,8,2,60000,1000,9000,0.000900,70.00,98.68,98.65,9.00,9.60,34.77,34.89,92.12,92.50,43.70,46.80,68.04,67.73,91.86,92.17,83.30,82.00,72.19,70.76,9.60,46.80,82.00,34.89,67.73,70.76
10,9,1,60000,1000,10000,0.001000,50.00,98.68,98.65,21.10,16.40,33.40,33.04,91.86,92.17,35.70,30.00,68.54,66.68,87.63,88.29,68.70,68.00,71.75,70.36,16.40,30.00,68.00,33.04,66.68,70.36
11,0,1,60000,1000,1000,0.000100,100.00,98.66,98.59,15.80,15.60,15.80,15.60,98.66,98.59,15.80,15.60,15.80,15.60,93.85,94.17,87.20,89.60,87.20,89.60,15.60,15.60,89.60,15.60,15.60,89.60
11,1,1,60000,1000,2000,0.000100,100.00,98.66,98.59,42.60,39.20,29.20,27.40,93.85,94.17,28.10,27.20,57.65,58.40,94.38,94.74,76.10,70.40,74.95,73.60,39.20,27.20,70.40,27.40,58.40,73.60
11,2,2,60000,1000,3000,0.000200,100.00,98.66,98.59,27.40,30.80,28.60,28.53,94.38,94.74,9.40,12.00,53.10,53.07,93.89,93.93,74.00,74.80,68.60,70.93,30.80,12.00,74.80,28.53,53.07,70.93
11,3,0,60000,1000,4000,0.000300,60.00,98.66,98.59,33.30,37.20,29.77,30.70,93.89,93.93,2.50,4.00,52.08,54.20,90.53,91.15,73.60,73.20,69.88,70.50,37.20,4.00,73.20,30.70,54.20,70.50
11,4,2,60000,1000,5000,0.000500,100.00,98.66,98.59,22.70,17.20,28.36,28.00,90.53,91.15,29.50,27.20,61.80,61.84,88.17,88.57,80.60,80.40,69.56,70.32,17.20,27.20,80.40,28.00,61.84,70.32
11,5,2,60000,1000,6000,0.001000,100.00,98.66,98.59,28.00,27.60,28.30,27.93,88.17,88.57,0.00,0.00,57.97,58.60,88.81,89.74,63.00,58.40,70.53,70.53,27.60,0.00,58.40,27.93,58.60,70.53
11,6,0,60000,1000,7000,0.001000,50.00,98.66,98.59,25.30,28.80,27.87,28.06,88.81,89.74,5.90,5.20,61.30,61.20,87.53,88.31,70.30,73.60,69.96,70.46,28.80,5.20,73.60,28.06,61.20,70.46
11,7,0,60000,1000,8000,0.003000,90.00,98.66,98.59,46.00,39.60,30.14,29.50,87.53,88.31,12.90,8.00,62.83,62.65,89.49,90.02,78.70,80.00,71.66,73.25,39.60,8.00,80.00,29.50,62.65,73.25
11,8,0,60000,1000,9000,0.000900,20.00,98.66,98.59,28.20,29.20,29.92,29.47,89.49,90.02,9.40,9.60,64.74,66.18,92.03,92.24,72.80,77.60,68.42,70.13,29.20,9.60,77.60,29.47,66.18,70.13
11,9,2,60000,1000,10000,0.002000,50.00,98.66,98.59,39.30,42.00,30.86,30.72,92.03,92.24,23.80,26.00,63.96,65.72,92.25,92.52,76.70,78.40,69.26,70.60,42.00,26.00,78.40,30.72,65.72,70.60
12,0,0,60000,1000,1000,0.000100,100.00,98.67,98.64,23.40,27.20,23.40,27.20,98.67,98.64,23.40,27.20,23.40,27.20,97.94,98.33,80.40,78.80,80.40,78.80,27.20,27.20,78.80,27.20,27.20,78.80
